1269509308	20241019	202410	2024	2024.7918	CHN	CHINA	CHN								PAK	PAKISTAN	PAK								1	045	045	04	1	5.0	10	1	10	1.40845070422535	4	Qingzhou, Guangdong, China	CH	CH30	13041	24.3563	114.803	6026703	4	Qingzhou, Guangdong, China	CH	CH30	13041	24.3563	114.803	6026703	4	Qingzhou, Guangdong, China	CH	CH30	13041	24.3563	114.803	6026703	20251019200000	https://www.globaltimes.cn/page/202510/1346002.shtml
1269509510	20251019	202510	2025	2025.7918	COP	POLICE						COP			LEG	CONGRESS						LEG			1	130	130	13	3	-4.4	3	1	3	-12.6865671641791	2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	Dutchess County Jail, New York, United States	US	USNY		41.7111	-73.9208	2361234	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251019200000	https://www.dailyfreeman.com/2025/10/19/dutchess-county-man-threatened-to-kill-congress-member-police-say/
1269509511	20251019	202510	2025	2025.7918	COP	POLICE						COP			LEG	CONGRESS						LEG			1	138	138	13	3	-7.0	6	1	6	-12.6865671641791	3	Dutchess County Jail, New York, United States	US	USNY	NY027	41.7111	-73.9208	2361234	3	Dutchess County Jail, New York, United States	US	USNY		41.7111	-73.9208	2361234	3	Dutchess County Jail, New York, United States	US	USNY		41.7111	-73.9208	2361234	20251019200000	https://www.dailyfreeman.com/2025/10/19/dutchess-county-man-threatened-to-kill-congress-member-police-say/
1269509512	20251019	202510	2025	2025.7918	COP	POLICE						COP			LEG	CONGRESS						LEG			1	138	138	13	3	-7.0	3	1	3	-12.6865671641791	2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	Dutchess County Jail, New York, United States	US	USNY		41.7111	-73.9208	2361234	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251019200000	https://www.dailyfreeman.com/2025/10/19/dutchess-county-man-threatened-to-kill-congress-member-police-say/
1269509513	20251019	202510	2025	2025.7918	COP	POLICE						COP			USA	VIRGINIA	USA								0	0214	021	02	1	3.4	4	1	4	-3.59066427289048	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251019200000	https://www.dailystar.co.uk/news/latest-news/prince-andrew-scandal-latest--36095003
1269509514	20251019	202510	2025	2025.7918	COP	POLICE						COP			USA	VIRGINIA	USA								0	0214	021	02	1	3.4	6	1	6	-3.59066427289048	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251019200000	https://www.dailystar.co.uk/news/latest-news/prince-andrew-scandal-latest--36095003
1269509515	20251019	202510	2025	2025.7918	COP	POLICE						COP			USA	UNITED STATES	USA								1	138	138	13	3	-7.0	2	1	2	-12.6865671641791	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251019200000	https://www.dailyfreeman.com/2025/10/19/dutchess-county-man-threatened-to-kill-congress-member-police-say/
1269509516	20251019	202510	2025	2025.7918	COP	POLICE						COP			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	1	1	1	-6.64335664335664	3	Howard University Hospital, District of Columbia, United States	US	USDC	DC001	38.9173	-77.0201	1984545	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251019200000	https://www.nbcnewyork.com/news/national-international/11-injured-after-driver-crashes-into-childs-birthday-party-in-maryland/6406942/
1269509517	20251019	202510	2025	2025.7918	COP	POLICE						COP			USA	UNITED STATES	USA								0	190	190	19	4	-10.0	4	1	4	-9.375	3	Alamo Plaza, Texas, United States	US	USTX	TX029	29.4255	-98.4861	2028873	3	Alamo Plaza, Texas, United States	US	USTX		29.4255	-98.4861	2028873	3	Alamo Plaza, Texas, United States	US	USTX		29.4255	-98.4861	2028873	20251019200000	https://www.yahoo.com/news/articles/sapd-arrests-2-chase-stemming-160948983.html
1269509518	20251019	202510	2025	2025.7918	COP	POLICE						COP			USA	MARYLAND	USA								1	190	190	19	4	-10.0	1	1	1	-6.64335664335664	3	Bladensburg, Maryland, United States	US	USMD	MD033	38.9393	-76.9339	597086	3	Howard University Hospital, District of Columbia, United States	US	USDC		38.9173	-77.0201	1984545	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251019200000	https://www.nbcnewyork.com/news/national-international/11-injured-after-driver-crashes-into-childs-birthday-party-in-maryland/6406942/
1269509519	20251019	202510	2025	2025.7918	COP	POLICE						COP			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	3	1	3	-6.64335664335664	3	Bladensburg, Maryland, United States	US	USMD	MD033	38.9393	-76.9339	597086	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251019200000	https://www.nbcnewyork.com/news/national-international/11-injured-after-driver-crashes-into-childs-birthday-party-in-maryland/6406942/
1269509520	20251019	202510	2025	2025.7918	COP	POLICE						COP			USALEG	UNITED STATES	USA					LEG			1	012	012	01	1	-0.4	2	1	2	-12.6865671641791	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251019200000	https://www.dailyfreeman.com/2025/10/19/dutchess-county-man-threatened-to-kill-congress-member-police-say/
1269509521	20251019	202510	2025	2025.7918	COP	POLICE						COP			USALEG	UNITED STATES	USA					LEG			1	138	138	13	3	-7.0	2	1	2	-12.6865671641791	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251019200000	https://www.dailyfreeman.com/2025/10/19/dutchess-county-man-threatened-to-kill-congress-member-police-say/
1269509522	20251019	202510	2025	2025.7918	CRM	DRUG TRAFFICKER						CRM													0	173	173	17	4	-5.0	2	1	2	-3.97830018083183	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	0								4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	20251019200000	https://www.nationalaccordnewspaper.com/ndlea-intercepts-tramadol-hidden-in-car-tyre-destroys-over-70000kg-of-cannabis-in-nationwide-raids/
1269509523	20251019	202510	2025	2025.7918	CRM	THIEVES						CRM			FRA	FRENCH	FRA								1	171	171	17	4	-9.2	4	1	4	-4.28134556574923	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Australia	AS	AS		-25	135	AS	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251019200000	https://www.batemansbaypost.com.au/story/9092108/brazen-thieves-rob-priceless-jewels-from-paris-louvre/
1269509524	20251019	202510	2025	2025.7918	CRM	DRUG DEALER						CRM			GBR	LIVERPOOL	GBR								0	010	010	01	1	0.0	10	1	10	-3.71621621621622	0								0								0								20251019200000	https://www.liverpoolecho.co.uk/news/liverpool-news/subtle-courtroom-tribute-rebekah-campbell-32691765
1269509525	20251019	202510	2025	2025.7918	CRM	TRAFFICKER						CRM			GOV	PRINCE						GOV			0	010	010	01	1	0.0	3	1	3	-3.59066427289048	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251019200000	https://www.dailystar.co.uk/news/latest-news/prince-andrew-scandal-latest--36095003
1269509526	20251019	202510	2025	2025.7918	CRM	TRAFFICKER						CRM			GOV	PRINCE						GOV			0	013	013	01	1	0.4	2	1	2	-3.59066427289048	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251019200000	https://www.dailystar.co.uk/news/latest-news/prince-andrew-scandal-latest--36095003
1269509527	20251019	202510	2025	2025.7918	CRM	CARTEL						CRM			IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG			1	190	190	19	4	-10.0	1	1	1	-11.1814345991561	4	Santa Marta, Magdalena, Colombia	CO	CO38	14028	11.2408	-74.199	-598739	4	Santa Marta, Magdalena, Colombia	CO	CO38	14028	11.2408	-74.199	-598739	1	Afghanistan	AF	AF		33	66	AF	20251019200000	https://www.yahoo.com/news/articles/3-killed-us-strike-colombian-172412971.html
1269509528	20251019	202510	2025	2025.7918	CRM	PERPETRATOR						CRM			JUD	PROSECUTOR						JUD			1	190	190	19	4	-10.0	10	1	10	-10	0								0								0								20251019200000	https://athens-times.com/foinikounta-suspect-denies-shooting-victims-in-double-murder-case/
1269509529	20251019	202510	2025	2025.7918	CRM	DRUG TRAFFICKER						CRM			NGA	NIGERIA	NGA								0	173	173	17	4	-5.0	2	1	2	-3.97830018083183	4	Akure, Ondo, Nigeria	NI	NI48	22976	7.25256	5.19312	-1998953	5	Ondo State, Ondo, Nigeria	NI	NI48	22976	7.16667	5.08333	-2023650	4	Akure, Ondo, Nigeria	NI	NI48	22976	7.25256	5.19312	-1998953	20251019200000	https://www.nationalaccordnewspaper.com/ndlea-intercepts-tramadol-hidden-in-car-tyre-destroys-over-70000kg-of-cannabis-in-nationwide-raids/
1269509530	20251019	202510	2025	2025.7918	CRM	DRUG TRAFFICKER						CRM			NGA	NIGERIA	NGA								0	173	173	17	4	-5.0	4	1	4	-3.97830018083183	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	20251019200000	https://www.nationalaccordnewspaper.com/ndlea-intercepts-tramadol-hidden-in-car-tyre-destroys-over-70000kg-of-cannabis-in-nationwide-raids/
1269509531	20251019	202510	2025	2025.7918	CRM	DRUG TRAFFICKER						CRM			NGA	NIGERIA	NGA								0	173	173	17	4	-5.0	2	1	2	-3.97830018083183	5	Ondo State, Ondo, Nigeria	NI	NI48	22976	7.16667	5.08333	-2023650	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	20251019200000	https://www.nationalaccordnewspaper.com/ndlea-intercepts-tramadol-hidden-in-car-tyre-destroys-over-70000kg-of-cannabis-in-nationwide-raids/
1269509532	20251019	202510	2025	2025.7918	CRM	CRIMINAL						CRM			USA	WASHINGTON	USA								1	112	112	11	3	-2.0	7	1	7	-6.64335664335664	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251019200000	https://www.nbcnewyork.com/news/national-international/11-injured-after-driver-crashes-into-childs-birthday-party-in-maryland/6406942/
1269509533	20251019	202510	2025	2025.7918	CRMJUD	CRIMINAL						CRM	JUD												1	010	010	01	1	0.0	6	1	6	-5.44871794871795	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20251019200000	https://www.yahoo.com/news/articles/york-gop-rep-trump-commutation-172111844.html
1269509534	20251019	202510	2025	2025.7918	CRMJUD	CRIMINAL						CRM	JUD												1	010	010	01	1	0.0	4	1	4	-5.44871794871795	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251019200000	https://www.yahoo.com/news/articles/york-gop-rep-trump-commutation-172111844.html
1269509535	20251019	202510	2025	2025.7918	CUB	CUBAN	CUB																		1	010	010	01	1	0.0	10	1	10	1.39211136890951	1	Cuba	CU	CU		22	-79.5	CU	0								1	Cuba	CU	CU		22	-79.5	CU	20251019200000	https://www.cubaheadlines.com/articles/313192
1269509536	20251019	202510	2025	2025.7918	CUB	CUBA	CUB								BLR	BELARUS	BLR								0	040	040	04	1	1.0	1	1	1	1.05105105105106	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20251019200000	https://www.cubaheadlines.com/articles/313197
1269509537	20251019	202510	2025	2025.7918	CUB	CUBA	CUB								BLR	BELARUS	BLR								0	040	040	04	1	1.0	1	1	1	1.05105105105106	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20251019200000	https://www.cubaheadlines.com/articles/313197
1269509538	20251019	202510	2025	2025.7918	CUB	CUBA	CUB								BLR	BELARUS	BLR								0	042	042	04	1	1.9	1	1	1	1.05105105105106	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20251019200000	https://www.cubaheadlines.com/articles/313197
1269509539	20251019	202510	2025	2025.7918	CUB	CUBAN	CUB								BLR	BELARUS	BLR								0	042	042	04	1	1.9	2	1	2	1.05105105105106	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251019200000	https://www.cubaheadlines.com/articles/313197
1269509540	20251019	202510	2025	2025.7918	CUB	CUBA	CUB								BLR	BELARUS	BLR								0	057	057	05	1	8.0	4	1	4	1.05105105105106	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20251019200000	https://www.cubaheadlines.com/articles/313197
1269509541	20251019	202510	2025	2025.7918	CUB	CUBA	CUB								BLR	BELARUS	BLR								0	057	057	05	1	8.0	6	1	6	1.05105105105106	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20251019200000	https://www.cubaheadlines.com/articles/313197
1269509542	20251019	202510	2025	2025.7918	CUB	CUBAN	CUB								BUS	BUSINESS						BUS			1	051	051	05	1	3.4	5	1	5	1.39211136890951	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20251019200000	https://www.cubaheadlines.com/articles/313192
1269509543	20251019	202510	2025	2025.7918	CUB	CUBAN	CUB								BUS	BUSINESS						BUS			1	130	130	13	3	-4.4	5	1	5	1.39211136890951	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20251019200000	https://www.cubaheadlines.com/articles/313192
1269509544	20251019	202510	2025	2025.7918	CVL	CITIZEN						CVL													1	012	012	01	1	-0.4	10	1	10	-6.77685950413227	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20251019200000	https://www.nationalaccordnewspaper.com/nnamdi-kanu-police-urge-protesters-to-respect-court-order-warn-against-hijackers-as-punitive-measures-await-offenders/
1269509545	20251019	202510	2025	2025.7918	CVL	RESIDENTS						CVL													0	012	012	01	1	-0.4	2	1	2	-10.2493074792244	4	Swabi, North-West Frontier, Pakistan	PK	PK03	40349	34.1199	72.4699	-2775427	0								4	Swabi, North-West Frontier, Pakistan	PK	PK03	40349	34.1199	72.4699	-2775427	20251019200000	https://aninews.in/news/world/asia/neglect-poor-governance-worsen-wheat-flour-crisis-in-khyber-pakhtunkhwa20251019234711/
1269509546	20251019	202510	2025	2025.7918	CVL	COMMUNITY						CVL													0	020	020	02	1	3.0	5	1	5	0.10288065843621	4	Moyne, Victoria, Australia	AS	AS07	5407	-38.3167	142.267	-1589620	0								4	Moyne, Victoria, Australia	AS	AS07	5407	-38.3167	142.267	-1589620	20251019200000	https://www.stockandland.com.au/story/9091102/renewable-energy-zones-questioned-as-projects-stray-outside-zones/
1269509547	20251019	202510	2025	2025.7918	CVL	TOURIST						CVL													0	042	042	04	1	1.9	2	1	2	0.88369441277081	3	Atlantic City, Wyoming, United States	US	USWY	WY013	42.4966	-108.731	1584989	0								3	Atlantic City, Wyoming, United States	US	USWY		42.4966	-108.731	1584989	20251019200000	https://cowboystatedaily.com/2025/10/19/drinking-wyoming-the-drinks-at-lander-bar-come-with-a-taste-of-western-history/
1269509548	20251019	202510	2025	2025.7918	CVL	MIGRANT						CVL													0	138	138	13	3	-7.0	6	1	6	-3.75	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20251019200000	https://www.lbc.co.uk/article/nigel-farages-brussels-fraud-probe-5HjdFcS_2/
1269509549	20251019	202510	2025	2025.7918	CVL	MIGRANT						CVL			BEL	BELGIUM	BEL								0	138	138	13	3	-7.0	2	1	2	-3.75	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20251019200000	https://www.lbc.co.uk/article/nigel-farages-brussels-fraud-probe-5HjdFcS_2/
1269509550	20251019	202510	2025	2025.7918	CVL	MIGRANT						CVL			BEL	BELGIUM	BEL								0	138	138	13	3	-7.0	2	1	2	-3.75	1	Russia	RS	RS		60	100	RS	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Russia	RS	RS		60	100	RS	20251019200000	https://www.lbc.co.uk/article/nigel-farages-brussels-fraud-probe-5HjdFcS_2/
1269509551	20251019	202510	2025	2025.7918	CVL	MIGRANT						CVL			CHRCTH	CATHOLIC BISHOP				CHR	CTH				1	043	043	04	1	2.8	8	1	8	0	1	Mexico	MX	MX		23	-102	MX	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20251019200000	https://www.kawc.org/news/2025-10-19/catholic-bishops-from-u-s-and-mexico-support-migrants-in-san-luis
1269509552	20251019	202510	2025	2025.7918	CVL	MIGRANT						CVL			CHRCTH	CATHOLIC BISHOP				CHR	CTH				1	043	043	04	1	2.8	2	1	2	0	1	Mexico	MX	MX		23	-102	MX	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	1	Mexico	MX	MX		23	-102	MX	20251019200000	https://www.kawc.org/news/2025-10-19/catholic-bishops-from-u-s-and-mexico-support-migrants-in-san-luis
1269509553	20251019	202510	2025	2025.7918	CVL	SMALL TOWN						CVL			GOV	KING						GOV			0	120	120	12	3	-4.0	5	1	5	-7.16560509554141	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20251019200000	https://www.opednews.com/populum/page.php?f=The-No-Kings-Protests-ar-Protest-251019-566.html
1269509554	20251019	202510	2025	2025.7918	CVL	COMMUNITY						CVL			MED	MEDIA						MED			1	010	010	01	1	0.0	3	1	3	-1.99401794616151	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Montgomery County, Pennsylvania, United States	US	USPA		40.3754	-75.4999	1213680	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251019200000	https://www.pennlive.com/news/2025/10/judge-blocked-facebook-from-revealing-pa-activists-who-track-ice-on-social-media.html
1269509555	20251019	202510	2025	2025.7918	CVL	COMMUNITY						CVL			MED	MEDIA						MED			1	0214	021	02	1	3.4	3	1	3	-1.99401794616151	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Montgomery County, Pennsylvania, United States	US	USPA		40.3754	-75.4999	1213680	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251019200000	https://www.pennlive.com/news/2025/10/judge-blocked-facebook-from-revealing-pa-activists-who-track-ice-on-social-media.html
1269509556	20251019	202510	2025	2025.7918	CVL	COMMUNITY						CVL			MED	MEDIA						MED			1	030	030	03	1	4.0	3	1	3	-1.99401794616151	3	Plymouth Meeting, Pennsylvania, United States	US	USPA	PA091	40.1023	-75.2743	1184137	3	Plymouth Meeting, Pennsylvania, United States	US	USPA		40.1023	-75.2743	1184137	3	Plymouth Meeting, Pennsylvania, United States	US	USPA		40.1023	-75.2743	1184137	20251019200000	https://www.pennlive.com/news/2025/10/judge-blocked-facebook-from-revealing-pa-activists-who-track-ice-on-social-media.html
1269509557	20251019	202510	2025	2025.7918	CVL	MIGRANT						CVL			REL	CLERGY									1	045	045	04	1	5.0	10	1	10	0	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20251019200000	https://www.kawc.org/news/2025-10-19/catholic-bishops-from-u-s-and-mexico-support-migrants-in-san-luis
1269509558	20251019	202510	2025	2025.7918	CVL	TOURIST						CVL			USA	UNITED STATES	USA								0	043	043	04	1	2.8	6	1	6	0.88369441277081	3	Atlantic City, Wyoming, United States	US	USWY	WY013	42.4966	-108.731	1584989	3	Atlantic City, Wyoming, United States	US	USWY		42.4966	-108.731	1584989	3	Atlantic City, Wyoming, United States	US	USWY		42.4966	-108.731	1584989	20251019200000	https://cowboystatedaily.com/2025/10/19/drinking-wyoming-the-drinks-at-lander-bar-come-with-a-taste-of-western-history/
1269509559	20251019	202510	2025	2025.7918	CVL	COMMUNITY						CVL			USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	1	4	3.82317801672641	3	Luzerne, Pennsylvania, United States	US	USPA	PA051	39.9992	-79.9628	1192864	3	Luzerne, Pennsylvania, United States	US	USPA	PA051	39.9992	-79.9628	1192864	3	Luzerne, Pennsylvania, United States	US	USPA	PA051	39.9992	-79.9628	1192864	20251019200000	https://www.yahoo.com/news/articles/cooler-weather-boosts-fall-sales-190500167.html
1269509560	20251019	202510	2025	2025.7918	CVLGOV	SETTLEMENT						CVL	GOV												0	010	010	01	1	0.0	10	1	10	-3.03514376996805	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251019200000	https://www.nbcnewyork.com/news/national-international/att-settlement-money-deadline-date-how-to-file/6406905/
1269509561	20251019	202510	2025	2025.7918	CYP	CYPRUS	CYP								IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			1	046	046	04	1	7.0	2	1	2	0.97799511002445	1	Cyprus	CY	CY		35	33	CY	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20251019200000	https://www.yahoo.com/news/articles/turkish-cypriots-elect-tufan-erhurman-192938196.html
1269509562	20251019	202510	2025	2025.7918	CYP	CYPRUS	CYP								TUR	TURKEY	TUR								1	042	042	04	1	1.9	1	1	1	0.97799511002445	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20251019200000	https://www.yahoo.com/news/articles/turkish-cypriots-elect-tufan-erhurman-192938196.html
1269509563	20251019	202510	2025	2025.7918	CYP	CYPRUS	CYP								TUR	TURKEY	TUR								1	042	042	04	1	1.9	1	1	1	0.97799511002445	1	Greece	GR	GR		39	22	GR	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20251019200000	https://www.yahoo.com/news/articles/turkish-cypriots-elect-tufan-erhurman-192938196.html
1269509564	20251019	202510	2025	2025.7918	CYP	CYPRUS	CYP								TUR	TURKEY	TUR								1	110	110	11	3	-2.0	4	1	4	1.78571428571428	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20251019200000	https://athens-times.com/cyprus-tufan-erhurman-defeats-ersin-tatar-in-occupied-territories/
1269509565	20251019	202510	2025	2025.7918	CYP	CYPRUS	CYP								TUR	TURKEY	TUR								1	127	127	12	3	-5.0	4	1	4	1.78571428571428	1	Cyprus	CY	CY		35	33	CY	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20251019200000	https://athens-times.com/cyprus-tufan-erhurman-defeats-ersin-tatar-in-occupied-territories/
1269509566	20251019	202510	2025	2025.7918	DEU	GERMANY	DEU								MOS	MUSLIM				MOS					1	070	070	07	2	7.0	4	1	4	-1.40712945590995	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20251019200000	https://www.yahoo.com/news/articles/ihh-turkish-proscribed-terror-group-193533302.html
1269509567	20251019	202510	2025	2025.7918	DEU	GERMANY	DEU								MOS	MUSLIM				MOS					1	070	070	07	2	7.0	1	1	1	-1.40712945590995	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20251019200000	https://www.yahoo.com/news/articles/ihh-turkish-proscribed-terror-group-193533302.html
1269509568	20251019	202510	2025	2025.7918	DEU	GERMANY	DEU								USA	TEXAS	USA								1	042	042	04	1	1.9	2	1	2	1.51515151515151	4	Hohenfels, Baden-Wüberg, Germany	GM	GM01	16526	47.6	8.1	-1794981	3	Fort Hood, Texas, United States	US	USTX		31.2548	-97.7091	2512199	4	Hohenfels, Baden-Wüberg, Germany	GM	GM01	16526	47.6	8.1	-1794981	20251019200000	https://clarksvillenow.com/local/101st-airborne-division-soldier-killed-in-training-accident-in-germany/
1269509569	20251019	202510	2025	2025.7918	DEU	GERMANY	DEU								USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	1.51515151515151	4	Hohenfels, Baden-Wüberg, Germany	GM	GM01	16526	47.6	8.1	-1794981	3	Fort Hood, Texas, United States	US	USTX		31.2548	-97.7091	2512199	3	Fort Hood, Texas, United States	US	USTX		31.2548	-97.7091	2512199	20251019200000	https://clarksvillenow.com/local/101st-airborne-division-soldier-killed-in-training-accident-in-germany/
1269509570	20251019	202510	2025	2025.7918	DEU	GERMANY	DEU								USA	TEXAS	USA								1	042	042	04	1	1.9	1	1	1	1.51515151515151	4	Hohenfels, Baden-Wüberg, Germany	GM	GM01	16526	47.6	8.1	-1794981	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Fort Hood, Texas, United States	US	USTX		31.2548	-97.7091	2512199	20251019200000	https://clarksvillenow.com/local/101st-airborne-division-soldier-killed-in-training-accident-in-germany/
