1270560284	20241025	202410	2024	2024.8082	CHE	BASEL	CHE								QAT	QATAR	QAT								1	030	030	03	1	4.0	5	1	5	4.91452991452992	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251025001500	https://www.artnews.com/art-news/news/art-basel-discounts-new-galleries-2025-1234758887/
1270560772	20251025	202510	2025	2025.8082	COP	POLICE						COP			GOV	AUTHORITIES						GOV			0	042	042	04	1	1.9	2	1	2	-8.25471698113206	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251025001500	https://www.chicagotribune.com/2025/10/24/jury-convicts-man-of-2021-killing-beloved-chinatown-grandfather/
1270560773	20251025	202510	2025	2025.8082	COP	POLICE						COP			GOV	AUTHORITIES						GOV			0	080	080	08	2	5.0	6	1	6	-8.25471698113206	3	Cook County, Illinois, United States	US	USIL	IL031	41.8334	-87.8501	1784766	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Cook County, Illinois, United States	US	USIL		41.8334	-87.8501	1784766	20251025001500	https://www.chicagotribune.com/2025/10/24/jury-convicts-man-of-2021-killing-beloved-chinatown-grandfather/
1270560774	20251025	202510	2025	2025.8082	COP	POLICE						COP			GOV	AUTHORITIES						GOV			0	080	080	08	2	5.0	2	1	2	-8.25471698113206	3	Cook County, Illinois, United States	US	USIL	IL031	41.8334	-87.8501	1784766	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251025001500	https://www.chicagotribune.com/2025/10/24/jury-convicts-man-of-2021-killing-beloved-chinatown-grandfather/
1270560775	20251025	202510	2025	2025.8082	COP	POLICE						COP			GOV	AUTHORITIES						GOV			0	080	080	08	2	5.0	2	1	2	-8.25471698113206	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251025001500	https://www.chicagotribune.com/2025/10/24/jury-convicts-man-of-2021-killing-beloved-chinatown-grandfather/
1270560776	20251025	202510	2025	2025.8082	COP	POLICE						COP			GOV	AUTHORITIES						GOV			0	173	173	17	4	-5.0	6	1	6	-8.25471698113206	3	Cook County, Illinois, United States	US	USIL	IL031	41.8334	-87.8501	1784766	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Cook County, Illinois, United States	US	USIL		41.8334	-87.8501	1784766	20251025001500	https://www.chicagotribune.com/2025/10/24/jury-convicts-man-of-2021-killing-beloved-chinatown-grandfather/
1270560777	20251025	202510	2025	2025.8082	COP	POLICE						COP			GOV	AUTHORITIES						GOV			0	173	173	17	4	-5.0	2	1	2	-8.25471698113206	3	Cook County, Illinois, United States	US	USIL	IL031	41.8334	-87.8501	1784766	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251025001500	https://www.chicagotribune.com/2025/10/24/jury-convicts-man-of-2021-killing-beloved-chinatown-grandfather/
1270560778	20251025	202510	2025	2025.8082	COP	POLICE						COP			GOV	AUTHORITIES						GOV			0	173	173	17	4	-5.0	2	1	2	-8.25471698113206	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251025001500	https://www.chicagotribune.com/2025/10/24/jury-convicts-man-of-2021-killing-beloved-chinatown-grandfather/
1270560779	20251025	202510	2025	2025.8082	COP	SECURITY OFFICIAL						COP			MEX	MEXICO	MEX								0	010	010	01	1	0.0	6	1	6	-6.53950953678474	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251025001500	https://www.cbsnews.com/sacramento/news/jashanpreet-singh-ontario-10-freeway-deadly-semi-truck-crash/
1270560780	20251025	202510	2025	2025.8082	COP	POLICE CHIEF						COP			REL	SAINT									1	040	040	04	1	1.0	10	1	10	-2.4070021881838	0								0								0								20251025001500	https://www.wpbf.com/article/man-arrested-after-throwing-rock-at-ice-vehicle-in-tradition/69150281
1270560781	20251025	202510	2025	2025.8082	COP	PRISON						COP			SLV	EL SALVADOR	SLV								0	173	173	17	4	-5.0	10	1	10	-5.85683297180043	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20251025001500	https://www.nbcchicago.com/news/politics/liberia-agrees-to-take-abrego-garcia-if-hes-deported-trump-administration-says/3843314/
1270560782	20251025	202510	2025	2025.8082	COP	SECURITY OFFICIAL						COP			USA	UNITED STATES	USA								0	010	010	01	1	0.0	4	1	4	-6.53950953678474	3	Yuba City, California, United States	US	USCA	CA101	39.1404	-121.617	1660222	3	Yuba City, California, United States	US	USCA		39.1404	-121.617	1660222	3	Yuba City, California, United States	US	USCA		39.1404	-121.617	1660222	20251025001500	https://www.cbsnews.com/sacramento/news/jashanpreet-singh-ontario-10-freeway-deadly-semi-truck-crash/
1270560783	20251025	202510	2025	2025.8082	COP	POLICE						COP			USA	CHICAGO	USA								1	043	043	04	1	2.8	2	1	2	-3.56435643564357	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251025001500	https://www.nbcchicago.com/news/local/laugh-factory-chicago-manager-detained-by-federal-agents-comedy-club-says/3843170/
1270560784	20251025	202510	2025	2025.8082	COP	DETECTIVE						COP			USA	PHILADELPHIA	USA								0	060	060	06	2	6.0	20	2	20	-10.2760736196319	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251025001500	https://www.mainlinemedianews.com/2025/10/24/philadelphia-man-jailed-for-role-in-collegeville-jewelry-store-heist/
1270560785	20251025	202510	2025	2025.8082	COP	POLICE						COP			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	1	2	-3.58422939068101	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://nystateofpolitics.com/state-of-politics/new-york/news/2025/10/24/retired-trooper-charged-with-stealing-from-state-police-union
1270560786	20251025	202510	2025	2025.8082	COP	POLICE						COP			USA	DETROIT	USA								1	173	173	17	4	-5.0	20	1	10	-6.08365019011407	0								0								0								20251025001500	https://www.wxyz.com/news/hot-dog-vendor-operating-without-permit-in-detroit-ordered-to-stand-trial-for-resisting
1270560787	20251025	202510	2025	2025.8082	COP	POLICE						COP			USA	UNITED STATES	USA								0	173	173	17	4	-5.0	1	1	1	-8.36298932384342	3	Fox Valley, Wisconsin, United States	US	USWI	WI091	44.6069	-91.8843	1565237	3	Bear Creek, Wisconsin, United States	US	USWI		44.5314	-88.7265	1561346	3	Fox Valley, Wisconsin, United States	US	USWI		44.6069	-91.8843	1565237	20251025001500	https://www.wrn.com/wisconsin-pm-news-summary-22/
1270560788	20251025	202510	2025	2025.8082	COP	POLICE						COP			USA	UNITED STATES	USA								0	173	173	17	4	-5.0	5	1	4	-8.36298932384342	3	Dane County, Wisconsin, United States	US	USWI	WI025	43.0667	-89.4335	1581072	3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	20251025001500	https://www.wrn.com/wisconsin-pm-news-summary-22/
1270560789	20251025	202510	2025	2025.8082	COP	POLICE						COP			USA	NEW YORK	USA								1	173	173	17	4	-5.0	8	1	8	-3.58422939068101	3	Albany County, New York, United States	US	USNY	NY001	42.6001	-73.9662	974099	3	Albany County, New York, United States	US	USNY		42.6001	-73.9662	974099	3	Albany County, New York, United States	US	USNY		42.6001	-73.9662	974099	20251025001500	https://nystateofpolitics.com/state-of-politics/new-york/news/2025/10/24/retired-trooper-charged-with-stealing-from-state-police-union
1270560790	20251025	202510	2025	2025.8082	COP	POLICE						COP			USA	ROCHESTER	USA								1	173	173	17	4	-5.0	20	2	20	-8.74317984195389	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251025001500	https://kdhlradio.com/ixp/669/p/rochester-burglar-sentenced-crime-spree/
1270560791	20251025	202510	2025	2025.8082	COP	POLICE						COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-3.58422939068101	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://nystateofpolitics.com/state-of-politics/new-york/news/2025/10/24/retired-trooper-charged-with-stealing-from-state-police-union
1270560792	20251025	202510	2025	2025.8082	COP	POLICE						COP			USABUS	UNITED STATES	USA					BUS			0	173	173	17	4	-5.0	5	1	5	-8.36298932384342	3	Fox Valley, Wisconsin, United States	US	USWI	WI091	44.6069	-91.8843	1565237	3	Fox Valley, Wisconsin, United States	US	USWI		44.6069	-91.8843	1565237	3	Fox Valley, Wisconsin, United States	US	USWI		44.6069	-91.8843	1565237	20251025001500	https://www.wrn.com/wisconsin-pm-news-summary-22/
1270560793	20251025	202510	2025	2025.8082	COP	POLICE						COP			USABUS	UNITED STATES	USA					BUS			0	173	173	17	4	-5.0	1	1	1	-8.36298932384342	3	Dane County, Wisconsin, United States	US	USWI	WI025	43.0667	-89.4335	1581072	3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	20251025001500	https://www.wrn.com/wisconsin-pm-news-summary-22/
1270560794	20251025	202510	2025	2025.8082	COPGOV	DEPUTY						COP	GOV		LAB	EMPLOYEE						LAB			0	020	020	02	1	3.0	5	1	5	1.53256704980843	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20251025001500	https://calgarysun.com/news/ordered-back-no-more-hybrid-work-alberta-public-service/wcm/f41fcb65-6c1d-4e01-8fef-84d0aeda6bc8
1270560795	20251025	202510	2025	2025.8082	CRM	CRIMINAL						CRM													0	112	112	11	3	-2.0	3	1	3	-5.20673813169985	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20251025001500	https://signalscv.com/2025/10/duffy-threatens-to-strip-california-of-ability-to-issue-commercial-drivers-licenses/
1270560796	20251025	202510	2025	2025.8082	CRM	CRIMINAL						CRM													0	190	190	19	4	-10.0	3	1	3	-4.77164280845262	4	Quito, Pichincha, Ecuador	EC	EC18	18585	-0.216667	-78.5	-932573	0								4	Quito, Pichincha, Ecuador	EC	EC18	18585	-0.216667	-78.5	-932573	20251025001500	https://us.cnn.com/2025/10/24/americas/noboa-ecuador-poison-chocolate-jam-intl-latam
1270560797	20251025	202510	2025	2025.8082	CRM	THIEVES						CRM			BUS	TOP EXECUTIVE						BUS			0	043	043	04	1	2.8	4	2	4	-2.46174318030606	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251025001500	https://www.wpbf.com/article/louvre-heist-lift-maker-capitalizes-on-products-notoriety-with-cheeky-instagram-ad/69151341
1270560798	20251025	202510	2025	2025.8082	CRM	THIEVES						CRM			BUS	TOP EXECUTIVE						BUS			0	043	043	04	1	2.8	4	2	4	-2.46174318030606	1	Germany	GM	GM		51.5	10.5	GM	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251025001500	https://www.wpbf.com/article/louvre-heist-lift-maker-capitalizes-on-products-notoriety-with-cheeky-instagram-ad/69151341
1270560799	20251025	202510	2025	2025.8082	CRM	THIEVES						CRM			BUS	TOP EXECUTIVE						BUS			0	043	043	04	1	2.8	12	2	12	-2.46174318030606	1	Germany	GM	GM		51.5	10.5	GM	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Germany	GM	GM		51.5	10.5	GM	20251025001500	https://www.wpbf.com/article/louvre-heist-lift-maker-capitalizes-on-products-notoriety-with-cheeky-instagram-ad/69151341
1270560800	20251025	202510	2025	2025.8082	CRM	DRUG TRAFFICKER						CRM			COL	COLOMBIA	COL								1	071	071	07	2	7.4	8	1	8	-5.51378446115288	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20251025001500	https://colombiareports.com/us-slaps-sanctions-meant-for-narcos-on-petro-and-colombias-interior-minister/
1270560801	20251025	202510	2025	2025.8082	CRM	DRUG TRAFFICKER						CRM			COLELI	COLOMBIA	COL					ELI			1	071	071	07	2	7.4	2	1	2	-5.51378446115288	1	United States	US	US		39.828175	-98.5795	US	1	Colombia	CO	CO		4	-72	CO	1	United States	US	US		39.828175	-98.5795	US	20251025001500	https://colombiareports.com/us-slaps-sanctions-meant-for-narcos-on-petro-and-colombias-interior-minister/
1270560802	20251025	202510	2025	2025.8082	CRM	CRIMINAL						CRM			COP	POLICE						COP			1	114	114	11	3	-2.0	10	1	10	-7.59493670886076	0								0								0								20251025001500	https://www.wmtv15news.com/2025/10/24/woman-accused-trying-stab-her-father-death-stoughton-pleads-not-guilty-saying-he-was-devil/
1270560803	20251025	202510	2025	2025.8082	CRM	CARTEL						CRM			GOV	ADMINISTRATION						GOV			0	040	040	04	1	1.0	30	2	30	-6.16216041435594	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251025001500	https://www.k101fm.net/syndicated-article/?id=1643107
1270560804	20251025	202510	2025	2025.8082	CRM	CRIMINAL						CRM			MIL	LIEUTENANT						MIL			0	070	070	07	2	7.0	3	1	3	-0.69848661233993	3	Lompoc, California, United States	US	USCA	CA083	34.6391	-120.458	1652745	3	Lompoc, California, United States	US	USCA	CA083	34.6391	-120.458	1652745	3	Lompoc, California, United States	US	USCA	CA083	34.6391	-120.458	1652745	20251025001500	https://www.latimes.com/california/story/2025-10-24/nebraska-road-trip-with-mom-becomes-focus-of-search-for-missing-california-girl
1270560805	20251025	202510	2025	2025.8082	CRM	DRUG TRAFFICKER						CRM			USA	UNITED STATES	USA								0	112	112	11	3	-2.0	2	1	2	-5.44354838709678	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251025001500	https://homenewshere.com/national/news/article_577b5325-a424-580a-9d97-6fc8b8fa855f.html
1270560806	20251025	202510	2025	2025.8082	CRM	DRUG TRAFFICKER						CRM			USA	UNITED STATES	USA								0	112	112	11	3	-2.0	2	1	2	-5.44354838709678	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://homenewshere.com/national/news/article_577b5325-a424-580a-9d97-6fc8b8fa855f.html
1270560807	20251025	202510	2025	2025.8082	CRM	CULPRIT						CRM			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	2	4	-10.2760736196319	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251025001500	https://www.mainlinemedianews.com/2025/10/24/philadelphia-man-jailed-for-role-in-collegeville-jewelry-store-heist/
1270560808	20251025	202510	2025	2025.8082	CRM	CULPRIT						CRM			USA	PHILADELPHIA	USA								1	173	173	17	4	-5.0	16	2	16	-10.2760736196319	3	Collegeville, Pennsylvania, United States	US	USPA	PA091	40.1857	-75.4516	1213953	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251025001500	https://www.mainlinemedianews.com/2025/10/24/philadelphia-man-jailed-for-role-in-collegeville-jewelry-store-heist/
1270560809	20251025	202510	2025	2025.8082	CRM	CRIMINAL						CRM			USA	ALABAMA	USA								1	173	173	17	4	-5.0	7	1	7	-4.95049504950495	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20251025001500	https://wtug.com/ixp/532/p/bibb-county-child-predators/
1270560810	20251025	202510	2025	2025.8082	CRM	CRIMINAL						CRM			USA	ALABAMA	USA								1	173	173	17	4	-5.0	3	1	3	-4.95049504950495	1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	20251025001500	https://wtug.com/ixp/532/p/bibb-county-child-predators/
1270560811	20251025	202510	2025	2025.8082	CUB	CUBA	CUB																		0	010	010	01	1	0.0	8	1	4	2.34505862646566	1	Cuba	CU	CU		22	-79.5	CU	0								1	Cuba	CU	CU		22	-79.5	CU	20251025001500	https://kfmx.com/ixp/366/p/ozzy-osbourne-rudy-sarzo-audition/
1270560812	20251025	202510	2025	2025.8082	CUB	CUBA	CUB																		1	043	043	04	1	2.8	4	1	4	2.34505862646566	1	Cuba	CU	CU		22	-79.5	CU	0								1	Cuba	CU	CU		22	-79.5	CU	20251025001500	https://kfmx.com/ixp/366/p/ozzy-osbourne-rudy-sarzo-audition/
1270560813	20251025	202510	2025	2025.8082	CUB	CUBA	CUB																		1	046	046	04	1	7.0	3	1	3	2.34505862646566	1	Cuba	CU	CU		22	-79.5	CU	0								1	Cuba	CU	CU		22	-79.5	CU	20251025001500	https://kfmx.com/ixp/366/p/ozzy-osbourne-rudy-sarzo-audition/
1270560814	20251025	202510	2025	2025.8082	CUB	HAVANA	CUB																		0	190	190	19	4	-10.0	5	1	5	-8.20189274447949	1	Honduras	HO	HO		15	-86.5	HO	0								1	Honduras	HO	HO		15	-86.5	HO	20251025001500	https://www.9news.com/article/news/crime/i-225-6th-ave-shooting/73-aa2f55a4-d740-4c57-900b-5e3dfc097661
1270560815	20251025	202510	2025	2025.8082	CUB	CUBA	CUB								USA	FLORIDA	USA								1	042	042	04	1	1.9	7	1	7	2.34505862646566	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20251025001500	https://kfmx.com/ixp/366/p/ozzy-osbourne-rudy-sarzo-audition/
1270560816	20251025	202510	2025	2025.8082	CUB	CUBA	CUB								USA	FLORIDA	USA								1	042	042	04	1	1.9	1	1	1	2.34505862646566	1	Cuba	CU	CU		22	-79.5	CU	2	Florida, United States	US	USFL		27.8333	-81.717	FL	1	Cuba	CU	CU		22	-79.5	CU	20251025001500	https://kfmx.com/ixp/366/p/ozzy-osbourne-rudy-sarzo-audition/
1270560817	20251025	202510	2025	2025.8082	CVL	SCIENTIST						CVL													1	012	012	01	1	-0.4	20	2	20	-0.323624595469259	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	0								3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20251025001500	https://wgxa.tv/news/offbeat/butt-breathing-scientists-explore-innovative-technique-for-lung-health-improvements-enteral-ventilation-anus-human-clinical-trials-inhale-inhaling-breath-breathe-oxygen-severe-respiratory-failure-large-intestine
1270560818	20251025	202510	2025	2025.8082	CVL	RESIDENTS						CVL													1	012	012	01	1	-0.4	4	1	4	-1.01180438448567	3	Oshtemo, Michigan, United States	US	USMI	MI077	42.2589	-85.6775	634138	0								3	Oshtemo, Michigan, United States	US	USMI	MI077	42.2589	-85.6775	634138	20251025001500	https://wwmt.com/news/local/oshtemo-township-residents-organize-against-battery-storage-facility-plans-newedge-public-service-commission-wwmt
1270560819	20251025	202510	2025	2025.8082	CVL	RESIDENTS						CVL													1	012	012	01	1	-0.4	6	1	6	-1.01180438448567	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251025001500	https://wwmt.com/news/local/oshtemo-township-residents-organize-against-battery-storage-facility-plans-newedge-public-service-commission-wwmt
1270560820	20251025	202510	2025	2025.8082	CVL	VOTER						CVL													1	014	014	01	1	0.0	3	1	3	-4.38799076212471	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251025001500	https://time.com/7328439/nyc-mayor-race-early-voting-registration-mamdani-cuomo-sliwa/
1270560821	20251025	202510	2025	2025.8082	CVL	VOTER						CVL													1	014	014	01	1	0.0	2	1	2	-4.38799076212471	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://time.com/7328439/nyc-mayor-race-early-voting-registration-mamdani-cuomo-sliwa/
1270560822	20251025	202510	2025	2025.8082	CVL	VILLAGE						CVL													0	017	017	01	1	0.0	2	1	2	-0.69848661233993	3	Vandenberg Village, California, United States	US	USCA	CA083	34.7083	-120.468	1867066	0								3	Vandenberg Village, California, United States	US	USCA		34.7083	-120.468	1867066	20251025001500	https://www.latimes.com/california/story/2025-10-24/nebraska-road-trip-with-mom-becomes-focus-of-search-for-missing-california-girl
1270560823	20251025	202510	2025	2025.8082	CVL	VOTER						CVL													1	020	020	02	1	3.0	15	2	15	0.85801152965332	0								0								0								20251025001500	https://nystateofpolitics.com/state-of-politics/new-york/politics/2025/10/24/the-ballot-proposals-to-add-ski-trails-and-move-local-elections-to-even-years
1270560824	20251025	202510	2025	2025.8082	CVL	RESIDENTS						CVL													1	020	020	02	1	3.0	2	1	2	-8.60215053763437	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	0								4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20251025001500	https://www.tribuneindia.com/news/ludhiana/open-garbage-burning-chokes-city-activists-raise-alarm/
1270560825	20251025	202510	2025	2025.8082	CVL	VOTER						CVL													0	020	020	02	1	3.0	4	1	4	-3.95913154533844	3	Essex, New York, United States	US	USNY	NY031	44.3101	-73.3526	949713	0								3	Essex, New York, United States	US	USNY	NY031	44.3101	-73.3526	949713	20251025001500	https://nystateofpolitics.com/state-of-politics/new-york/politics/2025/10/17/tension-over-prison-violence--cos-shortage-hangs-over-n-y--115th-assembly-race
1270560826	20251025	202510	2025	2025.8082	CVL	VOTER						CVL													0	020	020	02	1	3.0	6	1	6	-3.95913154533844	3	Plattsburgh, New York, United States	US	USNY	NY019	44.6995	-73.4529	960698	0								3	Plattsburgh, New York, United States	US	USNY	NY019	44.6995	-73.4529	960698	20251025001500	https://nystateofpolitics.com/state-of-politics/new-york/politics/2025/10/17/tension-over-prison-violence--cos-shortage-hangs-over-n-y--115th-assembly-race
1270560827	20251025	202510	2025	2025.8082	CVL	COMMUNITY						CVL													1	020	020	02	1	3.0	5	1	5	-5.48780487804878	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								3	Brooklyn Park, Minnesota, United States	US	USMN		45.0941	-93.3563	640511	20251025001500	https://www.inforum.com/news/minnesota/snap-recipients-in-minnesota-north-dakota-could-miss-benefits-if-shutdown-continues
1270560828	20251025	202510	2025	2025.8082	CVL	VILLAGE						CVL													1	020	020	02	1	3.0	10	1	10	-0.32751091703057	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251025001500	https://www.duluthnewstribune.com/health/childrens-dental-services-opens-clinic-in-duluth
1270560829	20251025	202510	2025	2025.8082	CVL	COMMUNITY						CVL													0	026	026	02	1	4.0	6	1	6	-1.06761565836299	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20251025001500	https://www.wmtv15news.com/2025/10/24/canceled-meeting-adds-uncertainty-over-proposed-qts-data-center-vienna/
1270560830	20251025	202510	2025	2025.8082	CVL	TOURIST						CVL													0	036	036	03	1	4.0	2	1	2	-3.21027287319422	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20251025001500	https://www.spokanepublicradio.org/2025-10-24/boston-bar-stirs-outrage-with-its-mobster-mugshots-as-decor
1270560831	20251025	202510	2025	2025.8082	CVL	MIGRANT						CVL													1	042	042	04	1	1.9	3	1	3	-2.50347705146036	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	0								4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20251025001500	https://www.tribuneindia.com/news/india/ahead-of-bihar-poll-rlys-rolls-out-chhath-red-carpet-for-migrants-in-pb/
1270560832	20251025	202510	2025	2025.8082	CVL	MIGRANT						CVL													1	042	042	04	1	1.9	1	1	1	-2.50347705146036	4	Ferozepur, Punjab, India	IN	IN23	17825	30.9167	74.6	-2095647	0								4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20251025001500	https://www.tribuneindia.com/news/india/ahead-of-bihar-poll-rlys-rolls-out-chhath-red-carpet-for-migrants-in-pb/
1270560833	20251025	202510	2025	2025.8082	CVL	MIGRANT						CVL													1	042	042	04	1	1.9	5	1	5	-2.50347705146036	4	Hajipur, Bihar, India	IN	IN34	17632	25.6833	85.2167	-2097014	0								4	Hajipur, Bihar, India	IN	IN34	17632	25.6833	85.2167	-2097014	20251025001500	https://www.tribuneindia.com/news/india/ahead-of-bihar-poll-rlys-rolls-out-chhath-red-carpet-for-migrants-in-pb/
1270560834	20251025	202510	2025	2025.8082	CVL	MIGRANT						CVL													1	042	042	04	1	1.9	4	1	4	-2.50347705146036	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	0								4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20251025001500	https://www.tribuneindia.com/news/india/ahead-of-bihar-poll-rlys-rolls-out-chhath-red-carpet-for-migrants-in-pb/
