1272980468	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								CVL	NEIGHBORHOOD						CVL			1	012	012	01	1	-0.4	4	1	4	-1.19617224880383	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251107140000	https://www.live5news.com/2025/11/07/documents-horry-county-home-seizures-tied-money-laundering-scheme-terrorist-organization/
1272980469	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								CVL	TRAVELER						CVL			0	013	013	01	1	0.4	4	1	4	-1.68674698795181	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251107140000	https://www.wbaltv.com/article/reduced-flights-bwi-marshall-conditions-government-shutdown/69285739
1272980470	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								CVL	CITIZEN						CVL			0	014	014	01	1	0.0	8	1	8	-1.80823872294059	3	Pomona College, California, United States	US	USCA	CA037	34.0972	-117.712	247677	3	Pomona College, California, United States	US	USCA		34.0972	-117.712	247677	3	Pomona College, California, United States	US	USCA		34.0972	-117.712	247677	20251107140000	https://laist.com/news/housing-homelessness/los-angeles-mansion-tax-measure-ula-housing-construction-jobs-citizen-oversight-committee
1272980471	20251107	202511	2025	2025.8411	USA	SAN DIEGO	USA								CVL	COMMUNITY						CVL			0	030	030	03	1	4.0	5	1	5	0.9209888511876	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20251107140000	https://voiceofsandiego.org/2025/11/07/14-years-after-neighborhood-schools-push-san-diego-unified-students-are-just-as-likely-to-choice-out/
1272980472	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								CVL	TRAVELER						CVL			1	051	051	05	1	3.4	4	1	4	-2.4745269286754	3	Jacksonville, Florida, United States	US	USFL	FL031	30.3322	-81.6556	295003	3	Jacksonville, Florida, United States	US	USFL	FL031	30.3322	-81.6556	295003	3	Jacksonville, Florida, United States	US	USFL	FL031	30.3322	-81.6556	295003	20251107140000	https://www.news4jax.com/news/local/2025/11/07/flight-cancellations-and-delays-escalate-as-faa-cuts-take-effect-heres-the-latest-on-how-jax-is-affected/
1272980473	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								CVL	NEIGHBORHOOD						CVL			1	051	051	05	1	3.4	2	1	2	3.80434782608696	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20251107140000	https://www.aol.com/lifestyle/7-essential-southern-restaurants-atlanta-115600803.html
1272980474	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								CVL	NEIGHBORHOOD						CVL			1	051	051	05	1	3.4	2	1	2	3.80434782608696	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20251107140000	https://www.aol.com/lifestyle/7-essential-southern-restaurants-atlanta-115600803.html
1272980475	20251107	202511	2025	2025.8411	USA	THE US	USA								CVL	CIVILIAN						CVL			0	090	090	09	2	-2.0	10	1	10	-6.89655172413793	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20251107140000	https://www.bbc.com/news/live/c6296l81eget
1272980476	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								CVL	TRAVELER						CVL			0	160	160	16	4	-4.0	4	1	4	-1.68674698795181	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251107140000	https://www.wbaltv.com/article/reduced-flights-bwi-marshall-conditions-government-shutdown/69285739
1272980477	20251107	202511	2025	2025.8411	USA	SAN DIEGO	USA								CVLEDU	NEIGHBORHOOD						CVL	EDU		0	030	030	03	1	4.0	3	1	3	0.9209888511876	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20251107140000	https://voiceofsandiego.org/2025/11/07/14-years-after-neighborhood-schools-push-san-diego-unified-students-are-just-as-likely-to-choice-out/
1272980478	20251107	202511	2025	2025.8411	USA	SAN DIEGO	USA								CVLEDU	NEIGHBORHOOD						CVL	EDU		0	040	040	04	1	1.0	10	1	10	0.9209888511876	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20251107140000	https://voiceofsandiego.org/2025/11/07/14-years-after-neighborhood-schools-push-san-diego-unified-students-are-just-as-likely-to-choice-out/
1272980479	20251107	202511	2025	2025.8411	USA	THE US	USA								DEU	GERMANY	DEU								0	061	061	06	2	6.4	8	1	8	-0.71556350626118	1	China	CH	CH		35	105	CH	1	Germany	GM	GM		51.5	10.5	GM	1	China	CH	CH		35	105	CH	20251107140000	https://www.euronews.com/business/2025/11/07/german-trade-surplus-shrinks-to-11-month-low-as-imports-surge
1272980480	20251107	202511	2025	2025.8411	USA	THE US	USA								DEU	GERMANY	DEU								0	061	061	06	2	6.4	2	1	2	-0.71556350626118	1	United States	US	US		39.828175	-98.5795	US	1	Germany	GM	GM		51.5	10.5	GM	1	United States	US	US		39.828175	-98.5795	US	20251107140000	https://www.euronews.com/business/2025/11/07/german-trade-surplus-shrinks-to-11-month-low-as-imports-surge
1272980481	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	010	010	01	1	0.0	2	1	2	-1.80823872294059	3	Riverside School, California, United States	US	USCA	CA047	37.3824	-120.886	231651	3	Riverside School, California, United States	US	USCA		37.3824	-120.886	231651	3	Riverside School, California, United States	US	USCA		37.3824	-120.886	231651	20251107140000	https://laist.com/news/housing-homelessness/los-angeles-mansion-tax-measure-ula-housing-construction-jobs-citizen-oversight-committee
1272980482	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	010	010	01	1	0.0	2	1	2	-1.80823872294059	3	Riverside School, California, United States	US	USCA	CA047	37.3824	-120.886	231651	3	Pomona College, California, United States	US	USCA		34.0972	-117.712	247677	3	Pomona College, California, United States	US	USCA		34.0972	-117.712	247677	20251107140000	https://laist.com/news/housing-homelessness/los-angeles-mansion-tax-measure-ula-housing-construction-jobs-citizen-oversight-committee
1272980483	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								EDU	STUDENT						EDU			1	010	010	01	1	0.0	4	1	4	-7.40740740740741	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	3	Richneck, Virginia, United States	US	USVA	VA159	37.9751	-76.6602	1473182	3	Richneck, Virginia, United States	US	USVA	VA159	37.9751	-76.6602	1473182	20251107140000	https://www.el-balad.com/6758712
1272980484	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	042	042	04	1	1.9	8	1	8	-3.58306188925081	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20251107140000	https://www.tpr.org/podcast/fronteras/2025-11-07/fronteras-mexican-americans-experienced-segregation-new-exhibit-breaks-down-the-long-fight-to-desegregate-texas-schools
1272980485	20251107	202511	2025	2025.8411	USA	SAN DIEGO	USA								EDU	SCHOOL						EDU			0	042	042	04	1	1.9	8	1	8	0.9209888511876	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20251107140000	https://voiceofsandiego.org/2025/11/07/14-years-after-neighborhood-schools-push-san-diego-unified-students-are-just-as-likely-to-choice-out/
1272980486	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								EDU	STUDENT						EDU			0	043	043	04	1	2.8	4	1	4	-7.40740740740741	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20251107140000	https://www.el-balad.com/6758712
1272980487	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	1	1	1	-1.68421052631578	1	United States	US	US		39.828175	-98.5795	US	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20251107140000	https://www.thenews.com.pk/latest/1356339-prince-harry-called-to-testify-before-congress-over-drug-use
1272980488	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	010	010	01	1	0.0	1	1	1	-2.4745269286754	2	California, United States	US	USCA		36.17	-119.746	CA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20251107140000	https://www.news4jax.com/news/local/2025/11/07/flight-cancellations-and-delays-escalate-as-faa-cuts-take-effect-heres-the-latest-on-how-jax-is-affected/
1272980489	20251107	202511	2025	2025.8411	USA	JACKSONVILLE	USA								GOV	PRESIDENT						GOV			1	010	010	01	1	0.0	6	1	6	-2.4745269286754	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20251107140000	https://www.news4jax.com/news/local/2025/11/07/flight-cancellations-and-delays-escalate-as-faa-cuts-take-effect-heres-the-latest-on-how-jax-is-affected/
1272980490	20251107	202511	2025	2025.8411	USA	THE US	USA								GOV	GOVERNMENT						GOV			1	013	013	01	1	0.4	8	2	8	-0.68119891008175	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20251107140000	https://www.ashleycountyledger.com/news/national/former-jihadist-syrian-leader-makes-unprecedented-white-house-visit/article_31dfba00-80e1-56ac-92b9-d02d373326bb.html
1272980491	20251107	202511	2025	2025.8411	USA	THE US	USA								GOV	GOVERNMENT						GOV			1	013	013	01	1	0.4	4	2	4	-0.68119891008175	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20251107140000	https://www.ashleycountyledger.com/news/national/former-jihadist-syrian-leader-makes-unprecedented-white-house-visit/article_31dfba00-80e1-56ac-92b9-d02d373326bb.html
1272980492	20251107	202511	2025	2025.8411	USA	THE US	USA								GOV	GOVERNMENT						GOV			1	013	013	01	1	0.4	8	2	8	-0.68119891008175	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20251107140000	https://www.ashleycountyledger.com/news/national/former-jihadist-syrian-leader-makes-unprecedented-white-house-visit/article_31dfba00-80e1-56ac-92b9-d02d373326bb.html
1272980493	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	013	013	01	1	0.4	1	1	1	-2.02360876897133	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20251107140000	https://www.independent.co.uk/news/world/europe/viktor-orban-white-house-visit-trump-putin-ukraine-russia-b2860640.html
1272980494	20251107	202511	2025	2025.8411	USA	JACKSONVILLE	USA								GOV	PLANNING COMMISSION						GOV			1	043	043	04	1	2.8	10	1	10	-2.33333333333333	0								0								0								20251107140000	https://www.news4jax.com/news/local/2025/11/07/planning-commission-fails-to-decide-on-jacksonville-halal-grocery-stores-request-to-add-meat-processing-facility/
1272980495	20251107	202511	2025	2025.8411	USA	PENNSYLVANIA	USA								GOV	GOVERNMENT						GOV			0	111	111	11	3	-2.0	2	1	2	-1.92153722978383	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20251107140000	https://www.politicspa.com/11-7-playbook-how-the-race-was-won/144915/
1272980496	20251107	202511	2025	2025.8411	USA	PENNSYLVANIA	USA								GOV	GOVERNMENT						GOV			0	111	111	11	3	-2.0	8	1	8	-1.92153722978383	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20251107140000	https://www.politicspa.com/11-7-playbook-how-the-race-was-won/144915/
1272980497	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								GOVBUS	CENTRAL BANK						GOV	BUS		1	042	042	04	1	1.9	5	1	5	0.775193798449608	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251107140000	https://www.samaa.tv/2087341529-overseas-pakistanis-send-record-13bn-home-in-4-months
1272980498	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								HLH	HOSPITAL						HLH			0	071	071	07	2	7.4	4	1	4	-1.04790419161676	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	20251107140000	https://www.wfae.org/2025-11-06/gov-josh-stein-legislative-republicans-provide-additional-medicaid-funds
1272980499	20251107	202511	2025	2025.8411	USA	NEW YORK	USA								IGOUNO	UN GENERAL ASSEMBLY		UNO				IGO			0	030	030	03	1	4.0	8	1	8	3.93313667649951	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980500	20251107	202511	2025	2025.8411	USA	NEW YORK	USA								IGOUNO	UN GENERAL ASSEMBLY		UNO				IGO			0	030	030	03	1	4.0	2	1	2	3.93313667649951	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980501	20251107	202511	2025	2025.8411	USA	THE US	USA								IRL	DUBLIN	IRL								1	040	040	04	1	1.0	8	1	8	0	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251107140000	https://www.telecomtv.com/content/the-future-of-ran/rob-soni-on-at-t-s-open-ran-progress-54250/
1272980502	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	010	010	01	1	0.0	2	1	2	1.55786350148368	2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	Israel	IS	IS		31.5	34.75	IS	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251107140000	https://www.yahoo.com/news/articles/george-bailey-test-why-fuentes-131208750.html
1272980503	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	010	010	01	1	0.0	2	1	2	1.55786350148368	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	Israel	IS	IS		31.5	34.75	IS	20251107140000	https://www.yahoo.com/news/articles/george-bailey-test-why-fuentes-131208750.html
1272980504	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	013	013	01	1	0.4	2	1	2	2.69192422731805	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251107140000	https://www.clevelandjewishnews.com/jns/ohio-state-house-passes-bill-to-partner-on-trade-innovation-with-israel/article_edb4becc-542a-5138-9040-d77c32eddfe1.html
1272980505	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	013	013	01	1	0.4	6	1	4	2.69192422731805	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	1	Israel	IS	IS		31.5	34.75	IS	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20251107140000	https://www.clevelandjewishnews.com/jns/ohio-state-house-passes-bill-to-partner-on-trade-innovation-with-israel/article_edb4becc-542a-5138-9040-d77c32eddfe1.html
1272980506	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	020	020	02	1	3.0	3	1	3	1.55786350148368	2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	Israel	IS	IS		31.5	34.75	IS	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251107140000	https://www.yahoo.com/news/articles/george-bailey-test-why-fuentes-131208750.html
1272980507	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	020	020	02	1	3.0	1	1	1	1.55786350148368	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	Israel	IS	IS		31.5	34.75	IS	20251107140000	https://www.yahoo.com/news/articles/george-bailey-test-why-fuentes-131208750.html
1272980508	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	020	020	02	1	3.0	1	1	1	1.55786350148368	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251107140000	https://www.yahoo.com/news/articles/george-bailey-test-why-fuentes-131208750.html
1272980509	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	061	061	06	2	6.4	2	1	2	2.69192422731805	1	Israel	IS	IS		31.5	34.75	IS	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20251107140000	https://www.clevelandjewishnews.com/jns/ohio-state-house-passes-bill-to-partner-on-trade-innovation-with-israel/article_edb4becc-542a-5138-9040-d77c32eddfe1.html
1272980510	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	061	061	06	2	6.4	16	1	8	2.69192422731805	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251107140000	https://www.clevelandjewishnews.com/jns/ohio-state-house-passes-bill-to-partner-on-trade-innovation-with-israel/article_edb4becc-542a-5138-9040-d77c32eddfe1.html
1272980511	20251107	202511	2025	2025.8411	USA	OHIO	USA								ISR	ISRAEL	ISR								0	061	061	06	2	6.4	2	1	2	2.69192422731805	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20251107140000	https://www.clevelandjewishnews.com/jns/ohio-state-house-passes-bill-to-partner-on-trade-innovation-with-israel/article_edb4becc-542a-5138-9040-d77c32eddfe1.html
1272980512	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	110	110	11	3	-2.0	4	1	4	2.69192422731805	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251107140000	https://www.clevelandjewishnews.com/jns/ohio-state-house-passes-bill-to-partner-on-trade-innovation-with-israel/article_edb4becc-542a-5138-9040-d77c32eddfe1.html
1272980513	20251107	202511	2025	2025.8411	USA	AMERICAN	USA								ITA	ITALY	ITA								0	112	112	11	3	-2.0	4	1	4	0.76142131979695	1	United States	US	US		39.828175	-98.5795	US	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20251107140000	https://www.yahoo.com/entertainment/celebrity/articles/fans-speculate-robert-niro-might-120500474.html
1272980514	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JEW	JEWISH				JEW					0	061	061	06	2	6.4	2	1	2	2.69192422731805	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251107140000	https://www.clevelandjewishnews.com/jns/ohio-state-house-passes-bill-to-partner-on-trade-innovation-with-israel/article_edb4becc-542a-5138-9040-d77c32eddfe1.html
1272980515	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JEW	JEWISH				JEW					0	061	061	06	2	6.4	6	1	6	2.69192422731805	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251107140000	https://www.clevelandjewishnews.com/jns/ohio-state-house-passes-bill-to-partner-on-trade-innovation-with-israel/article_edb4becc-542a-5138-9040-d77c32eddfe1.html
1272980516	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JEW	JEWISH				JEW					0	061	061	06	2	6.4	2	1	2	2.69192422731805	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	1	Israel	IS	IS		31.5	34.75	IS	20251107140000	https://www.clevelandjewishnews.com/jns/ohio-state-house-passes-bill-to-partner-on-trade-innovation-with-israel/article_edb4becc-542a-5138-9040-d77c32eddfe1.html
1272980517	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JPN	JAPAN	JPN								1	010	010	01	1	0.0	3	1	3	-2.46305418719212	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251107140000	https://www.military.com/daily-news/2025/11/07/south-korea-says-north-korea-fired-1-ballistic-missile-toward-its-eastern-waters.html
1272980518	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JPN	JAPAN	JPN								0	090	090	09	2	-2.0	2	1	2	4.36681222707424	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20251107140000	https://www.manilatimes.net/2025/11/07/tmt-newswire/pr-newswire/coffee-diplomacy-at-apec-korea-us-startup-imunika-goes-viral-as-japans-motegi-prepares-tariff-talks-with-trump/2218924
1272980519	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JPN	JAPAN	JPN								0	090	090	09	2	-2.0	6	1	6	4.36681222707424	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	1	Japan	JA	JA		36	138	JA	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20251107140000	https://www.manilatimes.net/2025/11/07/tmt-newswire/pr-newswire/coffee-diplomacy-at-apec-korea-us-startup-imunika-goes-viral-as-japans-motegi-prepares-tariff-talks-with-trump/2218924
1272980520	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JUD	SUPREME COURT						JUD			1	012	012	01	1	-0.4	4	1	4	2.38095238095238	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251107140000	https://www.el-balad.com/6758706
1272980521	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JUD	MAGISTRATE						JUD			1	020	020	02	1	3.0	4	1	4	-3.26086956521739	3	Bradford County, Pennsylvania, United States	US	USPA	PA015	41.8754	-76.875	1213660	3	Bradford County, Pennsylvania, United States	US	USPA		41.8754	-76.875	1213660	3	Bradford County, Pennsylvania, United States	US	USPA		41.8754	-76.875	1213660	20251107140000	https://www.morning-times.com/news/article_58634167-6190-53d2-a456-314f210c9d5d.html
1272980522	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JUD	MAGISTRATE						JUD			1	020	020	02	1	3.0	2	1	2	-3.26086956521739	3	Bradford County, Pennsylvania, United States	US	USPA	PA015	41.8754	-76.875	1213660	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	3	Bradford County, Pennsylvania, United States	US	USPA		41.8754	-76.875	1213660	20251107140000	https://www.morning-times.com/news/article_58634167-6190-53d2-a456-314f210c9d5d.html
1272980523	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JUD	MAGISTRATE						JUD			1	020	020	02	1	3.0	2	1	2	-3.26086956521739	3	Bradford County, Pennsylvania, United States	US	USPA	PA015	41.8754	-76.875	1213660	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20251107140000	https://www.morning-times.com/news/article_58634167-6190-53d2-a456-314f210c9d5d.html
1272980524	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JUD	ATTORNEY						JUD			0	036	036	03	1	4.0	4	1	4	-3.55594102341717	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20251107140000	https://www.sun-sentinel.com/2025/11/07/altidor-massacre-family-holds-faith-cold-case-will-be-solved-listen-to-felonious-florida-podcast/
1272980525	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JUD	ATTORNEY						JUD			0	040	040	04	1	1.0	4	1	4	-3.55594102341717	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20251107140000	https://www.sun-sentinel.com/2025/11/07/altidor-massacre-family-holds-faith-cold-case-will-be-solved-listen-to-felonious-florida-podcast/
