1265289853	20240926	202409	2024	2024.7288	AUS	AUSTRALIA	AUS								CVL	COMMUNITY						CVL			0	012	012	01	1	-0.4	2	1	2	-0.40899795501022	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	20250926033000	https://www.abc.net.au/news/2025-09-26/sa-declared-public-precincts/105820216
1265290119	20250926	202509	2025	2025.7288	CVL	SETTLEMENT						CVL			MEX	MEXICO	MEX								1	071	071	07	2	7.4	4	1	4	0.68027210884354	3	Tiki Island, Texas, United States	US	USTX	TX167	29.2971	-94.9171	2413676	3	Tiki Island, Texas, United States	US	USTX		29.2971	-94.9171	2413676	3	Tiki Island, Texas, United States	US	USTX		29.2971	-94.9171	2413676	20250926033000	https://www.galvnews.com/opinion/editorials/deepwater-horizon-disaster-funds-boon-for-birds/article_48deb250-66b7-5672-a4a3-900e55bed00c.html
1265290120	20250926	202509	2025	2025.7288	CVL	COMMUNITY						CVL			USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	0.9469696969697	3	Virginia Union University, Virginia, United States	US	USVA	VA760	37.562	-77.4504	1479806	3	Virginia Union University, Virginia, United States	US	USVA		37.562	-77.4504	1479806	3	Virginia Union University, Virginia, United States	US	USVA		37.562	-77.4504	1479806	20250926033000	https://richmondfreepress.com/news/2025/sep/25/housing-push-stalls-at-city-hall/
1265290121	20250926	202509	2025	2025.7288	CVL	COMMUNITY						CVL			USA	UNITED STATES	USA								0	026	026	02	1	4.0	2	1	2	0.9469696969697	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250926033000	https://richmondfreepress.com/news/2025/sep/25/housing-push-stalls-at-city-hall/
1265290122	20250926	202509	2025	2025.7288	CVL	COMMUNITY						CVL			USA	SAN DIEGO	USA								0	042	042	04	1	1.9	3	1	3	1.99647680563711	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	2	California, United States	US	USCA		36.17	-119.746	CA	20250926033000	https://www.sandiegouniontribune.com/2025/09/25/as-san-diego-schools-first-black-and-first-female-leader-bertha-pendleton-showed-willingness-to-share-with-everybody/
1265290123	20250926	202509	2025	2025.7288	CVL	NEIGHBORHOOD						CVL			USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	2.06286836935167	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250926033000	https://www.nbclosangeles.com/entertainment/entertainment-news/hamilton-movie-disabled-woman-kicked-out-theater-audience/3783313/
1265290124	20250926	202509	2025	2025.7288	CVL	SMALL TOWN						CVL			USA	AMERICAN	USA								1	043	043	04	1	2.8	10	1	10	4.96760259179266	3	Great Lakes, Michigan, United States	US	USMI	MI031	45.6875	-84.4375	1783507	3	Great Lakes, Michigan, United States	US	USMI		45.6875	-84.4375	1783507	3	Great Lakes, Michigan, United States	US	USMI		45.6875	-84.4375	1783507	20250926033000	https://maritime-executive.com/corporate/american-cruise-lines-launches-first-all-u-s-cruises-on-the-great-lakes
1265290125	20250926	202509	2025	2025.7288	CVL	VETERANS WHO FOUGHT						CVL			VNM	VIETNAM	VNM								0	040	040	04	1	1.0	2	1	2	2.66429840142095	4	Hoai Trung, Ninh Thu?n, Vietnam, Republic Of	VM	VM60	74169	11.5833	108.9	-3730615	4	Hoai Trung, Ninh Thu?n, Vietnam, Republic Of	VM	VM60	74169	11.5833	108.9	-3730615	4	Hoai Trung, Ninh Thu?n, Vietnam, Republic Of	VM	VM60	74169	11.5833	108.9	-3730615	20250926033000	https://en.vietnamplus.vn/state-president-returns-to-hanoi-concluding-trip-for-unga-80-bilateral-activities-in-us-post327279.vnp
1265290126	20250926	202509	2025	2025.7288	DEU	GERMANY	DEU																		1	036	036	03	1	4.0	4	1	4	0.947867298578201	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20250926033000	https://gamerant.com/final-fantasy-7-remake-part-3-keyword/
1265290127	20250926	202509	2025	2025.7288	DEU	GERMANY	DEU																		1	084	084	08	2	7.0	4	1	4	0.947867298578201	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20250926033000	https://gamerant.com/final-fantasy-7-remake-part-3-keyword/
1265290128	20250926	202509	2025	2025.7288	DEU	GERMAN	DEU								RUS	RUSSIA	RUS								1	012	012	01	1	-0.4	1	1	1	-4.77707006369427	1	Russia	RS	RS		60	100	RS	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20250926033000	https://www.firstpost.com/world/germany-says-russia-is-blinding-and-destroying-satellites-used-by-military-ws-e-13937014.html
1265290129	20250926	202509	2025	2025.7288	DEU	GERMAN	DEU								RUS	RUSSIA	RUS								1	012	012	01	1	-0.4	1	1	1	-4.77707006369427	1	Russia	RS	RS		60	100	RS	1	Denmark	DA	DA		56	10	DA	1	Romania	RO	RO		46	25	RO	20250926033000	https://www.firstpost.com/world/germany-says-russia-is-blinding-and-destroying-satellites-used-by-military-ws-e-13937014.html
1265290130	20250926	202509	2025	2025.7288	EDU	STUDENT						EDU													1	010	010	01	1	0.0	5	1	5	-4.46247464503042	3	West Hollywood, California, United States	US	USCA	CA037	34.09	-118.362	1652810	0								3	West Hollywood, California, United States	US	USCA		34.09	-118.362	1652810	20250926033000	https://www.nbclosangeles.com/news/local/lax-stolen-luggage-delta-ucla-student/3783372/
1265290131	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU													0	043	043	04	1	2.8	10	1	10	1.83150183150183	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	0								3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	20250926033000	https://richmondfreepress.com/news/2025/sep/25/rps-continues-free-vaccine-program-for-middle-and-high-schoolers/
1265290132	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU													1	051	051	05	1	3.4	5	1	5	-0.50335570469799	5	Uttarakhand, Uttaranchal, India	IN	IN39	70282	30.25	79.25	6240779	0								5	Uttarakhand, Uttaranchal, India	IN	IN39	70282	30.25	79.25	6240779	20250926033000	https://www.newkerala.com/news/o/uttarakhand-chief-minister-felicitates-75-meritorious-students-949
1265290133	20250926	202509	2025	2025.7288	EDU	STUDENT						EDU													1	070	070	07	2	7.0	2	1	2	-0.50335570469799	5	Uttarakhand, Uttaranchal, India	IN	IN39	70282	30.25	79.25	6240779	0								5	Uttarakhand, Uttaranchal, India	IN	IN39	70282	30.25	79.25	6240779	20250926033000	https://www.newkerala.com/news/o/uttarakhand-chief-minister-felicitates-75-meritorious-students-949
1265290134	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU													1	080	080	08	2	5.0	5	1	5	2.06659012629161	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250926033000	https://www.psychologytoday.com/za/blog/the-psychology-of-work/202509/leaders-must-embrace-differences-first-see-what-we-share
1265290135	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU													1	134	134	13	3	-5.8	10	1	10	-5.12820512820513	0								0								0								20250926033000	https://www.wbtv.com/2025/09/26/union-county-teenager-charged-with-felony-after-making-false-school-threat-sheriff-says/
1265290136	20250926	202509	2025	2025.7288	EDU	STUDENT						EDU													0	141	141	14	3	-6.5	10	1	10	5.71428571428571	0								0								0								20250926033000	https://www.smn-news.com/index.php/st-maarten-st-martin-news/48869-godguys-stage-play-set-to-inspire-at-philipsburg-cultural-center-on-september-27th.html
1265290137	20250926	202509	2025	2025.7288	EDU	PROFESSOR						EDU			ALB	ALBANIA	ALB								1	040	040	04	1	1.0	2	1	2	3.51437699680511	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	20250926033000	https://www.bssnews.net/news-flash/315569
1265290138	20250926	202509	2025	2025.7288	EDU	PROFESSOR						EDU			ALBGOV	ALBANIAN	ALB					GOV			1	040	040	04	1	1.0	6	1	6	3.51437699680511	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	20250926033000	https://www.bssnews.net/news-flash/315569
1265290139	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU			BUS	PRODUCER						BUS			1	040	040	04	1	1.0	10	1	10	5.71428571428571	0								0								0								20250926033000	https://www.smn-news.com/index.php/st-maarten-st-martin-news/48869-godguys-stage-play-set-to-inspire-at-philipsburg-cultural-center-on-september-27th.html
1265290140	20250926	202509	2025	2025.7288	EDU	STUDENT						EDU			CRM	THIEF						CRM			1	173	173	17	4	-5.0	6	1	6	-4.46247464503042	3	West Hollywood, California, United States	US	USCA	CA037	34.09	-118.362	1652810	3	West Hollywood, California, United States	US	USCA		34.09	-118.362	1652810	3	West Hollywood, California, United States	US	USCA		34.09	-118.362	1652810	20250926033000	https://www.nbclosangeles.com/news/local/lax-stolen-luggage-delta-ucla-student/3783372/
1265290141	20250926	202509	2025	2025.7288	EDU	STUDENT						EDU			CRM	THIEF						CRM			1	173	173	17	4	-5.0	4	1	4	-4.46247464503042	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250926033000	https://www.nbclosangeles.com/news/local/lax-stolen-luggage-delta-ucla-student/3783372/
1265290142	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU			CUB	CUBA	CUB								0	042	042	04	1	1.9	1	1	1	-2.04301075268817	4	Sierra Maestra, Ciudad de La Habana, Cuba	CU	CU02	14603	22.9667	-82.3417	314399	4	Sierra Maestra, Ciudad de La Habana, Cuba	CU	CU02	14603	22.9667	-82.3417	314399	4	Sierra Maestra, Ciudad de La Habana, Cuba	CU	CU02	14603	22.9667	-82.3417	314399	20250926033000	https://www.cubaheadlines.com/articles/311718
1265290143	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU			CUB	CUBA	CUB								0	042	042	04	1	1.9	1	1	1	-2.04301075268817	1	United States	US	US		39.828175	-98.5795	US	4	Sierra Maestra, Ciudad de La Habana, Cuba	CU	CU02	14603	22.9667	-82.3417	314399	4	Sierra Maestra, Ciudad de La Habana, Cuba	CU	CU02	14603	22.9667	-82.3417	314399	20250926033000	https://www.cubaheadlines.com/articles/311718
1265290144	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU			CUB	CUBA	CUB								0	057	057	05	1	8.0	1	1	1	-2.04301075268817	4	Sierra Maestra, Ciudad de La Habana, Cuba	CU	CU02	14603	22.9667	-82.3417	314399	4	Sierra Maestra, Ciudad de La Habana, Cuba	CU	CU02	14603	22.9667	-82.3417	314399	4	Sierra Maestra, Ciudad de La Habana, Cuba	CU	CU02	14603	22.9667	-82.3417	314399	20250926033000	https://www.cubaheadlines.com/articles/311718
1265290145	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU			CUB	CUBA	CUB								0	057	057	05	1	8.0	1	1	1	-2.04301075268817	1	United States	US	US		39.828175	-98.5795	US	4	Sierra Maestra, Ciudad de La Habana, Cuba	CU	CU02	14603	22.9667	-82.3417	314399	4	Sierra Maestra, Ciudad de La Habana, Cuba	CU	CU02	14603	22.9667	-82.3417	314399	20250926033000	https://www.cubaheadlines.com/articles/311718
1265290146	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU			CVL	COMMUNITY						CVL			1	040	040	04	1	1.0	10	1	10	5.71428571428571	0								0								0								20250926033000	https://www.smn-news.com/index.php/st-maarten-st-martin-news/48869-godguys-stage-play-set-to-inspire-at-philipsburg-cultural-center-on-september-27th.html
1265290147	20250926	202509	2025	2025.7288	EDU	COLLEGE						EDU			CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	6	1	6	1.55038759689923	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20250926033000	https://www.durangoherald.com/articles/paula-poundstone-hopefully-my-show-is-an-animated-spaceship/
1265290148	20250926	202509	2025	2025.7288	EDU	COLLEGE						EDU			CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	10	1	10	1.55038759689923	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250926033000	https://www.durangoherald.com/articles/paula-poundstone-hopefully-my-show-is-an-animated-spaceship/
1265290149	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU			CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	6	1	6	1.99647680563711	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20250926033000	https://www.sandiegouniontribune.com/2025/09/25/as-san-diego-schools-first-black-and-first-female-leader-bertha-pendleton-showed-willingness-to-share-with-everybody/
1265290150	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU			ELI	ACTOR						ELI			1	040	040	04	1	1.0	10	1	10	5.71428571428571	0								0								0								20250926033000	https://www.smn-news.com/index.php/st-maarten-st-martin-news/48869-godguys-stage-play-set-to-inspire-at-philipsburg-cultural-center-on-september-27th.html
1265290151	20250926	202509	2025	2025.7288	EDU	STUDENT						EDU			HLH	DOCTOR						HLH			1	051	051	05	1	3.4	5	1	5	1.83150183150183	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Henrico, Virginia, United States	US	USVA	VA117	36.5926	-78.6161	1477407	20250926033000	https://richmondfreepress.com/news/2025/sep/25/rps-continues-free-vaccine-program-for-middle-and-high-schoolers/
1265290152	20250926	202509	2025	2025.7288	EDU	STUDENT						EDU			HLH	DOCTOR						HLH			1	051	051	05	1	3.4	1	1	1	1.83150183150183	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	20250926033000	https://richmondfreepress.com/news/2025/sep/25/rps-continues-free-vaccine-program-for-middle-and-high-schoolers/
1265290153	20250926	202509	2025	2025.7288	EDU	STUDENT						EDU			HLH	DOCTOR						HLH			1	051	051	05	1	3.4	4	1	4	1.83150183150183	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250926033000	https://richmondfreepress.com/news/2025/sep/25/rps-continues-free-vaccine-program-for-middle-and-high-schoolers/
1265290154	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU			IDN	INDONESIA	IDN								0	0841	084	08	2	7.0	3	1	3	-2.02020202020202	5	West Java, Jawa Barat, Indonesia	ID	ID30	18585	-6.75	107.5	-2679921	5	West Java, Jawa Barat, Indonesia	ID	ID30	18585	-6.75	107.5	-2679921	5	West Java, Jawa Barat, Indonesia	ID	ID30	18585	-6.75	107.5	-2679921	20250926033000	https://www.myjoyonline.com/over-1000-children-fall-ill-from-free-school-lunches-in-indonesia-2/
1265290155	20250926	202509	2025	2025.7288	EDU	SCHOOL						EDU			MIL	DEFENSE FORCE						MIL			0	154	154	15	4	-7.2	10	1	10	-2.35690235690236	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	5	Shizuoka, Shizuoka, Japan	JA	JA37	36171	35.0252	138.325	-244118	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20250926033000	https://www.australiandefence.com.au/news/news/adm-eyes-on-asia-26-september-2025
1265290156	20250926	202509	2025	2025.7288	EGY	EGYPT	EGY																		1	173	173	17	4	-5.0	2	1	2	-6.89655172413793	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250926033000	https://www.cnn.com/2025/09/25/politics/what-to-know-james-comey-case-indictment
1265290157	20250926	202509	2025	2025.7288	EGY	EGYPT	EGY																		1	193	193	19	4	-10.0	4	1	4	-5.83941605839416	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250926033000	https://www.frontpagemag.com/is-there-a-jury-of-gov-employees-that-will-convict-comey/
1265290158	20250926	202509	2025	2025.7288	EGY	EGYPT	EGY								JUD	JUDGE						JUD			0	016	016	01	1	-2.0	1	1	1	-6.89655172413793	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	20250926033000	https://www.cnn.com/2025/09/25/politics/what-to-know-james-comey-case-indictment
1265290159	20250926	202509	2025	2025.7288	EGY	EGYPT	EGY								JUD	JUDGE						JUD			0	016	016	01	1	-2.0	1	1	1	-6.89655172413793	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250926033000	https://www.cnn.com/2025/09/25/politics/what-to-know-james-comey-case-indictment
1265290160	20250926	202509	2025	2025.7288	EGY	EGYPT	EGY								JUD	JUDGE						JUD			0	020	020	02	1	3.0	1	1	1	-6.89655172413793	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	20250926033000	https://www.cnn.com/2025/09/25/politics/what-to-know-james-comey-case-indictment
1265290161	20250926	202509	2025	2025.7288	EGY	EGYPT	EGY								JUD	JUDGE						JUD			0	020	020	02	1	3.0	1	1	1	-6.89655172413793	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250926033000	https://www.cnn.com/2025/09/25/politics/what-to-know-james-comey-case-indictment
1265290162	20250926	202509	2025	2025.7288	EGY	EGYPT	EGY								LEG	CONGRESS						LEG			1	010	010	01	1	0.0	2	1	2	-6.89655172413793	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	20250926033000	https://www.cnn.com/2025/09/25/politics/what-to-know-james-comey-case-indictment
1265290163	20250926	202509	2025	2025.7288	EGY	EGYPT	EGY								LEG	CONGRESS						LEG			1	173	173	17	4	-5.0	6	1	4	-6.89655172413793	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	20250926033000	https://www.cnn.com/2025/09/25/politics/what-to-know-james-comey-case-indictment
1265290164	20250926	202509	2025	2025.7288	ELI	ACTOR						ELI			BUS	PRODUCER						BUS			1	040	040	04	1	1.0	10	1	10	5.71428571428571	0								0								0								20250926033000	https://www.smn-news.com/index.php/st-maarten-st-martin-news/48869-godguys-stage-play-set-to-inspire-at-philipsburg-cultural-center-on-september-27th.html
1265290165	20250926	202509	2025	2025.7288	ELI	ACTOR						ELI			CVL	COMMUNITY						CVL			1	040	040	04	1	1.0	10	1	10	5.71428571428571	0								0								0								20250926033000	https://www.smn-news.com/index.php/st-maarten-st-martin-news/48869-godguys-stage-play-set-to-inspire-at-philipsburg-cultural-center-on-september-27th.html
1265290166	20250926	202509	2025	2025.7288	ELI	ACTOR						ELI			EDU	SCHOOL						EDU			1	040	040	04	1	1.0	10	1	10	5.71428571428571	0								0								0								20250926033000	https://www.smn-news.com/index.php/st-maarten-st-martin-news/48869-godguys-stage-play-set-to-inspire-at-philipsburg-cultural-center-on-september-27th.html
1265290167	20250926	202509	2025	2025.7288	ESP	SPAIN	ESP								MIL	NAVAL SHIP						MIL			0	060	060	06	2	6.0	2	1	2	-2.38726790450929	4	Gaza City, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza City, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza City, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250926033000	https://www.financialexpress.com/world-news/us-news/nope-i-will-not-allow-it-trump-rules-out-israels-west-bank-annexation/3989794/
1265290168	20250926	202509	2025	2025.7288	ESP	SPAIN	ESP								MIL	NAVAL SHIP						MIL			0	060	060	06	2	6.0	2	1	2	-2.38726790450929	1	Italy	IT	IT		42.833333	12.833333	IT	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250926033000	https://www.financialexpress.com/world-news/us-news/nope-i-will-not-allow-it-trump-rules-out-israels-west-bank-annexation/3989794/
1265290169	20250926	202509	2025	2025.7288	ESP	SPAIN	ESP								MIL	NAVAL SHIP						MIL			0	060	060	06	2	6.0	6	1	6	-2.38726790450929	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250926033000	https://www.financialexpress.com/world-news/us-news/nope-i-will-not-allow-it-trump-rules-out-israels-west-bank-annexation/3989794/
1265290170	20250926	202509	2025	2025.7288	EUR	EUROPE	EUR								JPN	JAPAN	JPN								1	020	020	02	1	3.0	10	1	10	-5	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20250926033000	https://www.digitimes.com/news/a20250924PD222/eu-partnership-commercial-europe-data.html
1265290171	20250926	202509	2025	2025.7288	FRA	FRANCE	FRA								CAN	VANCOUVER	CAN								0	042	042	04	1	1.9	2	1	2	-0.45248868778281	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250926033000	https://vancouversun.com:443/news/local-news/mounties-renew-call-missing-north-vancouver-woman
1265290172	20250926	202509	2025	2025.7288	FRA	FRANCE	FRA								GOV	GOVERNMENT						GOV			0	057	057	05	1	8.0	2	1	2	0.82191780821918	1	France	FR	FR		46	2	FR	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	1	France	FR	FR		46	2	FR	20250926033000	https://aninews.in/news/national/general-news/big-boost-to-atmanirbharta-defence-expert-anil-gaur-after-defence-ministry-signs-rs-62370-crore-contract-with-hal20250926082200/
1265290173	20250926	202509	2025	2025.7288	FRA	FRANCE	FRA								GOV	GOVERNMENT						GOV			0	057	057	05	1	8.0	8	1	8	0.82191780821918	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20250926033000	https://aninews.in/news/national/general-news/big-boost-to-atmanirbharta-defence-expert-anil-gaur-after-defence-ministry-signs-rs-62370-crore-contract-with-hal20250926082200/
1265290174	20250926	202509	2025	2025.7288	FRAGOV	FRANCE	FRA					GOV													1	173	173	17	4	-5.0	10	1	10	-11.4583333333333	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250926033000	https://www.japantimes.co.jp/news/2025/09/26/world/crime-legal/former-french-president-sarkozy-jail/
1265290175	20250926	202509	2025	2025.7288	GBR	UNITED KINGDOM	GBR																		1	010	010	01	1	0.0	2	1	2	-2.94117647058823	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	Newry, Newry and Mourne, United Kingdom	UK	UKS9	40162	54.1833	-6.33333	-2604058	20250926033000	https://www.derrynow.com/news/northern-ireland/1903769/new-appeal-over-man-who-went-missing-after-release-from-prison-in-2013.html
1265290176	20250926	202509	2025	2025.7288	GBR	LONDON	GBR																		1	042	042	04	1	1.9	2	1	2	2.8735632183908	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								1	India	IN	IN		20	77	IN	20250926033000	https://www.businesstoday.in/technology/news/story/cmf-to-become-indias-first-global-smartphone-brand-with-100-million-optiemus-joint-venture-495797-2025-09-26
1265290177	20250926	202509	2025	2025.7288	GBR	UNITED KINGDOM	GBR																		1	043	043	04	1	2.8	10	1	10	1.79640718562874	4	Hornsea, East Riding of Yorkshire, United Kingdom	UK	UKE1	40115	53.9	-0.166667	-2599041	0								4	Hornsea, East Riding of Yorkshire, United Kingdom	UK	UKE1	40115	53.9	-0.166667	-2599041	20250926033000	https://maritime-executive.com/article/cadeler-takes-delivery-of-wtiv-capable-of-handling-foundations-and-turbines
1265290178	20250926	202509	2025	2025.7288	GBR	LONDON	GBR																		1	111	111	11	3	-2.0	2	1	2	2.8735632183908	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20250926033000	https://www.businesstoday.in/technology/news/story/cmf-to-become-indias-first-global-smartphone-brand-with-100-million-optiemus-joint-venture-495797-2025-09-26
1265290179	20250926	202509	2025	2025.7288	GBR	BRITISH	GBR								AUS	AUSTRALIAN	AUS								0	040	040	04	1	1.0	1	1	1	-1.08843537414966	4	Rajasthan, Sindh, Pakistan	PK	PK05	17848	26.8167	69.4917	6089686	4	Rajasthan, Sindh, Pakistan	PK	PK05	17848	26.8167	69.4917	6089686	4	Rajasthan, Sindh, Pakistan	PK	PK05	17848	26.8167	69.4917	6089686	20250926033000	https://www.firstpost.com/explainers/israel-benjamin-netanyahu-address-un-general-assembly-other-headlines-13936903.html
1265290180	20250926	202509	2025	2025.7288	GBR	BRITISH	GBR								AUS	AUSTRALIAN	AUS								0	040	040	04	1	1.0	1	1	1	-1.08843537414966	1	United Kingdom	UK	UK		54	-4	UK	1	Australia	AS	AS		-25	135	AS	1	United Kingdom	UK	UK		54	-4	UK	20250926033000	https://www.firstpost.com/explainers/israel-benjamin-netanyahu-address-un-general-assembly-other-headlines-13936903.html
1265290181	20250926	202509	2025	2025.7288	GBR	BRITISH	GBR								AUS	AUSTRALIAN	AUS								1	046	046	04	1	7.0	2	1	2	-1.08843537414966	1	United Kingdom	UK	UK		54	-4	UK	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	1	Australia	AS	AS		-25	135	AS	20250926033000	https://www.firstpost.com/explainers/israel-benjamin-netanyahu-address-un-general-assembly-other-headlines-13936903.html
