1269748944	20250921	202509	2025	2025.7151	MIL	MILITARY						MIL			CHNGOV	XI JINPING	CHN					GOV			1	017	017	01	1	0.0	10	1	10	-0.79365079365079	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251021051500	https://www.channelnewsasia.com/east-asia/chnia-interested-expansion-solve-economic-problems-taiwan-official-5414416
1269749172	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								HUN	BUDAPEST	HUN								1	046	046	04	1	7.0	8	1	8	-1.64319248826291	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	1	Ukraine	UP	UP		49	32	UP	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251021051500	https://www.aa.com.tr/en/world/bulgaria-ready-to-open-its-airspace-for-putin-ahead-of-potential-meeting-with-trump-in-budapest/3722237
1269749173	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								HUN	BUDAPEST	HUN								1	080	080	08	2	5.0	1	1	1	2.55319148936171	1	Bulgaria	BU	BU		43	25	BU	1	Bulgaria	BU	BU		43	25	BU	1	Bulgaria	BU	BU		43	25	BU	20251021051500	https://www.yahoo.com/news/articles/bulgaria-willing-allow-putins-plane-174400142.html
1269749174	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								HUN	BUDAPEST	HUN								1	080	080	08	2	5.0	1	1	1	2.55319148936171	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20251021051500	https://www.yahoo.com/news/articles/bulgaria-willing-allow-putins-plane-174400142.html
1269749175	20251021	202510	2025	2025.7973	BGR	SOFIA	BGR								HUNGOV	HUNGARIAN	HUN					GOV			0	046	046	04	1	7.0	2	1	2	3.71747211895911	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	1	Hungary	HU	HU		47	20	HU	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20251021051500	https://www.globaltimes.cn/page/202510/1346133.shtml
1269749176	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								HUNGOV	HUNGARY	HUN					GOV			0	046	046	04	1	7.0	1	1	1	3.71747211895911	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	1	Hungary	HU	HU		47	20	HU	1	Hungary	HU	HU		47	20	HU	20251021051500	https://www.globaltimes.cn/page/202510/1346133.shtml
1269749177	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			0	051	051	05	1	3.4	3	1	3	-1.64319248826291	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20251021051500	https://www.aa.com.tr/en/world/bulgaria-ready-to-open-its-airspace-for-putin-ahead-of-potential-meeting-with-trump-in-budapest/3722237
1269749178	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								IGOJUDICC	INTERNATIONAL CRIMINAL COURT		ICC				IGO	JUD		1	036	036	03	1	4.0	1	1	1	2.55319148936171	1	Bulgaria	BU	BU		43	25	BU	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	1	Bulgaria	BU	BU		43	25	BU	20251021051500	https://www.yahoo.com/news/articles/bulgaria-willing-allow-putins-plane-174400142.html
1269749179	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								IGOJUDICC	INTERNATIONAL CRIMINAL COURT		ICC				IGO	JUD		1	036	036	03	1	4.0	1	1	1	2.55319148936171	1	Poland	PL	PL		52	20	PL	1	Bulgaria	BU	BU		43	25	BU	1	Bulgaria	BU	BU		43	25	BU	20251021051500	https://www.yahoo.com/news/articles/bulgaria-willing-allow-putins-plane-174400142.html
1269749180	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								IGOJUDICC	INTERNATIONAL CRIMINAL COURT		ICC				IGO	JUD		1	043	043	04	1	2.8	1	1	1	2.55319148936171	1	Bulgaria	BU	BU		43	25	BU	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	1	Bulgaria	BU	BU		43	25	BU	20251021051500	https://www.yahoo.com/news/articles/bulgaria-willing-allow-putins-plane-174400142.html
1269749181	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								IGOJUDICC	INTERNATIONAL CRIMINAL COURT		ICC				IGO	JUD		1	043	043	04	1	2.8	1	1	1	2.55319148936171	1	Poland	PL	PL		52	20	PL	1	Bulgaria	BU	BU		43	25	BU	1	Bulgaria	BU	BU		43	25	BU	20251021051500	https://www.yahoo.com/news/articles/bulgaria-willing-allow-putins-plane-174400142.html
1269749182	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								RUS	RUSSIAN	RUS								0	040	040	04	1	1.0	3	1	3	-1.64319248826291	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251021051500	https://www.aa.com.tr/en/world/bulgaria-ready-to-open-its-airspace-for-putin-ahead-of-potential-meeting-with-trump-in-budapest/3722237
1269749183	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								RUSGOV	RUSSIA	RUS					GOV			1	030	030	03	1	4.0	1	1	1	-1.64319248826291	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20251021051500	https://www.aa.com.tr/en/world/bulgaria-ready-to-open-its-airspace-for-putin-ahead-of-potential-meeting-with-trump-in-budapest/3722237
1269749184	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								RUSGOV	RUSSIA	RUS					GOV			1	046	046	04	1	7.0	1	1	1	-1.64319248826291	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20251021051500	https://www.aa.com.tr/en/world/bulgaria-ready-to-open-its-airspace-for-putin-ahead-of-potential-meeting-with-trump-in-budapest/3722237
1269749185	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								RUSGOV	RUSSIAN	RUS					GOV			1	046	046	04	1	7.0	2	1	2	-1.64319248826291	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20251021051500	https://www.aa.com.tr/en/world/bulgaria-ready-to-open-its-airspace-for-putin-ahead-of-potential-meeting-with-trump-in-budapest/3722237
1269749186	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								UKR	UKRAINE	UKR								1	013	013	01	1	0.4	1	1	1	2.55319148936171	1	Bulgaria	BU	BU		43	25	BU	1	Bulgaria	BU	BU		43	25	BU	1	Bulgaria	BU	BU		43	25	BU	20251021051500	https://www.yahoo.com/news/articles/bulgaria-willing-allow-putins-plane-174400142.html
1269749187	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								UKR	UKRAINE	UKR								1	013	013	01	1	0.4	1	1	1	2.55319148936171	1	Bulgaria	BU	BU		43	25	BU	1	Poland	PL	PL		52	20	PL	1	Bulgaria	BU	BU		43	25	BU	20251021051500	https://www.yahoo.com/news/articles/bulgaria-willing-allow-putins-plane-174400142.html
1269749188	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								UKR	UKRAINE	UKR								1	013	013	01	1	0.4	1	1	1	2.55319148936171	1	Bulgaria	BU	BU		43	25	BU	1	Ukraine	UP	UP		49	32	UP	1	Bulgaria	BU	BU		43	25	BU	20251021051500	https://www.yahoo.com/news/articles/bulgaria-willing-allow-putins-plane-174400142.html
1269749189	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								UKR	UKRAINE	UKR								1	013	013	01	1	0.4	1	1	1	2.55319148936171	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20251021051500	https://www.yahoo.com/news/articles/bulgaria-willing-allow-putins-plane-174400142.html
1269749190	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								UKR	UKRAINE	UKR								1	046	046	04	1	7.0	2	1	2	2.55319148936171	1	Bulgaria	BU	BU		43	25	BU	1	Bulgaria	BU	BU		43	25	BU	1	Bulgaria	BU	BU		43	25	BU	20251021051500	https://www.yahoo.com/news/articles/bulgaria-willing-allow-putins-plane-174400142.html
1269749191	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								UKR	UKRAINE	UKR								1	046	046	04	1	7.0	2	1	2	2.55319148936171	1	Bulgaria	BU	BU		43	25	BU	1	Ukraine	UP	UP		49	32	UP	1	Bulgaria	BU	BU		43	25	BU	20251021051500	https://www.yahoo.com/news/articles/bulgaria-willing-allow-putins-plane-174400142.html
1269749192	20251021	202510	2025	2025.7973	BGR	BULGARIA	BGR								tms	TAMA			tms						1	043	043	04	1	2.8	40	1	8	3.71747211895911	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20251021051500	https://www.globaltimes.cn/page/202510/1346133.shtml
1269749193	20251021	202510	2025	2025.7973	BGRGOV	BULGARIA	BGR					GOV			HUN	HUNGARY	HUN								0	040	040	04	1	1.0	1	1	1	3.71747211895911	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20251021051500	https://www.globaltimes.cn/page/202510/1346133.shtml
1269749194	20251021	202510	2025	2025.7973	BGRGOV	BULGARIAN	BGR					GOV			HUN	HUNGARIAN	HUN								0	040	040	04	1	1.0	2	1	2	3.71747211895911	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	1	Hungary	HU	HU		47	20	HU	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20251021051500	https://www.globaltimes.cn/page/202510/1346133.shtml
1269749195	20251021	202510	2025	2025.7973	BGRGOV	BULGARIAN	BGR					GOV			HUNGOV	HUNGARIAN	HUN					GOV			0	040	040	04	1	1.0	3	1	3	3.71747211895911	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	1	Hungary	HU	HU		47	20	HU	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20251021051500	https://www.globaltimes.cn/page/202510/1346133.shtml
1269749196	20251021	202510	2025	2025.7973	BOL	BOLIVIA	BOL								BOLGOV	BOLIVIA	BOL					GOV			1	172	172	17	4	-5.0	1	1	1	-9.85221674876851	4	La Paz, La Paz, Bolivia	BL	BL04	40202	-16.5	-68.15	-693412	4	La Paz, La Paz, Bolivia	BL	BL04	40202	-16.5	-68.15	-693412	4	La Paz, La Paz, Bolivia	BL	BL04	40202	-16.5	-68.15	-693412	20251021051500	https://www.arabnews.com/node/2619618/world
1269749197	20251021	202510	2025	2025.7973	BOL	BOLIVIA	BOL								GOV	PRESIDENT						GOV			1	172	172	17	4	-5.0	3	1	3	-9.85221674876851	4	La Paz, La Paz, Bolivia	BL	BL04	40202	-16.5	-68.15	-693412	4	La Paz, La Paz, Bolivia	BL	BL04	40202	-16.5	-68.15	-693412	4	La Paz, La Paz, Bolivia	BL	BL04	40202	-16.5	-68.15	-693412	20251021051500	https://www.arabnews.com/node/2619618/world
1269749198	20251021	202510	2025	2025.7973	BOLGOV	BOLIVIA	BOL					GOV													1	120	120	12	3	-4.0	1	1	1	-9.85221674876851	4	La Paz, La Paz, Bolivia	BL	BL04	40202	-16.5	-68.15	-693412	0								4	La Paz, La Paz, Bolivia	BL	BL04	40202	-16.5	-68.15	-693412	20251021051500	https://www.arabnews.com/node/2619618/world
1269749199	20251021	202510	2025	2025.7973	BOLGOV	BOLIVIA	BOL					GOV			BOL	BOLIVIA	BOL								1	120	120	12	3	-4.0	1	1	1	-9.85221674876851	4	La Paz, La Paz, Bolivia	BL	BL04	40202	-16.5	-68.15	-693412	4	La Paz, La Paz, Bolivia	BL	BL04	40202	-16.5	-68.15	-693412	4	La Paz, La Paz, Bolivia	BL	BL04	40202	-16.5	-68.15	-693412	20251021051500	https://www.arabnews.com/node/2619618/world
1269749200	20251021	202510	2025	2025.7973	BRA	BRAZIL	BRA								PAK	PAKISTAN	PAK								0	061	061	06	2	6.4	2	1	2	5.83804143126176	4	Salt Range, Punjab, Pakistan	PK	PK04	23665	32.6416	72.6009	-2773294	4	Salt Range, Punjab, Pakistan	PK	PK04	23665	32.6416	72.6009	-2773294	4	Salt Range, Punjab, Pakistan	PK	PK04	23665	32.6416	72.6009	-2773294	20251021051500	https://tribune.com.pk/story/2573331/himalayan-pink-salt-a-game-changer-for-our-economy
1269749201	20251021	202510	2025	2025.7973	BRA	BRAZILIAN	BRA								PAK	PAKISTAN	PAK								0	061	061	06	2	6.4	8	1	8	5.83804143126176	1	Brazil	BR	BR		-10	-55	BR	4	Salt Range, Punjab, Pakistan	PK	PK04	23665	32.6416	72.6009	-2773294	1	Brazil	BR	BR		-10	-55	BR	20251021051500	https://tribune.com.pk/story/2573331/himalayan-pink-salt-a-game-changer-for-our-economy
1269749202	20251021	202510	2025	2025.7973	BRN	BRUNEI	BRN								MYS	MALAYSIA	MYS								1	050	050	05	1	3.5	6	1	6	-0.49875311720698	1	Brunei	BX	BX		4.5	114.666667	BX	1	Malaysia	MY	MY		2.5	112.5	MY	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251021051500	https://interaksyon.philstar.com/politics-issues/2025/10/21/303773/church-leaders-cite-key-hurdles-to-abuse-reform-efforts/
1269749203	20251021	202510	2025	2025.7973	BRN	BRUNEI	BRN								MYS	MALAYSIA	MYS								1	050	050	05	1	3.5	2	1	2	-0.49875311720698	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251021051500	https://interaksyon.philstar.com/politics-issues/2025/10/21/303773/church-leaders-cite-key-hurdles-to-abuse-reform-efforts/
1269749204	20251021	202510	2025	2025.7973	BRN	BRUNEI	BRN								MYS	MALAYSIA	MYS								1	050	050	05	1	3.5	2	1	2	-0.49875311720698	1	Singapore	SN	SN		1.366667	103.8	SN	1	Malaysia	MY	MY		2.5	112.5	MY	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251021051500	https://interaksyon.philstar.com/politics-issues/2025/10/21/303773/church-leaders-cite-key-hurdles-to-abuse-reform-efforts/
1269749205	20251021	202510	2025	2025.7973	BRN	BRUNEI	BRN								SGP	SINGAPORE	SGP								1	050	050	05	1	3.5	6	1	6	-0.49875311720698	1	Brunei	BX	BX		4.5	114.666667	BX	1	Singapore	SN	SN		1.366667	103.8	SN	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251021051500	https://interaksyon.philstar.com/politics-issues/2025/10/21/303773/church-leaders-cite-key-hurdles-to-abuse-reform-efforts/
1269749206	20251021	202510	2025	2025.7973	BRN	BRUNEI	BRN								SGP	SINGAPORE	SGP								1	050	050	05	1	3.5	2	1	2	-0.49875311720698	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251021051500	https://interaksyon.philstar.com/politics-issues/2025/10/21/303773/church-leaders-cite-key-hurdles-to-abuse-reform-efforts/
1269749207	20251021	202510	2025	2025.7973	BRN	BRUNEI	BRN								SGP	SINGAPORE	SGP								1	050	050	05	1	3.5	2	1	2	-0.49875311720698	1	Singapore	SN	SN		1.366667	103.8	SN	1	Malaysia	MY	MY		2.5	112.5	MY	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251021051500	https://interaksyon.philstar.com/politics-issues/2025/10/21/303773/church-leaders-cite-key-hurdles-to-abuse-reform-efforts/
1269749208	20251021	202510	2025	2025.7973	BRN	BRUNEI	BRN								VNM	VIETNAM	VNM								1	050	050	05	1	3.5	6	1	6	-0.49875311720698	1	Brunei	BX	BX		4.5	114.666667	BX	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251021051500	https://interaksyon.philstar.com/politics-issues/2025/10/21/303773/church-leaders-cite-key-hurdles-to-abuse-reform-efforts/
1269749209	20251021	202510	2025	2025.7973	BRN	BRUNEI	BRN								VNM	VIETNAM	VNM								1	050	050	05	1	3.5	2	1	2	-0.49875311720698	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251021051500	https://interaksyon.philstar.com/politics-issues/2025/10/21/303773/church-leaders-cite-key-hurdles-to-abuse-reform-efforts/
1269749210	20251021	202510	2025	2025.7973	BRN	BRUNEI	BRN								VNM	VIETNAM	VNM								1	050	050	05	1	3.5	2	1	2	-0.49875311720698	1	Singapore	SN	SN		1.366667	103.8	SN	1	Brunei	BX	BX		4.5	114.666667	BX	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251021051500	https://interaksyon.philstar.com/politics-issues/2025/10/21/303773/church-leaders-cite-key-hurdles-to-abuse-reform-efforts/
1269749211	20251021	202510	2025	2025.7973	BUS	SERVER						BUS													1	010	010	01	1	0.0	3	1	3	-6.33333333333333	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20251021051500	https://timesofindia.indiatimes.com/technology/tech-news/amazon-web-services-back-online-after-15-hour-global-outage-takes-down-thousands-of-websites/articleshow/124713473.cms
1269749212	20251021	202510	2025	2025.7973	BUS	INVESTOR						BUS													1	010	010	01	1	0.0	10	1	10	-4.03180011357184	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251021051500	http://www.lankaenews.com/news/4806/en
1269749213	20251021	202510	2025	2025.7973	BUS	INVESTOR						BUS													0	014	014	01	1	0.0	1	1	1	-4.03180011357184	1	Bangladesh	BG	BG		24	90	BG	0								1	Bangladesh	BG	BG		24	90	BG	20251021051500	http://www.lankaenews.com/news/4806/en
1269749214	20251021	202510	2025	2025.7973	BUS	INVESTOR						BUS													0	014	014	01	1	0.0	1	1	1	-4.03180011357184	1	Bangladesh	BG	BG		24	90	BG	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251021051500	http://www.lankaenews.com/news/4806/en
1269749215	20251021	202510	2025	2025.7973	BUS	INVESTOR						BUS													0	014	014	01	1	0.0	3	1	3	-4.03180011357184	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251021051500	http://www.lankaenews.com/news/4806/en
1269749216	20251021	202510	2025	2025.7973	BUS	BUSINESS						BUS													0	020	020	02	1	3.0	10	1	10	5.83804143126176	4	Salt Range, Punjab, Pakistan	PK	PK04	23665	32.6416	72.6009	-2773294	0								4	Salt Range, Punjab, Pakistan	PK	PK04	23665	32.6416	72.6009	-2773294	20251021051500	https://tribune.com.pk/story/2573331/himalayan-pink-salt-a-game-changer-for-our-economy
1269749217	20251021	202510	2025	2025.7973	BUS	BUSINESS						BUS													0	023	023	02	1	3.4	5	1	5	-2.31413096996553	0								0								0								20251021051500	https://www.news18.com/astrology/tarot-card-reading-today-october-21-2025-daily-tarot-card-predictions-for-all-zodiac-signs-ws-e-9647489.html
1269749218	20251021	202510	2025	2025.7973	BUS	INVESTOR						BUS													1	026	026	02	1	4.0	10	1	10	-4.03180011357184	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251021051500	http://www.lankaenews.com/news/4806/en
1269749219	20251021	202510	2025	2025.7973	BUS	COMPANY						BUS													0	051	051	05	1	3.4	2	1	2	2.17391304347826	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20251021051500	https://www.prnewswire.com/news-releases/mapa-broker-took-part-in-the-world-leaders-congress-at-harvard-presenting-its-innovative-alliance-with-copart-and-the-prototype-of-the-new-mapa-app-302589759.html
1269749220	20251021	202510	2025	2025.7973	BUS	COMPANY						BUS													0	051	051	05	1	3.4	3	1	3	2.17391304347826	3	Harvard University, Massachusetts, United States	US	USMA	MA017	42.3784	-71.1164	618399	0								3	Harvard University, Massachusetts, United States	US	USMA		42.3784	-71.1164	618399	20251021051500	https://www.prnewswire.com/news-releases/mapa-broker-took-part-in-the-world-leaders-congress-at-harvard-presenting-its-innovative-alliance-with-copart-and-the-prototype-of-the-new-mapa-app-302589759.html
1269749221	20251021	202510	2025	2025.7973	BUS	INDUSTRY						BUS													0	051	051	05	1	3.4	6	1	6	3.38266384778013	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20251021051500	https://www.stockandland.com.au/story/9093682/gina-rinehart-funds-new-student-housing-at-marcus-oldham/
1269749222	20251021	202510	2025	2025.7973	BUS	COMPANIES						BUS													1	070	070	07	2	7.0	5	1	5	2.74261603375528	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20251021051500	https://realty.economictimes.indiatimes.com/news/commercial/india-office-absorption-hits-record-high-in-2025-cbre-report/124713617
1269749223	20251021	202510	2025	2025.7973	BUS	BUSINESS						BUS													0	1043	104	10	3	-5.0	6	1	6	-2.48565965583174	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20251021051500	https://www.dailymail.co.uk/news/article-15210961/tracy-reed-georgia-chick-fila-racist.html
1269749224	20251021	202510	2025	2025.7973	BUS	INDUSTRY						BUS			AUS	NEW SOUTH WALES	AUS								1	070	070	07	2	7.0	5	1	5	3.28767123287671	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251021051500	https://www.miragenews.com/new-tool-empowers-farmers-in-planning-recovery-1554545/
1269749225	20251021	202510	2025	2025.7973	BUS	ENTREPRENEUR						BUS			CHN	CHINA	CHN								1	042	042	04	1	1.9	4	1	4	2.63157894736842	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251021051500	https://biztoc.com/x/00d53ece54bb5363
1269749226	20251021	202510	2025	2025.7973	BUS	ENTREPRENEUR						BUS			CHN	CHINA	CHN								1	042	042	04	1	1.9	1	1	1	2.63157894736842	1	Tanzania	TZ	TZ		-6	35	TZ	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251021051500	https://biztoc.com/x/00d53ece54bb5363
1269749227	20251021	202510	2025	2025.7973	BUS	PRODUCER						BUS			CHN	CHINA	CHN								1	0874	087	08	2	10.0	3	1	3	-0.65573770491803	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	20251021051500	https://www.theage.com.au/business/companies/trump-s-critical-minerals-deal-unearths-a-bonanza-for-aussie-miners-20251021-p5n41a.html
1269749228	20251021	202510	2025	2025.7973	BUS	BUSINESS						BUS			COP	POLICE						COP			1	060	060	06	2	6.0	5	1	5	-7.44680851063829	0								0								0								20251021051500	https://www.insidenova.com/headlines/woodbridge-man-accused-of-offering-girl-a-ride-then-exposing-himself-brandishing-gun/article_6573a5f5-86c1-493c-8944-813a71eec09c.html
1269749229	20251021	202510	2025	2025.7973	BUS	COMPANY						BUS			EDU	PROFESSOR						EDU			1	010	010	01	1	0.0	5	1	5	-5.02793296089385	4	Matheran, Maharashtra, India	IN	IN16	17777	18.9833	73.2667	-2104205	4	Matheran, Maharashtra, India	IN	IN16	17777	18.9833	73.2667	-2104205	4	Matheran, Maharashtra, India	IN	IN16	17777	18.9833	73.2667	-2104205	20251021051500	https://timesofindia.indiatimes.com/city/bengaluru/bengaluru-motivational-speaker-dies-after-falling-from-matheran-cliff-police-suspected-stroke/articleshow/124713228.cms
1269749230	20251021	202510	2025	2025.7973	BUS	INDUSTRY						BUS			EDU	STUDENT						EDU			0	020	020	02	1	3.0	10	1	10	3.38266384778013	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251021051500	https://www.stockandland.com.au/story/9093682/gina-rinehart-funds-new-student-housing-at-marcus-oldham/
1269749231	20251021	202510	2025	2025.7973	BUS	BUSINESS						BUS			GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	10	1	10	0.56925996204934	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20251021051500	https://www.nationthailand.com/sustaination/40057053
1269749232	20251021	202510	2025	2025.7973	BUS	INDUSTRY						BUS			GOV	GOVERNMENT						GOV			1	120	120	12	3	-4.0	10	1	10	1.19521912350598	0								0								0								20251021051500	https://www.compositesworld.com:443/articles/cmh-17-updates-composites-data-publishes-new-volume-7-on-additive-manufacturing
1269749233	20251021	202510	2025	2025.7973	BUS	SHOP OWNER						BUS			IND	DELHI	IND								1	042	042	04	1	1.9	6	1	6	3.29545454545455	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20251021051500	https://www.news18.com/india/delhi-sweet-shop-owner-requests-rahul-gandhi-to-get-married-want-wedding-order-9648949.html
1269749234	20251021	202510	2025	2025.7973	BUS	SHOP OWNER						BUS			JAN	JAIN				JAN					1	043	043	04	1	2.8	4	1	4	3.29545454545455	4	Old Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Old Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Old Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20251021051500	https://www.news18.com/india/delhi-sweet-shop-owner-requests-rahul-gandhi-to-get-married-want-wedding-order-9648949.html
