1274198708	20241114	202411	2024	2024.8603											GOVOPP	GOVERNMENT						GOV	OPP		0	170	170	17	4	-7.0	10	1	10	-2.40073868882733	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251114144500	https://www.dw.com/en/why-is-india-upping-forces-at-chokepoint-with-bangladesh/a-74745741
1274199098	20251114	202511	2025	2025.8603	EDU	PROFESSOR						EDU													0	010	010	01	1	0.0	3	1	3	0.24813895781637	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	0								4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199099	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU													0	011	011	01	1	-0.1	10	1	10	-0.15082956259426	0								0								0								20251114144500	https://www.queensjournal.ca/students-voice-concerns-with-revised-fine-arts-program/
1274199100	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU													1	011	011	01	1	-0.1	2	1	2	0.24813895781637	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	0								4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199101	20251114	202511	2025	2025.8603	EDU	COLLEGE						EDU													0	012	012	01	1	-0.4	10	1	10	0.24813895781637	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	0								4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199102	20251114	202511	2025	2025.8603	EDU	STUDENT						EDU													1	012	012	01	1	-0.4	2	1	2	-1.13989637305699	4	Lake Ontario, Canada (general), Canada	CA	CA00		43.6667	-78	-570661	0								4	Lake Ontario, Canada (general), Canada	CA	CA00		43.6667	-78	-570661	20251114144500	https://www.queensjournal.ca/thrust-into-the-world-of-familial-caretaking-youth-are-driven-to-grow-up-almost-overnight/
1274199103	20251114	202511	2025	2025.8603	EDU	STUDENT						EDU													1	012	012	01	1	-0.4	3	1	3	-1.13989637305699	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20251114144500	https://www.queensjournal.ca/thrust-into-the-world-of-familial-caretaking-youth-are-driven-to-grow-up-almost-overnight/
1274199104	20251114	202511	2025	2025.8603	EDU	COLLEGE						EDU													0	014	014	01	1	0.0	10	1	10	0.24813895781637	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	0								4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199105	20251114	202511	2025	2025.8603	EDU	COLLEGE						EDU													0	020	020	02	1	3.0	10	1	10	0.24813895781637	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	0								4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199106	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU													0	020	020	02	1	3.0	1	1	1	0.24813895781637	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	0								4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199107	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU													0	020	020	02	1	3.0	1	1	1	0.24813895781637	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	0								4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199108	20251114	202511	2025	2025.8603	EDU	PROFESSOR						EDU													1	020	020	02	1	3.0	3	1	3	2.51256281407036	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251114144500	https://wkuherald.com/88800/life/home-is-where-the-orbit-is-poet-upfromsumdirt-visits-wku/
1274199109	20251114	202511	2025	2025.8603	EDU	PROFESSOR						EDU													1	036	036	03	1	4.0	3	1	3	2.51256281407036	3	Elizabethtown, Kentucky, United States	US	USKY	KY093	37.694	-85.8591	491640	0								3	Elizabethtown, Kentucky, United States	US	USKY	KY093	37.694	-85.8591	491640	20251114144500	https://wkuherald.com/88800/life/home-is-where-the-orbit-is-poet-upfromsumdirt-visits-wku/
1274199110	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU													0	040	040	04	1	1.0	3	1	3	-1.43497757847534	3	Fort Worth, Texas, United States	US	USTX	TX439	32.7254	-97.3208	1380947	0								3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20251114144500	https://www.dallasnews.com/news/education/2025/11/14/as-takeover-takes-shape-fort-worth-isd-parents-demand-answers-from-state/
1274199111	20251114	202511	2025	2025.8603	EDU	COLLEGE						EDU													1	040	040	04	1	1.0	2	1	2	-2.50231696014829	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	0								3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	20251114144500	https://www.foxnews.com/politics/congressman-says-he-blown-off-wisconsin-college-accused-blocking-new-tpusa-chapter
1274199112	20251114	202511	2025	2025.8603	EDU	STUDENT						EDU													0	040	040	04	1	1.0	5	1	5	3.6144578313253	3	Yolo, California, United States	US	USCA	CA113	38.7318	-121.808	1660214	0								3	Yolo, California, United States	US	USCA	CA113	38.7318	-121.808	1660214	20251114144500	https://www.dailyrepublic.com/news/agreement-simplifies-csu-admissions-for-vusd-high-school-seniors/article_fa5fe2f0-67c1-4678-820e-77f0218b066f.html
1274199113	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU													0	040	040	04	1	1.0	2	1	2	-1.43497757847534	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20251114144500	https://www.dallasnews.com/news/education/2025/11/14/as-takeover-takes-shape-fort-worth-isd-parents-demand-answers-from-state/
1274199114	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU													0	042	042	04	1	1.9	14	1	10	-2.75590551181103	4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	0								4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	20251114144500	https://www.irishtimes.com/crime-law/2025/11/14/mysterious-case-of-the-missing-dublin-schoolboy-philip-cairns/
1274199115	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU													1	043	043	04	1	2.8	2	1	2	-2.75590551181103	4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	0								4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	20251114144500	https://www.irishtimes.com/crime-law/2025/11/14/mysterious-case-of-the-missing-dublin-schoolboy-philip-cairns/
1274199116	20251114	202511	2025	2025.8603	EDU	COLLEGE						EDU													0	043	043	04	1	2.8	1	1	1	-2.50231696014829	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	0								3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	20251114144500	https://www.foxnews.com/politics/congressman-says-he-blown-off-wisconsin-college-accused-blocking-new-tpusa-chapter
1274199117	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU													1	043	043	04	1	2.8	8	1	8	0.46367851622875	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20251114144500	https://www.queensjournal.ca/remembrance-day-event-recognizes-fallen-canadian-soldiers/
1274199118	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU													1	100	100	10	3	-5.0	5	1	5	-5.90717299578059	4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	0								4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	20251114144500	https://www.citizen.co.za/news/south-africa/education/more-than-3-700-pupils-involved-in-bullying-incidents-in-eastern-cape-so-far-this-year/
1274199119	20251114	202511	2025	2025.8603	EDU	STUDENT						EDU													0	114	114	11	3	-2.0	10	1	10	-4.76190476190476	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251114144500	https://www.hindustantimes.com/india-news/jharkhand-hc-pronounced-32-judgements-in-61-pending-cases-sc-told-101763129046395.html
1274199120	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU													1	120	120	12	3	-4.0	2	1	2	0.24813895781637	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	0								4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199121	20251114	202511	2025	2025.8603	EDU	STUDENT						EDU													0	120	120	12	3	-4.0	6	1	6	-0.83507306889353	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251114144500	https://www.keranews.org/education/2025-11-14/texas-committees-first-hearing-college-free-speech-charlie-kirk
1274199122	20251114	202511	2025	2025.8603	EDU	STUDENT						EDU													1	120	120	12	3	-4.0	5	1	5	3.6144578313253	3	Yolo, California, United States	US	USCA	CA113	38.7318	-121.808	1660214	0								3	Yolo, California, United States	US	USCA	CA113	38.7318	-121.808	1660214	20251114144500	https://www.dailyrepublic.com/news/agreement-simplifies-csu-admissions-for-vusd-high-school-seniors/article_fa5fe2f0-67c1-4678-820e-77f0218b066f.html
1274199123	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU													1	120	120	12	3	-4.0	5	1	5	-0.62630480167015	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251114144500	https://www.aol.com/articles/where-ruby-bridges-now-her-120000092.html
1274199124	20251114	202511	2025	2025.8603	EDU	STUDENT						EDU													0	122	122	12	3	-4.0	5	1	5	-1.93637621023513	0								0								0								20251114144500	https://www.queensjournal.ca/19-year-old-left-in-critical-condition-following-a-hit-and-run-steps-from-campus/
1274199125	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU													0	160	160	16	4	-4.0	10	1	10	-0.62630480167015	3	New Orleans, Louisiana, United States	US	USLA	LA071	29.9546	-90.0751	1629985	0								3	New Orleans, Louisiana, United States	US	USLA		29.9546	-90.0751	1629985	20251114144500	https://www.aol.com/articles/where-ruby-bridges-now-her-120000092.html
1274199126	20251114	202511	2025	2025.8603	EDU	STUDENT						EDU													1	162	162	16	4	-5.6	10	1	10	0.24813895781637	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	0								4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199127	20251114	202511	2025	2025.8603	EDU	STUDENT						EDU													1	191	191	19	4	-9.5	10	1	10	3.82882882882883	0								0								0								20251114144500	https://www.queensjournal.ca/listening-to-less-music-can-be-good-for-you/
1274199128	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU			BUS	COMPANY						BUS			1	020	020	02	1	3.0	5	1	5	-3.89610389610389	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20251114144500	https://www.queensjournal.ca/new-motion-calls-for-qufa-to-divest-from-companies-manufacturing-weapons-used-in-illegal-occupations/
1274199129	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU			BUS	COMPANY						BUS			1	138	138	13	3	-7.0	5	1	5	-3.89610389610389	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20251114144500	https://www.queensjournal.ca/new-motion-calls-for-qufa-to-divest-from-companies-manufacturing-weapons-used-in-illegal-occupations/
1274199130	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU			CAN	CANADA	CAN								1	043	043	04	1	2.8	2	1	2	0.46367851622875	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20251114144500	https://www.queensjournal.ca/remembrance-day-event-recognizes-fallen-canadian-soldiers/
1274199131	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU			CVL	NEIGHBORHOOD						CVL			0	010	010	01	1	0.0	6	1	6	-0.62630480167015	3	New Orleans, Louisiana, United States	US	USLA	LA071	29.9546	-90.0751	1629985	3	New Orleans, Louisiana, United States	US	USLA		29.9546	-90.0751	1629985	3	New Orleans, Louisiana, United States	US	USLA		29.9546	-90.0751	1629985	20251114144500	https://www.aol.com/articles/where-ruby-bridges-now-her-120000092.html
1274199132	20251114	202511	2025	2025.8603	EDU	STUDENT						EDU			CYM	CAYMAN ISLAND	CYM								1	046	046	04	1	7.0	4	1	4	5.10046367851622	4	Grand Cayman, , Cayman Islands	CJ	CJ00	68758	19.3333	-81.25	-1187468	4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	4	Grand Cayman, , Cayman Islands	CJ	CJ00	68758	19.3333	-81.25	-1187468	20251114144500	https://www.radiocayman.gov.ky/news/stem-racing-reaches-cayman-brac
1274199133	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU			CYM	CAYMAN ISLAND	CYM								1	190	190	19	4	-10.0	2	1	2	5.10046367851622	4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	20251114144500	https://www.radiocayman.gov.ky/news/stem-racing-reaches-cayman-brac
1274199134	20251114	202511	2025	2025.8603	EDU	PROFESSOR						EDU			GBR	MANCHESTER	GBR								0	050	050	05	1	3.5	8	1	8	-1.62162162162162	1	Germany	GM	GM		51.5	10.5	GM	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20251114144500	https://www.christiantoday.com/news/joining-the-dots
1274199135	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU			GBR	UNITED KINGDOM	GBR								0	051	051	05	1	3.4	2	1	2	0.24813895781637	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199136	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU			GBR	UNITED KINGDOM	GBR								0	111	111	11	3	-2.0	4	1	4	0.24813895781637	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199137	20251114	202511	2025	2025.8603	EDU	PROFESSOR						EDU			GBR	MANCHESTER	GBR								0	190	190	19	4	-10.0	1	1	1	-1.62162162162162	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20251114144500	https://www.christiantoday.com/news/joining-the-dots
1274199138	20251114	202511	2025	2025.8603	EDU	PROFESSOR						EDU			GBR	MANCHESTER	GBR								0	190	190	19	4	-10.0	7	1	7	-1.62162162162162	1	Germany	GM	GM		51.5	10.5	GM	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20251114144500	https://www.christiantoday.com/news/joining-the-dots
1274199139	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU			GBREDU	UNITED KINGDOM	GBR					EDU			0	013	013	01	1	0.4	1	1	1	0.24813895781637	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199140	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU			GBREDU	UNITED KINGDOM	GBR					EDU			0	111	111	11	3	-2.0	4	1	4	0.24813895781637	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199141	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU			GOV	ADMINISTRATION						GOV			0	036	036	03	1	4.0	1	1	1	-1.43497757847534	3	Dunbar High School, Texas, United States	US	USTX	TX139	32.5404	-96.6739	1334766	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251114144500	https://www.dallasnews.com/news/education/2025/11/14/as-takeover-takes-shape-fort-worth-isd-parents-demand-answers-from-state/
1274199142	20251114	202511	2025	2025.8603	EDU	STUDENT						EDU			IND	JHARKHAND	IND								0	114	114	11	3	-2.0	10	1	10	-4.76190476190476	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251114144500	https://www.hindustantimes.com/india-news/jharkhand-hc-pronounced-32-judgements-in-61-pending-cases-sc-told-101763129046395.html
1274199143	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU			IRL	IRELAND	IRL								0	042	042	04	1	1.9	2	1	2	-2.75590551181103	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251114144500	https://www.irishtimes.com/crime-law/2025/11/14/mysterious-case-of-the-missing-dublin-schoolboy-philip-cairns/
1274199144	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU			IRL	IRELAND	IRL								0	042	042	04	1	1.9	2	1	2	-2.75590551181103	4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251114144500	https://www.irishtimes.com/crime-law/2025/11/14/mysterious-case-of-the-missing-dublin-schoolboy-philip-cairns/
1274199145	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU			IRL	IRELAND	IRL								0	042	042	04	1	1.9	2	1	2	-2.75590551181103	4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	20251114144500	https://www.irishtimes.com/crime-law/2025/11/14/mysterious-case-of-the-missing-dublin-schoolboy-philip-cairns/
1274199146	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU			IRL	IRELAND	IRL								1	043	043	04	1	2.8	8	1	8	-2.75590551181103	4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	20251114144500	https://www.irishtimes.com/crime-law/2025/11/14/mysterious-case-of-the-missing-dublin-schoolboy-philip-cairns/
1274199147	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU			LAB	TRADE UNION						LAB			0	046	046	04	1	7.0	10	1	10	0.24813895781637	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274199148	20251114	202511	2025	2025.8603	EDU	UNIVERSITY						EDU			LEG	SENATE						LEG			1	010	010	01	1	0.0	10	1	10	-0.15082956259426	0								0								0								20251114144500	https://www.queensjournal.ca/students-voice-concerns-with-revised-fine-arts-program/
1274199149	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU			USA	TEXAS	USA								0	028	028	02	1	4.0	1	1	1	-1.43497757847534	3	Dunbar High School, Texas, United States	US	USTX	TX139	32.5404	-96.6739	1334766	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Dunbar High School, Texas, United States	US	USTX		32.5404	-96.6739	1334766	20251114144500	https://www.dallasnews.com/news/education/2025/11/14/as-takeover-takes-shape-fort-worth-isd-parents-demand-answers-from-state/
1274199150	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU			USA	CALIFORNIA	USA								0	036	036	03	1	4.0	6	1	6	3.6144578313253	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251114144500	https://www.dailyrepublic.com/news/agreement-simplifies-csu-admissions-for-vusd-high-school-seniors/article_fa5fe2f0-67c1-4678-820e-77f0218b066f.html
1274199151	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	-1.4354066985646	3	Chicago Theological Seminary, Illinois, United States	US	USIL	IL031	41.79	-87.597	1737441	3	Chicago Theological Seminary, Illinois, United States	US	USIL		41.79	-87.597	1737441	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251114144500	https://kysdc.com/5634160/rev-jesse-jackson-hospitalized-press-statement/
1274199152	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								0	042	042	04	1	1.9	4	1	4	-0.62630480167015	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20251114144500	https://www.aol.com/articles/where-ruby-bridges-now-her-120000092.html
1274199153	20251114	202511	2025	2025.8603	EDU	INTELLECTUAL						EDU			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	4	1	4	-1.15702479338843	3	University Of Mississippi, Mississippi, United States	US	USMS	MS071	34.3668	-89.5354	711542	3	University Of Mississippi, Mississippi, United States	US	USMS		34.3668	-89.5354	711542	3	University Of Mississippi, Mississippi, United States	US	USMS		34.3668	-89.5354	711542	20251114144500	https://www.thehollywoodgossip.com/2025/11/is-erika-kirk-suing-whoopi-goldberg-over-joke-about-jd-vance-hug-the-rumor-and-the-truth/
1274199154	20251114	202511	2025	2025.8603	EDU	SCHOOL						EDU			USAEDU	SOUTH CAROLINA	USA					EDU			1	042	042	04	1	1.9	6	1	6	-1.4354066985646	3	Chicago Theological Seminary, Illinois, United States	US	USIL	IL031	41.79	-87.597	1737441	3	Chicago Theological Seminary, Illinois, United States	US	USIL		41.79	-87.597	1737441	3	Chicago Theological Seminary, Illinois, United States	US	USIL		41.79	-87.597	1737441	20251114144500	https://kysdc.com/5634160/rev-jesse-jackson-hospitalized-press-statement/
1274199155	20251114	202511	2025	2025.8603	EDU	STUDENT						EDU			USAEDU	NEW MEXICO	USA					EDU			1	073	073	07	2	7.4	5	1	5	3.43347639484979	0								0								0								20251114144500	https://news.unm.edu/news/lobo-food-pantry-supports-students-facing-food-insecurity
1274199156	20251114	202511	2025	2025.8603	EDUBUS	COLLEGE						EDU	BUS												1	040	040	04	1	1.0	5	1	5	4.92700729927007	1	Colombia	CO	CO		4	-72	CO	0								1	Colombia	CO	CO		4	-72	CO	20251114144500	https://www.forbes.com/councils/forbescommunicationscouncil/2025/11/14/the-ripple-effect-of-connection-how-to-lead-with-courage-and-empathy/
1274199157	20251114	202511	2025	2025.8603	EDUEDU	UNIVERSITY						EDU	EDU		EDU	SCHOLAR						EDU			0	173	173	17	4	-5.0	6	1	6	-2.87648054145516	2	Florida, United States	US	USFL		27.8333	-81.717	FL	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251114144500	https://www.middleeasteye.net/news/british-journalist-sami-hamdi-reunited-family-after-release-ice-detention
1274199158	20251114	202511	2025	2025.8603	EDUGOV	SCHOOL						EDU	GOV		EDU	SCHOOL						EDU			1	013	013	01	1	0.4	10	1	10	1.88235294117647	4	Polur, Tamil Nadu, India	IN	IN25	70254	12.5	79.1333	-2108155	4	Polur, Tamil Nadu, India	IN	IN25	70254	12.5	79.1333	-2108155	4	Polur, Tamil Nadu, India	IN	IN25	70254	12.5	79.1333	-2108155	20251114144500	https://www.thehindu.com/news/national/tamil-nadu/butterfly-express-an-initiative-to-provide-library-for-village-schools-inaugurated-at-don-bosco-school-in-tiruvannamalai/article70280306.ece
