1269924337	20251022	202510	2025	2025.8000	HUN	BUDAPEST	HUN								RUS	MOSCOW	RUS								1	046	046	04	1	7.0	1	1	1	0.524246395806029	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251022000000	https://www.worthynews.com/109555-russia-rejects-europes-frontlines-proposal-for-ukraine-as-trump-putin-summit-in-doubt
1269924338	20251022	202510	2025	2025.8000	HUN	BUDAPEST	HUN								RUS	MOSCOW	RUS								1	046	046	04	1	7.0	1	1	1	0.524246395806029	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251022000000	https://www.worthynews.com/109555-russia-rejects-europes-frontlines-proposal-for-ukraine-as-trump-putin-summit-in-doubt
1269924339	20251022	202510	2025	2025.8000	HUN	BUDAPEST	HUN								RUS	RUSSIAN	RUS								1	046	046	04	1	7.0	1	1	1	-2.23285486443381	1	Ukraine	UP	UP		49	32	UP	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269924340	20251022	202510	2025	2025.8000	HUN	BUDAPEST	HUN								RUSGOV	VLADIMIR PUTIN	RUS					GOV			1	040	040	04	1	1.0	7	1	7	-5.88235294117647	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251022000000	https://article.wn.com/view/2025/10/22/trump_prefers_facing_weaklings_but_in_trade_war_china_8217s_/
1269924341	20251022	202510	2025	2025.8000	HUN	BUDAPEST	HUN								RUSGOV	VLADIMIR PUTIN	RUS					GOV			1	040	040	04	1	1.0	1	1	1	-5.88235294117647	1	United States	US	US		39.828175	-98.5795	US	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	1	United States	US	US		39.828175	-98.5795	US	20251022000000	https://article.wn.com/view/2025/10/22/trump_prefers_facing_weaklings_but_in_trade_war_china_8217s_/
1269924342	20251022	202510	2025	2025.8000	HUN	BUDAPEST	HUN								RUSGOV	RUSSIA	RUS					GOV			1	046	046	04	1	7.0	1	1	1	-2.23285486443381	1	Ukraine	UP	UP		49	32	UP	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269924343	20251022	202510	2025	2025.8000	HUN	BUDAPEST	HUN								USA	WASHINGTON	USA								1	036	036	03	1	4.0	2	1	2	0.524246395806029	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251022000000	https://www.worthynews.com/109555-russia-rejects-europes-frontlines-proposal-for-ukraine-as-trump-putin-summit-in-doubt
1269924344	20251022	202510	2025	2025.8000	HUN	HUNGARY	HUN								USA	WASHINGTON	USA								1	043	043	04	1	2.8	1	1	1	-1.27591706539075	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251022000000	https://www.k101fm.net/syndicated-article/?id=1642510
1269924345	20251022	202510	2025	2025.8000	HUN	HUNGARY	HUN								USA	WASHINGTON	USA								1	043	043	04	1	2.8	1	1	1	-1.27591706539075	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251022000000	https://www.k101fm.net/syndicated-article/?id=1642510
1269924346	20251022	202510	2025	2025.8000	HUN	BUDAPEST	HUN								USA	WASHINGTON	USA								1	046	046	04	1	7.0	1	1	1	0.524246395806029	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251022000000	https://www.worthynews.com/109555-russia-rejects-europes-frontlines-proposal-for-ukraine-as-trump-putin-summit-in-doubt
1269924347	20251022	202510	2025	2025.8000	HUN	BUDAPEST	HUN								USA	WASHINGTON	USA								1	046	046	04	1	7.0	1	1	1	0.524246395806029	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251022000000	https://www.worthynews.com/109555-russia-rejects-europes-frontlines-proposal-for-ukraine-as-trump-putin-summit-in-doubt
1269924348	20251022	202510	2025	2025.8000	IDN	INDONESIA	IDN																		0	013	013	01	1	0.4	3	1	3	3.50877192982456	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	0								4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	20251022000000	https://www.ch-aviation.com/news/159623-garuda-indonesia-reshuffles-board-adds-foreign-directors
1269924349	20251022	202510	2025	2025.8000	IDN	JAKARTA	IDN																		1	036	036	03	1	4.0	10	1	10	0.57636887608069	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	0								4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	20251022000000	https://www.ch-aviation.com/news/155288-garuda-indonesia-locks-in-405mn-wealth-fund-loan
1269924350	20251022	202510	2025	2025.8000	IDN	INDONESIA	IDN								GOV	SOVEREIGN						GOV			0	071	071	07	2	7.4	4	1	4	0.57636887608069	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	20251022000000	https://www.ch-aviation.com/news/155288-garuda-indonesia-locks-in-405mn-wealth-fund-loan
1269924351	20251022	202510	2025	2025.8000	IDN	INDONESIA	IDN								IDNGOV	INDONESIA	IDN					GOV			1	071	071	07	2	7.4	5	1	5	3.50877192982456	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	20251022000000	https://www.ch-aviation.com/news/159623-garuda-indonesia-reshuffles-board-adds-foreign-directors
1269924352	20251022	202510	2025	2025.8000	IDN	INDONESIA	IDN								MED	JOURNALIST						MED			1	010	010	01	1	0.0	4	1	4	0.57636887608069	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20251022000000	https://www.ch-aviation.com/news/155288-garuda-indonesia-locks-in-405mn-wealth-fund-loan
1269924353	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			NLDGOV	MARK RUTTE	NLD					GOV			0	084	084	08	2	7.0	1	1	1	-1.27591706539075	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251022000000	https://www.k101fm.net/syndicated-article/?id=1642510
1269924354	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			NLDGOV	MARK RUTTE	NLD					GOV			0	084	084	08	2	7.0	3	1	3	-1.27591706539075	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251022000000	https://www.k101fm.net/syndicated-article/?id=1642510
1269924355	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			UKR	UKRAINE	UKR								0	036	036	03	1	4.0	1	1	1	-2.23285486443381	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269924356	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			UKR	UKRAINE	UKR								0	046	046	04	1	7.0	1	1	1	-2.23285486443381	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269924357	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			USA	WASHINGTON	USA								0	042	042	04	1	1.9	18	2	18	-1.33548230186474	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251022000000	https://www.nzherald.co.nz/world/ukrainian-official-says-diplomatic-efforts-to-end-the-war-are-just-going-in-circles/UAKCKH2J35GX5I3JQNP4S5VTNA/
1269924358	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			USA	WASHINGTON	USA								0	042	042	04	1	1.9	2	1	2	-1.60818713450292	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20251022000000	https://www.hometownregister.com/news/national/trump-says-doesnt-want-wasted-meeting-with-putin/article_2b8cd951-663c-50f2-b724-5a5e1d2e3336.html
1269924359	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			USA	UNITED STATES	USA								0	084	084	08	2	7.0	4	1	4	-1.27591706539075	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251022000000	https://www.k101fm.net/syndicated-article/?id=1642510
1269924360	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			USAGOV	THE US	USA					GOV			0	036	036	03	1	4.0	4	1	4	-2.23285486443381	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269924361	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			USAGOV	THE US	USA					GOV			0	036	036	03	1	4.0	12	1	6	-2.23285486443381	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269924362	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			USAGOV	THE US	USA					GOV			0	036	036	03	1	4.0	2	1	2	-2.23285486443381	1	Ukraine	UP	UP		49	32	UP	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269924363	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			USAGOV	THE US	USA					GOV			0	036	036	03	1	4.0	2	1	2	-2.23285486443381	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269924364	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			USAGOV	THE US	USA					GOV			0	046	046	04	1	7.0	4	1	4	-2.23285486443381	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269924365	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			USAGOV	THE US	USA					GOV			0	046	046	04	1	7.0	12	1	6	-2.23285486443381	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269924366	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			USAGOV	THE US	USA					GOV			0	046	046	04	1	7.0	2	1	2	-2.23285486443381	1	Ukraine	UP	UP		49	32	UP	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269924367	20251022	202510	2025	2025.8000	IGOWSTNAT	NATO	WST	NAT				IGO			USAGOV	THE US	USA					GOV			0	046	046	04	1	7.0	2	1	2	-2.23285486443381	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269924368	20251022	202510	2025	2025.8000	IMGSEAMOSJMA	ABU BAKAR	SEA			MOS		IMG			PAK	PAKISTAN	PAK								1	051	051	05	1	3.4	10	1	10	6.71378091872792	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251022000000	https://pakobserver.net/inspire-program-rolled-out-to-train-thousands-of-pakistanis-in-major-push-for-tech-ecosystem/
1269924369	20251022	202510	2025	2025.8000	IND	PATNA	IND																		1	013	013	01	1	0.4	3	1	3	1.85528756957328	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20251022000000	http://www.calcuttanews.net/news/278649377/sc-st-will-vote-for-us-bihar-public-eager-to-vote-for-indi-alliance-as-they-want-to-form-new-government-papu-yadav
1269924370	20251022	202510	2025	2025.8000	IND	HIMACHAL PRADESH	IND																		1	090	090	09	2	-2.0	10	1	10	-1.32890365448505	0								0								0								20251022000000	https://himtimes.com/baddi-breathes-easier-this-diwali-aqi-drops-from-last-years-392-to-180/
1269924371	20251022	202510	2025	2025.8000	IND	BIHAR	IND																		0	110	110	11	3	-2.0	6	1	6	1.85528756957328	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20251022000000	http://www.calcuttanews.net/news/278649377/sc-st-will-vote-for-us-bihar-public-eager-to-vote-for-indi-alliance-as-they-want-to-form-new-government-papu-yadav
1269924372	20251022	202510	2025	2025.8000	IND	MADHYA PRADESH	IND																		1	190	190	19	4	-10.0	10	1	10	-11.4238410596027	0								0								0								20251022000000	https://www.hindustantimes.com/india-news/burden-of-proof-sc-warns-against-rigidity-101761073911337.html
1269924373	20251022	202510	2025	2025.8000	IND	CHENNAI	IND								BUS	TOP EXECUTIVE						BUS			1	010	010	01	1	0.0	5	1	5	1.99004975124378	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20251022000000	https://www.rashtranews.com/elon-musk-parag-agrawal-twitter-ceo-parag-agrawal-welcomes-elon-musk-to-companys-board-says-he-will-add-great-value/
1269924374	20251022	202510	2025	2025.8000	IND	CHENNAI	IND								BUS	TOP EXECUTIVE						BUS			1	051	051	05	1	3.4	6	1	6	1.99004975124378	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20251022000000	https://www.rashtranews.com/elon-musk-parag-agrawal-twitter-ceo-parag-agrawal-welcomes-elon-musk-to-companys-board-says-he-will-add-great-value/
1269924375	20251022	202510	2025	2025.8000	IND	NEW DELHI	IND								MIL	MILITARY						MIL			0	190	190	19	4	-10.0	6	1	6	0	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251022000000	https://www.hindustantimes.com/india-news/navy-brass-to-review-readiness-at-top-meet-101761073554297.html
1269924376	20251022	202510	2025	2025.8000	IND	DELHI	IND								urd	URDU			urd						1	043	043	04	1	2.8	1	1	1	-2.93255131964809	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251022000000	https://www.hindustantimes.com/india-news/soas-professor-denied-entry-over-visa-violations-101761073972387.html
1269924377	20251022	202510	2025	2025.8000	IND	DELHI	IND								urd	URDU			urd						1	043	043	04	1	2.8	1	1	1	-2.93255131964809	1	China	CH	CH		35	105	CH	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	1	China	CH	CH		35	105	CH	20251022000000	https://www.hindustantimes.com/india-news/soas-professor-denied-entry-over-visa-violations-101761073972387.html
1269924378	20251022	202510	2025	2025.8000	IND	DELHI	IND								urd	URDU			urd						1	043	043	04	1	2.8	3	1	3	-2.93255131964809	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251022000000	https://www.hindustantimes.com/india-news/soas-professor-denied-entry-over-visa-violations-101761073972387.html
1269924379	20251022	202510	2025	2025.8000	IRL	IRELAND	IRL																		0	010	010	01	1	0.0	4	1	4	-3.5110533159948	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251022000000	https://www.bbc.co.uk/news/articles/c5y90e597l0o
1269924380	20251022	202510	2025	2025.8000	IRL	IRELAND	IRL																		1	020	020	02	1	3.0	4	1	4	-8.17610062893081	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251022000000	https://www.yahoo.com/news/articles/anti-immigrant-protesters-burn-police-223747825.html
1269924381	20251022	202510	2025	2025.8000	IRL	IRELAND	IRL																		1	0233	023	02	1	3.4	4	1	4	-8.17610062893081	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251022000000	https://www.yahoo.com/news/articles/anti-immigrant-protesters-burn-police-223747825.html
1269924382	20251022	202510	2025	2025.8000	IRL	IRELAND	IRL																		0	040	040	04	1	1.0	4	1	4	-3.5110533159948	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251022000000	https://www.bbc.co.uk/news/articles/c5y90e597l0o
1269924383	20251022	202510	2025	2025.8000	IRL	IRELAND	IRL																		1	040	040	04	1	1.0	4	1	4	-1.91489361702127	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20251022000000	https://www.wweek.com/culture/2025/10/21/four-paranormal-bar-recs-from-a-portland-ghost-tour-guide/
1269924384	20251022	202510	2025	2025.8000	IRL	IRELAND	IRL																		1	120	120	12	3	-4.0	8	1	4	-3.5110533159948	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251022000000	https://www.bbc.co.uk/news/articles/c5y90e597l0o
1269924385	20251022	202510	2025	2025.8000	IRL	IRISH	IRL																		1	120	120	12	3	-4.0	3	1	3	-3.5110533159948	1	Syria	SY	SY		35	38	SY	0								1	Syria	SY	SY		35	38	SY	20251022000000	https://www.bbc.co.uk/news/articles/c5y90e597l0o
1269924386	20251022	202510	2025	2025.8000	IRL	IRELAND	IRL																		0	130	130	13	3	-4.4	36	9	36	-5.43451932120851	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251022000000	https://www.harwichandmanningtreestandard.co.uk/news/national/25561599.six-arrests-irish-police-condemn-mob-thuggery/
1269924387	20251022	202510	2025	2025.8000	IRL	IRELAND	IRL																		0	130	130	13	3	-4.4	8	2	8	-5.71657587107025	4	Saggart, County South Dublin, Ireland	EI	EI39	18288	53.2803	-6.44444	-1505500	0								4	Saggart, County South Dublin, Ireland	EI	EI39	18288	53.2803	-6.44444	-1505500	20251022000000	https://www.dailymail.co.uk/news/article-15214687/Moment-Irish-police-van-set-alight-riots.html
1269924388	20251022	202510	2025	2025.8000	IRL	IRELAND	IRL								GOV	PRESIDENT						GOV			0	026	026	02	1	4.0	2	1	2	-3.5110533159948	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251022000000	https://www.bbc.co.uk/news/articles/c5y90e597l0o
1269924389	20251022	202510	2025	2025.8000	IRL	IRELAND	IRL								GOV	PRESIDENT						GOV			0	026	026	02	1	4.0	2	1	2	-3.5110533159948	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	1	United States	US	US		39.828175	-98.5795	US	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251022000000	https://www.bbc.co.uk/news/articles/c5y90e597l0o
1269924390	20251022	202510	2025	2025.8000	IRL	IRELAND	IRL								GOV	PRESIDENT						GOV			0	036	036	03	1	4.0	2	1	2	-3.5110533159948	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251022000000	https://www.bbc.co.uk/news/articles/c5y90e597l0o
1269924391	20251022	202510	2025	2025.8000	IRL	IRISH	IRL								IRLCOP	IRELAND	IRL					COP			1	111	111	11	3	-2.0	18	9	18	-5.4345193212085	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251022000000	https://www.harwichandmanningtreestandard.co.uk/news/national/25561599.six-arrests-irish-police-condemn-mob-thuggery/
1269924392	20251022	202510	2025	2025.8000	IRL	IRISH	IRL								IRLCOP	IRELAND	IRL					COP			1	111	111	11	3	-2.0	2	1	2	-4.99375780274657	4	Saggart, County South Dublin, Ireland	EI	EI39	18288	53.2803	-6.44444	-1505500	4	Saggart, County South Dublin, Ireland	EI	EI39	18288	53.2803	-6.44444	-1505500	4	Saggart, County South Dublin, Ireland	EI	EI39	18288	53.2803	-6.44444	-1505500	20251022000000	https://www.newarkadvertiser.co.uk/national/six-arrests-as-irish-police-condemn-mob-thuggery-157363/
1269924393	20251022	202510	2025	2025.8000	IRL	IRISH	IRL								IRLGOV	MICHEAL MARTIN	IRL					GOV			1	111	111	11	3	-2.0	20	10	20	-5.39044316936231	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251022000000	https://www.harwichandmanningtreestandard.co.uk/news/national/25561599.six-arrests-irish-police-condemn-mob-thuggery/
1269924394	20251022	202510	2025	2025.8000	IRL	IRISH	IRL								ISR	ISRAEL	ISR								0	040	040	04	1	1.0	1	1	1	-3.5110533159948	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251022000000	https://www.bbc.co.uk/news/articles/c5y90e597l0o
1269924395	20251022	202510	2025	2025.8000	IRL	IRISH	IRL								ISR	ISRAEL	ISR								0	040	040	04	1	1.0	2	2	2	-3.61024072291239	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251022000000	https://www.yahoo.com/news/articles/humphreys-denies-smear-campaign-against-232557911.html
1269924396	20251022	202510	2025	2025.8000	IRL	IRISH	IRL								ISR	ISRAEL	ISR								0	040	040	04	1	1.0	1	1	1	-3.70942812982999	1	Ireland	EI	EI		53	-8	EI	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251022000000	https://www.yahoo.com/news/articles/humphreys-denies-smear-campaign-against-232557911.html
