1262035094	20240909	202409	2024	2024.6822	AFR	AFRICA	AFR								ETH	ADDIS ABABA	ETH								1	046	046	04	1	7.0	2	1	2	0.495867768595041	1	Egypt	EG	EG		27	30	EG	4	Addis Ababa, (ET10), Ethiopia	ET	ET10	47692	9.03333	38.7	-603097	1	Egypt	EG	EG		27	30	EG	20250909024500	https://www.newsghana.com.gh/african-leaders-demand-climate-justice-at-addis-summit/
1262035452	20250909	202509	2025	2025.6822	COP	POLICE						COP			USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	1.36986301369863	3	Millers River, Massachusetts, United States	US	USMA	MA017	42.3695	-71.0656	612957	3	Millers River, Massachusetts, United States	US	USMA		42.3695	-71.0656	612957	3	Millers River, Massachusetts, United States	US	USMA		42.3695	-71.0656	612957	20250909024500	https://www.yahoo.com/news/articles/manny-tube-named-fallen-worcester-005939430.html
1262035453	20250909	202509	2025	2025.6822	COP	DEPUTY						COP			USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	-6.47482014388489	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250909024500	https://magicvalley.com/news/local/crime-courts/article_2f9af426-2e93-4c53-b301-2f9755b0b45e.html
1262035454	20250909	202509	2025	2025.6822	COP	POLICE						COP			USA	UNITED STATES	USA								1	084	084	08	2	7.0	4	1	4	-8.8235294117647	3	El Paso, Texas, United States	US	USTX	TX141	31.7587	-106.487	1380946	3	El Paso, Texas, United States	US	USTX		31.7587	-106.487	1380946	3	El Paso, Texas, United States	US	USTX		31.7587	-106.487	1380946	20250909024500	https://kvia.com/news/el-paso/2025/09/08/northeast-el-paso-couple-arrested-for-alleged-animal-cruelty/
1262035455	20250909	202509	2025	2025.6822	COP	DEPUTIES						COP			USA	UNITED STATES	USA								1	084	084	08	2	7.0	2	1	2	-6.47482014388489	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250909024500	https://magicvalley.com/news/local/crime-courts/article_2f9af426-2e93-4c53-b301-2f9755b0b45e.html
1262035456	20250909	202509	2025	2025.6822	COP	POLICE						COP			USA	MILWAUKEE	USA								1	138	138	13	3	-7.0	4	1	4	-2.11180124223602	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	3	Milwaukee County, Wisconsin, United States	US	USWI		43.0006	-87.9668	1581100	20250909024500	https://www.wpr.org/news/wisconsin-supreme-court-when-judges-order-meds
1262035457	20250909	202509	2025	2025.6822	COP	POLICE						COP			USA	MILWAUKEE	USA								1	138	138	13	3	-7.0	6	1	6	-2.11180124223602	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20250909024500	https://www.wpr.org/news/wisconsin-supreme-court-when-judges-order-meds
1262035458	20250909	202509	2025	2025.6822	COP	POLICE						COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	6	1	6	-8.8235294117647	3	El Paso, Texas, United States	US	USTX	TX141	31.7587	-106.487	1380946	3	El Paso, Texas, United States	US	USTX		31.7587	-106.487	1380946	3	El Paso, Texas, United States	US	USTX		31.7587	-106.487	1380946	20250909024500	https://kvia.com/news/el-paso/2025/09/08/northeast-el-paso-couple-arrested-for-alleged-animal-cruelty/
1262035459	20250909	202509	2025	2025.6822	COP	POLICE						COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-12.0805369127517	3	Topeka Police Department, Kansas, United States	US	USKS	KS177	39.0549	-95.6703	2504074	3	Topeka, Kansas, United States	US	USKS	KS177	39.0483	-95.678	485477	3	Topeka Police Department, Kansas, United States	US	USKS		39.0549	-95.6703	2504074	20250909024500	https://www.yahoo.com/news/articles/man-arrested-connection-labor-day-005514968.html
1262035460	20250909	202509	2025	2025.6822	COP	POLICE						COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-12.0805369127517	3	Topeka Police Department, Kansas, United States	US	USKS	KS177	39.0549	-95.6703	2504074	3	Topeka, Kansas, United States	US	USKS	KS177	39.0483	-95.678	485477	3	Topeka, Kansas, United States	US	USKS	KS177	39.0483	-95.678	485477	20250909024500	https://www.yahoo.com/news/articles/man-arrested-connection-labor-day-005514968.html
1262035461	20250909	202509	2025	2025.6822	COP	POLICE						COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-0.69025021570319	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20250909024500	http://www.redrocknews.com/2025/09/08/emersons-silence-is-not-golden-confronts-domestic-violence/
1262035462	20250909	202509	2025	2025.6822	COP	POLICE						COP			USA	UNITED STATES	USA								1	180	180	18	4	-9.0	1	1	1	-0.69025021570319	3	Flagstaff Police Department, Arizona, United States	US	USAZ	AZ005	35.1877	-111.641	2672266	3	Sedona, Arizona, United States	US	USAZ	AZ005	34.8697	-111.761	34242	3	Sedona, Arizona, United States	US	USAZ	AZ005	34.8697	-111.761	34242	20250909024500	http://www.redrocknews.com/2025/09/08/emersons-silence-is-not-golden-confronts-domestic-violence/
1262035463	20250909	202509	2025	2025.6822	COP	POLICE						COP			USA	UNITED STATES	USA								1	180	180	18	4	-9.0	1	1	1	-0.69025021570319	3	Sedona, Arizona, United States	US	USAZ	AZ005	34.8697	-111.761	34242	3	Sedona, Arizona, United States	US	USAZ	AZ005	34.8697	-111.761	34242	3	Sedona, Arizona, United States	US	USAZ	AZ005	34.8697	-111.761	34242	20250909024500	http://www.redrocknews.com/2025/09/08/emersons-silence-is-not-golden-confronts-domestic-violence/
1262035464	20250909	202509	2025	2025.6822	COP	POLICE						COP			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-12.0805369127517	3	Topeka Police Department, Kansas, United States	US	USKS	KS177	39.0549	-95.6703	2504074	3	Topeka, Kansas, United States	US	USKS	KS177	39.0483	-95.678	485477	3	Topeka, Kansas, United States	US	USKS	KS177	39.0483	-95.678	485477	20250909024500	https://www.yahoo.com/news/articles/man-arrested-connection-labor-day-005514968.html
1262035465	20250909	202509	2025	2025.6822	COPGOV	DRUG ENFORCEMENT						COP	GOV		CRM	CARTEL						CRM			1	173	173	17	4	-5.0	10	1	10	-5.50724637681159	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20250909024500	https://www.foxnews.com/us/suspected-sinaloa-cartel-members-apprehended-23-state-sweep-dea
1262035466	20250909	202509	2025	2025.6822	CRM	ASSAILANT						CRM													0	073	073	07	2	7.4	2	1	2	-5.12820512820512	4	Kogi, Nigeria (general), Nigeria	NI	NI00	190990	12.55	6.63333	-2015590	0								4	Kogi, Nigeria (general), Nigeria	NI	NI00	190990	12.55	6.63333	-2015590	20250909024500	https://www.informationng.com/2025/09/suspected-bandits-kill-one-abduct-three-passengers-on-okene-lokoja-road-in-kogi.html
1262035467	20250909	202509	2025	2025.6822	CRM	PIRATE						CRM													1	173	173	17	4	-5.0	6	1	6	-8.34181078331634	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	0								4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	20250909024500	https://dailytrust.com/lessons-from-simon-ekpas-incarceration/
1262035468	20250909	202509	2025	2025.6822	CRM	CRIMINAL						CRM													0	173	173	17	4	-5.0	10	1	10	-13.4897360703813	3	Jacksonville, Florida, United States	US	USFL	FL031	30.3322	-81.6556	295003	0								3	Jacksonville, Florida, United States	US	USFL	FL031	30.3322	-81.6556	295003	20250909024500	https://www.yahoo.com/news/articles/convicted-sex-offender-seen-vigilante-021446221.html
1262035469	20250909	202509	2025	2025.6822	CRM	GANG						CRM													0	190	190	19	4	-10.0	2	1	2	-8.49514563106796	4	Limawa, Jigawa, Nigeria	NI	NI39	191012	12.3131	9.09434	-2017811	0								4	Limawa, Jigawa, Nigeria	NI	NI39	191012	12.3131	9.09434	-2017811	20250909024500	https://www.informationng.com/2025/09/niger-police-arrest-30-over-thuggery-criminal-acts-during-maulud-procession-in-minna.html
1262035470	20250909	202509	2025	2025.6822	CRM	GANG						CRM													0	190	190	19	4	-10.0	1	1	1	-8.49514563106796	4	Limawa, Jigawa, Nigeria	NI	NI39	191012	12.3131	9.09434	-2017811	0								5	Niger State, Niger, Nigeria	NI	NI31	22950	10	6	-2020892	20250909024500	https://www.informationng.com/2025/09/niger-police-arrest-30-over-thuggery-criminal-acts-during-maulud-procession-in-minna.html
1262035471	20250909	202509	2025	2025.6822	CRM	CRIMINAL						CRM			COP	POLICE						COP			1	043	043	04	1	2.8	10	1	10	-2.11180124223602	3	Milwaukee County, Wisconsin, United States	US	USWI	WI079	43.0006	-87.9668	1581100	3	Milwaukee County, Wisconsin, United States	US	USWI		43.0006	-87.9668	1581100	3	Milwaukee County, Wisconsin, United States	US	USWI		43.0006	-87.9668	1581100	20250909024500	https://www.wpr.org/news/wisconsin-supreme-court-when-judges-order-meds
1262035472	20250909	202509	2025	2025.6822	CRM	SMUGGLER						CRM			CVL	MIGRANT						CVL			1	173	173	17	4	-5.0	3	1	3	-11.0091743119266	1	Guatemala	GT	GT		15.5	-90.25	GT	1	Guatemala	GT	GT		15.5	-90.25	GT	1	Guatemala	GT	GT		15.5	-90.25	GT	20250909024500	https://kvia.com/news/border/2025/09/08/federal-agencies-arrest-35-migrants-smugglers-in-human-smuggling-scheme/
1262035473	20250909	202509	2025	2025.6822	CRM	SMUGGLER						CRM			CVL	MIGRANT						CVL			1	173	173	17	4	-5.0	2	1	2	-11.0091743119266	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20250909024500	https://kvia.com/news/border/2025/09/08/federal-agencies-arrest-35-migrants-smugglers-in-human-smuggling-scheme/
1262035474	20250909	202509	2025	2025.6822	CRM	PIRATE						CRM			NGA	NIGERIA	NGA								1	173	173	17	4	-5.0	2	1	2	-8.34181078331634	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	20250909024500	https://dailytrust.com/lessons-from-simon-ekpas-incarceration/
1262035475	20250909	202509	2025	2025.6822	CRM	PIRATE						CRM			NGA	NIGERIA	NGA								1	173	173	17	4	-5.0	2	1	2	-8.34181078331634	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	1	Finland	FI	FI		64	26	FI	20250909024500	https://dailytrust.com/lessons-from-simon-ekpas-incarceration/
1262035476	20250909	202509	2025	2025.6822	CRM	GANG						CRM			NGA	NIGERIA	NGA								0	190	190	19	4	-10.0	1	1	1	-8.49514563106796	4	Limawa, Jigawa, Nigeria	NI	NI39	191012	12.3131	9.09434	-2017811	4	Limawa, Jigawa, Nigeria	NI	NI39	191012	12.3131	9.09434	-2017811	4	Limawa, Jigawa, Nigeria	NI	NI39	191012	12.3131	9.09434	-2017811	20250909024500	https://www.informationng.com/2025/09/niger-police-arrest-30-over-thuggery-criminal-acts-during-maulud-procession-in-minna.html
1262035477	20250909	202509	2025	2025.6822	CRM	GANG						CRM			NGA	NIGERIA	NGA								0	190	190	19	4	-10.0	1	1	1	-8.49514563106796	4	Minna, Niger, Nigeria	NI	NI31	191124	9.61389	6.55694	-2019717	4	Minna, Niger, Nigeria	NI	NI31	191124	9.61389	6.55694	-2019717	4	Minna, Niger, Nigeria	NI	NI31	191124	9.61389	6.55694	-2019717	20250909024500	https://www.informationng.com/2025/09/niger-police-arrest-30-over-thuggery-criminal-acts-during-maulud-procession-in-minna.html
1262035478	20250909	202509	2025	2025.6822	CRM	CRIMINAL						CRM			UKR	UKRAINIAN	UKR								1	1823	182	18	4	-10.0	1	1	1	-8.48806366047746	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250909024500	https://www.newsbusters.org/blogs/nb/tim-graham/2025/09/08/newsbusters-podcast-why-news-judgment-clouded-racial-angst
1262035479	20250909	202509	2025	2025.6822	CRM	CRIMINAL						CRM			UKR	UKRAINIAN	UKR								1	1823	182	18	4	-10.0	2	1	2	-8.48806366047746	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250909024500	https://www.newsbusters.org/blogs/nb/tim-graham/2025/09/08/newsbusters-podcast-why-news-judgment-clouded-racial-angst
1262035480	20250909	202509	2025	2025.6822	CRM	CRIMINAL						CRM			UKRREF	UKRAINIAN	UKR					REF			1	1823	182	18	4	-10.0	7	1	7	-8.48806366047746	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250909024500	https://www.newsbusters.org/blogs/nb/tim-graham/2025/09/08/newsbusters-podcast-why-news-judgment-clouded-racial-angst
1262035481	20250909	202509	2025	2025.6822	CVL	ENGINEER						CVL													1	010	010	01	1	0.0	10	1	10	0	1	Spain	SP	SP		40	-4	SP	0								1	Spain	SP	SP		40	-4	SP	20250909024500	https://www.yahoo.com/news/articles/9m-federal-grant-fund-safety-004037364.html
1262035482	20250909	202509	2025	2025.6822	CVL	VOTER						CVL													1	012	012	01	1	-0.4	6	1	6	-3.19680319680319	1	Haiti	HA	HA		19	-72.416667	HA	0								1	Haiti	HA	HA		19	-72.416667	HA	20250909024500	https://www.lowellsun.com/2025/09/08/federal-agents-in-lowell-spark-concerns-about-voter-intimidation/
1262035483	20250909	202509	2025	2025.6822	CVL	VOTER						CVL													1	012	012	01	1	-0.4	4	1	4	-3.19680319680319	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20250909024500	https://www.lowellsun.com/2025/09/08/federal-agents-in-lowell-spark-concerns-about-voter-intimidation/
1262035484	20250909	202509	2025	2025.6822	CVL	POPULATION						CVL													0	013	013	01	1	0.4	5	1	5	-3.00693909020818	3	Hams Fork, Wyoming, United States	US	USWY	WY037	41.5866	-109.977	1604394	0								3	Hams Fork, Wyoming, United States	US	USWY		41.5866	-109.977	1604394	20250909024500	https://cowboystatedaily.com/2025/09/08/wyoming-anglers-shift-to-catch-and-release-fuels-worry-for-maimed-fish/
1262035485	20250909	202509	2025	2025.6822	CVL	COMMUNITY						CVL													0	020	020	02	1	3.0	10	1	10	2.25563909774436	2	Alaska, United States	US	USAK		61.385	-152.268	AK	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	20250909024500	https://www.santacruzsentinel.com/2025/09/08/2025-santa-cruz-county-fair-on-track-to-open-wednesday/
1262035486	20250909	202509	2025	2025.6822	CVL	MIGRANT						CVL													0	0233	023	02	1	3.4	5	1	5	-5.0977653631285	4	Turtle Island, Queensland, Australia	AS	AS04	40202	-16.4917	139.805	-1595428	0								4	Turtle Island, Queensland, Australia	AS	AS04	40202	-16.4917	139.805	-1595428	20250909024500	https://www.workers.org/2025/09/87778/
1262035487	20250909	202509	2025	2025.6822	CVL	RESIDENTS						CVL													0	036	036	03	1	4.0	3	1	3	0	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250909024500	https://www.kbtx.com/2025/09/09/college-station-midtown-developer-residents-share-concerns-about-potential-data-center/
1262035488	20250909	202509	2025	2025.6822	CVL	SCIENTIST						CVL													1	040	040	04	1	1.0	3	1	3	0.12820512820512	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20250909024500	https://www.smh.com.au/national/raewyn-s-groundbreaking-work-changed-how-we-think-about-men-its-origins-were-deeply-personal-20250903-p5ms8y.html
1262035489	20250909	202509	2025	2025.6822	CVL	COMMUNITY						CVL													1	051	051	05	1	3.4	10	1	10	4.24242424242425	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250909024500	https://www.inforum.com/lifestyle/ada-celebrates-national-grandparents-day-with-toddlers-and-seniors-together
1262035490	20250909	202509	2025	2025.6822	CVL	COMMUNITY						CVL													1	051	051	05	1	3.4	1	1	1	-5.4421768707483	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20250909024500	https://www.wistv.com/2025/09/08/historians-community-commemorate-battle-eutaw-springs-244-years-later/
1262035491	20250909	202509	2025	2025.6822	CVL	TENANTS						CVL													1	071	071	07	2	7.4	10	1	10	-5.26315789473684	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250909024500	https://www.yahoo.com/news/articles/substandard-rental-conditions-draw-federal-015642438.html
1262035492	20250909	202509	2025	2025.6822	CVL	RESIDENTS						CVL													0	071	071	07	2	7.4	3	1	3	0	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250909024500	https://www.kbtx.com/2025/09/09/college-station-midtown-developer-residents-share-concerns-about-potential-data-center/
1262035493	20250909	202509	2025	2025.6822	CVL	HUNTER						CVL													1	080	080	08	2	5.0	6	1	6	-6.09756097560976	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250909024500	https://960weli.iheart.com/featured/the-sean-hannity-show/content/2025-09-08-51-the-sean-hannity-show-school-woke-fight-september-8th-hour-2/
1262035494	20250909	202509	2025	2025.6822	CVL	RESIDENTS						CVL			AGR	FARMER						AGR			1	190	190	19	4	-10.0	5	1	5	-6.68789808917198	4	Benue, Nigeria (general), Nigeria	NI	NI00	191172	8.31667	8.51667	-2002531	4	Benue, Nigeria (general), Nigeria	NI	NI00	191172	8.31667	8.51667	-2002531	4	Benue, Nigeria (general), Nigeria	NI	NI00	191172	8.31667	8.51667	-2002531	20250909024500	https://dailytrust.com/residents-flee-as-troops-repel-attack-in-benue/
1262035495	20250909	202509	2025	2025.6822	CVL	SCIENTIST						CVL			AUS	AUSTRALIA	AUS								1	040	040	04	1	1.0	2	1	2	0.12820512820512	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250909024500	https://www.smh.com.au/national/raewyn-s-groundbreaking-work-changed-how-we-think-about-men-its-origins-were-deeply-personal-20250903-p5ms8y.html
1262035496	20250909	202509	2025	2025.6822	CVL	NEIGHBOURHOOD						CVL			AUS	SYDNEY	AUS								1	043	043	04	1	2.8	5	1	5	-5.16962843295638	0								0								0								20250909024500	https://www.liverpoolecho.co.uk/news/tv/coronation-street-star-confirms-terrifying-32436522
1262035497	20250909	202509	2025	2025.6822	CVL	CIVIC GROUP						CVL			GOV	GOVERNMENT						GOV			1	071	071	07	2	7.4	5	1	5	1.27118644067797	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20250909024500	https://dailytrust.com/why-power-rotation-agreement-should-be-constitutionalised-sen-achonu/
1262035498	20250909	202509	2025	2025.6822	CVL	CIVIC GROUP						CVL			GOV	GOVERNMENT						GOV			1	090	090	09	2	-2.0	5	1	5	1.27118644067797	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20250909024500	https://dailytrust.com/why-power-rotation-agreement-should-be-constitutionalised-sen-achonu/
1262035499	20250909	202509	2025	2025.6822	CVL	CITIZEN						CVL			MNCUSAMED	GOOGLE	USA					MNC	MED		0	030	030	03	1	4.0	5	1	5	-2.90948275862069	0								0								0								20250909024500	https://www.yahoo.com/news/articles/google-data-center-challenged-final-020542356.html
1262035500	20250909	202509	2025	2025.6822	CVL	VILLAGE						CVL			NGA	LAGOS	NGA								1	036	036	03	1	4.0	5	1	5	11.3122171945701	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20250909024500	https://www.newsghana.com.gh/afrima-2025-voting-opens-for-record-breaking-awards/
1262035501	20250909	202509	2025	2025.6822	CVL	COMMUNITY						CVL			USA	BOSTON	USA								0	010	010	01	1	0.0	10	1	10	-3.03030303030303	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20250909024500	https://www.yahoo.com/news/articles/signatures-collected-somerville-rally-possible-020432450.html
1262035502	20250909	202509	2025	2025.6822	CVL	RESIDENTS						CVL			USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	0	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250909024500	https://www.kbtx.com/2025/09/09/college-station-midtown-developer-residents-share-concerns-about-potential-data-center/
1262035503	20250909	202509	2025	2025.6822	CVL	COMMUNITY						CVL			USA	MASSACHUSETTS	USA								1	040	040	04	1	1.0	10	1	10	3.01724137931035	0								0								0								20250909024500	https://itemlive.com/2025/09/08/nahant-to-hold-lynnway-project-forum/
1262035504	20250909	202509	2025	2025.6822	CVL	VOTER						CVL			USA	UNITED STATES	USA								1	040	040	04	1	1.0	4	1	4	0	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250909024500	https://960weli.iheart.com/featured/the-sean-hannity-show/content/2025-09-08-51-the-sean-hannity-show-newsom-under-challenge-september-8th-hour-3/
1262035505	20250909	202509	2025	2025.6822	CVL	COMMUNITY						CVL			USA	MASSACHUSETTS	USA								1	051	051	05	1	3.4	10	1	10	3.01724137931035	0								0								0								20250909024500	https://itemlive.com/2025/09/08/nahant-to-hold-lynnway-project-forum/
1262035506	20250909	202509	2025	2025.6822	CVL	COMMUNITY						CVL			USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	1	4	-5.4421768707483	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20250909024500	https://www.wistv.com/2025/09/08/historians-community-commemorate-battle-eutaw-springs-244-years-later/
1262035507	20250909	202509	2025	2025.6822	CVL	RESIDENTS						CVL			USA	UNITED STATES	USA								0	071	071	07	2	7.4	2	1	2	0	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250909024500	https://www.kbtx.com/2025/09/09/college-station-midtown-developer-residents-share-concerns-about-potential-data-center/
1262035508	20250909	202509	2025	2025.6822	CVL	COMMUNITY						CVL			USA	TEXAS	USA								1	190	190	19	4	-10.0	10	1	10	-7.43801652892562	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20250909024500	https://www.workers.org/2025/09/87767/
1262035509	20250909	202509	2025	2025.6822	EDU	STUDENT						EDU													0	010	010	01	1	0.0	10	1	10	-4.19847328244275	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20250909024500	https://www.ynetnews.com/article/by3mvb65xg
1262035510	20250909	202509	2025	2025.6822	EDU	COLLEGE						EDU													0	010	010	01	1	0.0	6	1	6	3.4074074074074	3	Diablo Canyon, California, United States	US	USCA	CA079	35.2122	-120.857	241482	0								3	Diablo Canyon, California, United States	US	USCA		35.2122	-120.857	241482	20250909024500	https://santamariatimes.com/news/local/military/vandenberg/space-vandenberg-secures-9-5-million-state-grant-launches-central-coast-into-space-economy-future/article_2efba54f-4599-4b23-a58e-733e572d94ef.html
1262035511	20250909	202509	2025	2025.6822	EDU	STUDENT						EDU													0	020	020	02	1	3.0	4	1	4	2.02103526500309	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	0								3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	20250909024500	https://www.plaintalk.net/local_news/article_03ddd0f2-e734-455b-be55-9ea589e27814.html
1262035512	20250909	202509	2025	2025.6822	EDU	STUDENT						EDU													0	020	020	02	1	3.0	6	1	6	2.02103526500309	3	American Lutheran Church, Minnesota, United States	US	USMN	MN105	43.6255	-95.6086	2048902	0								3	American Lutheran Church, Minnesota, United States	US	USMN		43.6255	-95.6086	2048902	20250909024500	https://www.plaintalk.net/local_news/article_03ddd0f2-e734-455b-be55-9ea589e27814.html
1262035513	20250909	202509	2025	2025.6822	EDU	SCHOOL						EDU													0	030	030	03	1	4.0	10	1	10	0.0654022236756	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20250909024500	https://santamariatimes.com/news/calmatters/california-changed-the-way-it-teaches-science-but-test-scores-remain-low/article_9d08e6e8-a7ad-5083-b4e0-22437edcbfb6.html
1262035514	20250909	202509	2025	2025.6822	EDU	STUDENT						EDU													0	030	030	03	1	4.0	10	1	10	-0.95923261390888	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250909024500	https://rivergrandrapids.com/ixp/87/p/michigan-school-lunch-funding-2025/
1262035515	20250909	202509	2025	2025.6822	EDU	SCHOOL						EDU													1	0334	033	03	1	6.0	12	2	12	1.98675496688741	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20250909024500	https://okcfox.com/news/nation-world/trump-vows-protect-prayer-public-schools-upcoming-guidance-from-dept-ed-religious-liberty-museum-bible-religion-speech-wokeness-smithsonian
