1271104301	20241028	202410	2024	2024.8164	FRA	FRANCE	FRA								FRAELI	FRANCE	FRA					ELI			1	051	051	05	1	3.4	5	1	5	3.22580645161291	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20251028120000	https://www.allkpop.com/article/2025/10/stray-kids-to-feature-on-dj-snakes-upcoming-album-nomad-with-new-track-in-the-dark
1271104503	20251028	202510	2025	2025.8164	AUT	AUSTRIA	AUT								FIN	FINLAND	FIN								1	043	043	04	1	2.8	1	1	1	3.22033898305085	1	Austria	AU	AU		47.333333	13.333333	AU	1	Finland	FI	FI		64	26	FI	1	Austria	AU	AU		47.333333	13.333333	AU	20251028120000	https://www.moneycontrol.com/entertainment/30th-european-union-film-festival-in-new-delhi-to-open-with-india-premiere-of-netherlands-oscar-entry-memory-lane-article-13637459.html
1271104504	20251028	202510	2025	2025.8164	AUT	AUSTRIAN	AUT								FIN	FINNISH	FIN								1	043	043	04	1	2.8	4	1	4	3.22033898305085	1	Austria	AU	AU		47.333333	13.333333	AU	1	Finland	FI	FI		64	26	FI	1	Finland	FI	FI		64	26	FI	20251028120000	https://www.moneycontrol.com/entertainment/30th-european-union-film-festival-in-new-delhi-to-open-with-india-premiere-of-netherlands-oscar-entry-memory-lane-article-13637459.html
1271104505	20251028	202510	2025	2025.8164	AUT	AUSTRIA	AUT								LKA	COLOMBO	LKA								1	173	173	17	4	-5.0	1	1	1	12.401055408971	1	Austria	AU	AU		47.333333	13.333333	AU	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	1	Austria	AU	AU		47.333333	13.333333	AU	20251028120000	https://bizenglish.adaderana.lk/austrian-honorary-consul-strengthens-bilateral-ties-at-prestigious-colombo-reception/
1271104506	20251028	202510	2025	2025.8164	AUT	AUSTRIA	AUT								LKA	SRI LANKA	LKA								1	173	173	17	4	-5.0	5	1	5	12.401055408971	1	Austria	AU	AU		47.333333	13.333333	AU	1	Austria	AU	AU		47.333333	13.333333	AU	1	Austria	AU	AU		47.333333	13.333333	AU	20251028120000	https://bizenglish.adaderana.lk/austrian-honorary-consul-strengthens-bilateral-ties-at-prestigious-colombo-reception/
1271104507	20251028	202510	2025	2025.8164	AUTJUD	AUSTRIA	AUT					JUD													0	111	111	11	3	-2.0	1	1	1	-9.63597430406849	1	Austria	AU	AU		47.333333	13.333333	AU	0								1	Austria	AU	AU		47.333333	13.333333	AU	20251028120000	https://infotechlead.com/artificial-intelligence/noyb-files-criminal-complaint-against-clearview-ai-over-illegal-facial-recognition-and-gdpr-violations-91900
1271104508	20251028	202510	2025	2025.8164	AZE	AZERBAIJAN	AZE																		1	036	036	03	1	4.0	7	1	7	6.90846286701209	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	0								4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20251028120000	https://www.trend.az/azerbaijan/society/4109825.html
1271104509	20251028	202510	2025	2025.8164	AZE	AZERBAIJAN	AZE																		1	043	043	04	1	2.8	3	1	3	0.985221674876846	4	Khankendi, Ismayilli, Azerbaijan	AJ	AJ25	504	40.7573	48.4152	-2706942	0								4	Khankendi, Ismayilli, Azerbaijan	AJ	AJ25	504	40.7573	48.4152	-2706942	20251028120000	https://www.trend.az/azerbaijan/society/4109839.html
1271104510	20251028	202510	2025	2025.8164	AZECVL	AZERBAIJAN	AZE					CVL			AZEGOV	ILHAM ALIYEV	AZE					GOV			1	040	040	04	1	1.0	4	1	4	0	4	Horovlu, C?brayil, Azerbaijan	AJ	AJ14	513	39.4017	47.0966	-2707016	4	Horovlu, C?brayil, Azerbaijan	AJ	AJ14	513	39.4017	47.0966	-2707016	4	Horovlu, C?brayil, Azerbaijan	AJ	AJ14	513	39.4017	47.0966	-2707016	20251028120000	https://www.trend.az/azerbaijan/politics/4109836.html
1271104511	20251028	202510	2025	2025.8164	AZEGOV	ILHAM ALIYEV	AZE					GOV			AZECVL	AZERBAIJAN	AZE					CVL			1	040	040	04	1	1.0	4	1	4	0	4	Horovlu, C?brayil, Azerbaijan	AJ	AJ14	513	39.4017	47.0966	-2707016	4	Horovlu, C?brayil, Azerbaijan	AJ	AJ14	513	39.4017	47.0966	-2707016	4	Horovlu, C?brayil, Azerbaijan	AJ	AJ14	513	39.4017	47.0966	-2707016	20251028120000	https://www.trend.az/azerbaijan/politics/4109836.html
1271104512	20251028	202510	2025	2025.8164	AZEGOV	ILHAM ALIYEV	AZE					GOV			CVL	RESIDENTS						CVL			1	040	040	04	1	1.0	6	1	6	0	4	Horovlu, C?brayil, Azerbaijan	AJ	AJ14	513	39.4017	47.0966	-2707016	4	Horovlu, C?brayil, Azerbaijan	AJ	AJ14	513	39.4017	47.0966	-2707016	4	Horovlu, C?brayil, Azerbaijan	AJ	AJ14	513	39.4017	47.0966	-2707016	20251028120000	https://www.trend.az/azerbaijan/politics/4109836.html
1271104513	20251028	202510	2025	2025.8164	BEL	WATERLOO	BEL																		0	043	043	04	1	2.8	10	1	10	9.77130977130973	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	0								4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20251028120000	https://www.liverpoolecho.co.uk/news/showbiz-news/coronation-street-star-notices-drastic-32761452
1271104514	20251028	202510	2025	2025.8164	BEN	BENIN	BEN																		1	070	070	07	2	7.0	5	1	5	5.05836575875487	1	Benin	BN	BN		9.5	2.25	BN	0								1	Benin	BN	BN		9.5	2.25	BN	20251028120000	https://www.itnewsafrica.com/2025/10/mtn-group-fintech-secures-best-platform-business-award-at-yello-care-awards/
1271104515	20251028	202510	2025	2025.8164	BGD	BANGLADESH	BGD																		1	010	010	01	1	0.0	8	1	8	2.71493212669683	4	Jamuna, Bangladesh (general), Bangladesh	BG	BG00	5811	25.1	89	-2722569	0								4	Jamuna, Bangladesh (general), Bangladesh	BG	BG00	5811	25.1	89	-2722569	20251028120000	https://www.dhakatribune.com/bangladesh/395011/ca-yunus-proper-implementation-of-july-charter
1271104516	20251028	202510	2025	2025.8164	BGD	BANGLADESH	BGD																		1	010	010	01	1	0.0	2	1	2	4.74308300395257	4	Uttara, Rangpur, Bangladesh	BG	BG87	5818	25.5694	89.0408	11281553	0								4	Uttara, Rangpur, Bangladesh	BG	BG87	5818	25.5694	89.0408	11281553	20251028120000	https://www.dhakatribune.com/business/395009/uttara-motors-holds-annual-dealers-conference-2025
1271104517	20251028	202510	2025	2025.8164	BGD	BANGLADESH	BGD																		1	020	020	02	1	3.0	4	1	4	0.67340067340068	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251028120000	https://www.freepressjournal.in/world/pakistan-offers-karachi-port-access-to-bangladesh-amid-dhakas-strained-ties-with-new-delhi
1271104518	20251028	202510	2025	2025.8164	BGD	BANGLADESH	BGD																		1	020	020	02	1	3.0	2	1	2	0.67340067340068	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	0								4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20251028120000	https://www.freepressjournal.in/world/pakistan-offers-karachi-port-access-to-bangladesh-amid-dhakas-strained-ties-with-new-delhi
1271104519	20251028	202510	2025	2025.8164	BGD	BANGLADESH	BGD																		1	100	100	10	3	-5.0	10	1	10	2.71493212669683	4	Jamuna, Bangladesh (general), Bangladesh	BG	BG00	5811	25.1	89	-2722569	0								4	Jamuna, Bangladesh (general), Bangladesh	BG	BG00	5811	25.1	89	-2722569	20251028120000	https://www.dhakatribune.com/bangladesh/395011/ca-yunus-proper-implementation-of-july-charter
1271104520	20251028	202510	2025	2025.8164	BGD	BANGLADESH	BGD								BGDMOS	BANGLADESH	BGD			MOS					0	036	036	03	1	4.0	1	1	1	0	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251028120000	https://www.dhakatribune.com/bangladesh/395005/touhid-bangladesh-follows-legal-process-in-sheikh
1271104521	20251028	202510	2025	2025.8164	BGD	DHAKA	BGD								PAK	PAKISTAN	PAK								0	043	043	04	1	2.8	5	1	5	0.67340067340068	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251028120000	https://www.freepressjournal.in/world/pakistan-offers-karachi-port-access-to-bangladesh-amid-dhakas-strained-ties-with-new-delhi
1271104522	20251028	202510	2025	2025.8164	BGDBUS	BANGLADESH	BGD					BUS			BGD	BANGLADESH	BGD								1	026	026	02	1	4.0	4	1	4	4.74308300395257	4	Uttara, Rangpur, Bangladesh	BG	BG87	5818	25.5694	89.0408	11281553	4	Uttara, Rangpur, Bangladesh	BG	BG87	5818	25.5694	89.0408	11281553	4	Uttara, Rangpur, Bangladesh	BG	BG87	5818	25.5694	89.0408	11281553	20251028120000	https://www.dhakatribune.com/business/395009/uttara-motors-holds-annual-dealers-conference-2025
1271104523	20251028	202510	2025	2025.8164	BGDBUS	BANGLADESH	BGD					BUS			BUS	MANUFACTURER						BUS			1	026	026	02	1	4.0	1	1	1	4.74308300395257	4	Uttara, Rangpur, Bangladesh	BG	BG87	5818	25.5694	89.0408	11281553	4	Uttara, Rangpur, Bangladesh	BG	BG87	5818	25.5694	89.0408	11281553	4	Uttara, Rangpur, Bangladesh	BG	BG87	5818	25.5694	89.0408	11281553	20251028120000	https://www.dhakatribune.com/business/395009/uttara-motors-holds-annual-dealers-conference-2025
1271104524	20251028	202510	2025	2025.8164	BGDMOS	BANGLADESH	BGD			MOS					BGD	BANGLADESH	BGD								0	010	010	01	1	0.0	1	1	1	0	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251028120000	https://www.dhakatribune.com/bangladesh/395005/touhid-bangladesh-follows-legal-process-in-sheikh
1271104525	20251028	202510	2025	2025.8164	BHR	BAHRAIN	BHR								GOV	PRIME MINISTER						GOV			1	040	040	04	1	1.0	2	1	2	9.47368421052632	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	20251028120000	https://www.gdnonline.com:443/Details/1367041/HRH-the-Crown-Prince-and-Prime-Minister-meets-with-the-President-of-BACA
1271104526	20251028	202510	2025	2025.8164	BHS	NASSAU	BHS								USA	JACKSONVILLE	USA								1	190	190	19	4	-10.0	6	1	6	-5.22388059701492	3	Hunters Green, Florida, United States	US	USFL	FL057	28.1371	-82.3492	2483575	3	Hunters Green, Florida, United States	US	USFL		28.1371	-82.3492	2483575	3	Hunters Green, Florida, United States	US	USFL		28.1371	-82.3492	2483575	20251028120000	https://www.firstcoastnews.com/article/news/local/us-1-crash-hunters-green-drive-bicyclist-killed-nassau-county-florida-fhp/77-8c03fea1-7533-481c-bfd2-724e41e65496
1271104527	20251028	202510	2025	2025.8164	BLR	BELARUS	BLR																		1	046	046	04	1	7.0	1	1	1	1.8018018018018	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20251028120000	https://www.orissapost.com/india-belarus-hold-talks-to-boost-bilateral-ties-across-key-sectors/
1271104528	20251028	202510	2025	2025.8164	BLR	BELARUSIAN	BLR								EDU	UNIVERSITY						EDU			0	043	043	04	1	2.8	3	1	3	1.8018018018018	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20251028120000	https://www.orissapost.com/india-belarus-hold-talks-to-boost-bilateral-ties-across-key-sectors/
1271104529	20251028	202510	2025	2025.8164	BLR	BELARUS	BLR								EDU	UNIVERSITY						EDU			0	043	043	04	1	2.8	2	1	2	1.8018018018018	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	1	India	IN	IN		20	77	IN	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20251028120000	https://www.orissapost.com/india-belarus-hold-talks-to-boost-bilateral-ties-across-key-sectors/
1271104530	20251028	202510	2025	2025.8164	BLR	BELARUS	BLR								EDU	STUDENT						EDU			0	051	051	05	1	3.4	1	1	1	1.8018018018018	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	1	India	IN	IN		20	77	IN	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20251028120000	https://www.orissapost.com/india-belarus-hold-talks-to-boost-bilateral-ties-across-key-sectors/
1271104531	20251028	202510	2025	2025.8164	BLR	BELARUSIAN	BLR								GOV	AMBASSADOR						GOV			0	017	017	01	1	0.0	1	1	1	1.8018018018018	1	India	IN	IN		20	77	IN	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20251028120000	https://www.orissapost.com/india-belarus-hold-talks-to-boost-bilateral-ties-across-key-sectors/
1271104532	20251028	202510	2025	2025.8164	BLR	BELARUS	BLR								GOV	FOREIGN OFFICE						GOV			1	040	040	04	1	1.0	2	1	2	1.8018018018018	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20251028120000	https://www.orissapost.com/india-belarus-hold-talks-to-boost-bilateral-ties-across-key-sectors/
1271104533	20251028	202510	2025	2025.8164	BMU	BERMUDIAN	BMU								UAF	ARMED GANG						UAF			1	010	010	01	1	0.0	10	1	10	-7.08955223880597	4	Port-Au-Prince, Ouest, Haiti	HA	HA11	17198	18.5392	-72.335	-70311	4	Port-Au-Prince, Ouest, Haiti	HA	HA11	17198	18.5392	-72.335	-70311	4	Port-Au-Prince, Ouest, Haiti	HA	HA11	17198	18.5392	-72.335	-70311	20251028120000	https://www.royalgazette.com/general/news/article/20251028/haiti-orphanage-beset-by-gangs-now-faces-hurricane/
1271104534	20251028	202510	2025	2025.8164	BRA	BRAZIL	BRA																		1	042	042	04	1	1.9	5	1	5	0.68965517241379	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251028120000	https://www.newser.com/story/377614/gates-quit-the-doomsday-talk-on-climate-change.html
1271104535	20251028	202510	2025	2025.8164	BTN	BHUTAN	BTN								BUS	CORPORATION						BUS			1	010	010	01	1	0.0	10	1	10	2.5974025974026	1	Bhutan	BT	BT		27.5	90.5	BT	1	Bhutan	BT	BT		27.5	90.5	BT	1	Bhutan	BT	BT		27.5	90.5	BT	20251028120000	https://www.bbs.bt/234932/
1271104536	20251028	202510	2025	2025.8164	BUDMAH223	SOTO				BUD															0	010	010	01	1	0.0	3	1	3	-3.37991550211244	3	Bexar County, Texas, United States	US	USTX	TX029	29.4502	-98.517	1383800	0								3	Bexar County, Texas, United States	US	USTX		29.4502	-98.517	1383800	20251028120000	https://www.ksat.com/news/local/2025/10/28/lead-sapd-detective-in-melissa-perez-murder-case-expected-to-continue-testimony-on-day-12-of-murder-trial/
1271104537	20251028	202510	2025	2025.8164	BUDMAH223	SOTO				BUD															0	010	010	01	1	0.0	18	1	6	-3.37991550211244	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251028120000	https://www.ksat.com/news/local/2025/10/28/lead-sapd-detective-in-melissa-perez-murder-case-expected-to-continue-testimony-on-day-12-of-murder-trial/
1271104538	20251028	202510	2025	2025.8164	BUDMAH223	SOTO				BUD															0	193	193	19	4	-10.0	12	1	6	-3.37991550211244	3	Bexar County, Texas, United States	US	USTX	TX029	29.4502	-98.517	1383800	0								3	Bexar County, Texas, United States	US	USTX		29.4502	-98.517	1383800	20251028120000	https://www.ksat.com/news/local/2025/10/28/lead-sapd-detective-in-melissa-perez-murder-case-expected-to-continue-testimony-on-day-12-of-murder-trial/
1271104539	20251028	202510	2025	2025.8164	BUDMAH223	SOTO				BUD					USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	-3.37991550211244	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Bexar County, Texas, United States	US	USTX		29.4502	-98.517	1383800	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251028120000	https://www.ksat.com/news/local/2025/10/28/lead-sapd-detective-in-melissa-perez-murder-case-expected-to-continue-testimony-on-day-12-of-murder-trial/
1271104540	20251028	202510	2025	2025.8164	BUDMAH223	SOTO				BUD					USA	UNITED STATES	USA								0	010	010	01	1	0.0	4	1	2	-3.37991550211244	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251028120000	https://www.ksat.com/news/local/2025/10/28/lead-sapd-detective-in-melissa-perez-murder-case-expected-to-continue-testimony-on-day-12-of-murder-trial/
1271104541	20251028	202510	2025	2025.8164	BUDMAH223	SOTO				BUD					USA	UNITED STATES	USA								0	193	193	19	4	-10.0	2	1	2	-3.37991550211244	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Bexar County, Texas, United States	US	USTX		29.4502	-98.517	1383800	3	Bexar County, Texas, United States	US	USTX		29.4502	-98.517	1383800	20251028120000	https://www.ksat.com/news/local/2025/10/28/lead-sapd-detective-in-melissa-perez-murder-case-expected-to-continue-testimony-on-day-12-of-murder-trial/
1271104542	20251028	202510	2025	2025.8164	BUDMAH223	SOTO				BUD					USA	UNITED STATES	USA								0	193	193	19	4	-10.0	2	1	2	-3.37991550211244	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251028120000	https://www.ksat.com/news/local/2025/10/28/lead-sapd-detective-in-melissa-perez-murder-case-expected-to-continue-testimony-on-day-12-of-murder-trial/
1271104543	20251028	202510	2025	2025.8164	BUS	CEOS						BUS													0	017	017	01	1	0.0	12	1	12	-0.56338028169014	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251028120000	https://www.yahoo.com/news/articles/mark-zuckerberg-privately-met-pam-110001211.html
1271104544	20251028	202510	2025	2025.8164	BUS	AIRLINE						BUS													0	020	020	02	1	3.0	10	1	10	1.69753086419753	1	Finland	FI	FI		64	26	FI	0								1	Finland	FI	FI		64	26	FI	20251028120000	https://ftnnews.com/travel-news/aviation/what-happens-when-ai-starts-setting-charter-flight-prices/
1271104545	20251028	202510	2025	2025.8164	BUS	BOSS						BUS													1	030	030	03	1	4.0	10	1	10	0.23201856148492	5	Anambra State, Anambra, Nigeria	NI	NI25	22646	6.33333	7	-1999834	0								5	Anambra State, Anambra, Nigeria	NI	NI25	22646	6.33333	7	-1999834	20251028120000	https://dailypost.ng/2025/10/28/anambra-guber-inec-boss-warns-against-vote-buying-extends-pvc-collection/
1271104546	20251028	202510	2025	2025.8164	BUS	BUSINESS						BUS													1	046	046	04	1	7.0	4	1	4	2.72727272727273	4	Parel, Maharashtra, India	IN	IN16	70184	19	72.8333	-2107253	0								4	Parel, Maharashtra, India	IN	IN16	70184	19	72.8333	-2107253	20251028120000	https://www.campaignasia.com:443/article/the-pure-potency-of-piyush-pandey/505477
1271104547	20251028	202510	2025	2025.8164	BUS	AIRLINE						BUS													1	050	050	05	1	3.5	10	1	10	-5.15151515151515	4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	0								4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	20251028120000	https://www.dailymail.co.uk/news/article-15234275/Plane-carrying-foreign-tourists-crashes-Kenya-killing-11-board.html
1271104548	20251028	202510	2025	2025.8164	BUS	BANK						BUS													1	051	051	05	1	3.4	14	1	10	8.06045340050378	4	Baroda, Gujarat, India	IN	IN09	70124	22.3	73.2	-2114049	0								4	Baroda, Gujarat, India	IN	IN09	70124	22.3	73.2	-2114049	20251028120000	https://www.adgully.com/post/8372/bank-of-baroda-celebrates-the-spirit-of-chhath-with-a-special-musical-tribute
1271104549	20251028	202510	2025	2025.8164	BUS	INDUSTRY						BUS													1	057	057	05	1	8.0	5	1	5	-3.66492146596858	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	0								4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20251028120000	https://www.techcentral.ie/un-member-states-sign-cybercrime-agreement-despite-industry-activist-opposition/
1271104550	20251028	202510	2025	2025.8164	BUS	INDUSTRY						BUS													1	057	057	05	1	8.0	5	1	5	-3.66492146596858	1	Venezuela	VE	VE		8	-66	VE	0								1	Venezuela	VE	VE		8	-66	VE	20251028120000	https://www.techcentral.ie/un-member-states-sign-cybercrime-agreement-despite-industry-activist-opposition/
1271104551	20251028	202510	2025	2025.8164	BUS	COMPANY						BUS													0	060	060	06	2	6.0	3	1	3	3.32559938128384	3	Reno, Nevada, United States	US	USNV	NV031	39.5296	-119.814	861100	0								3	Reno, Nevada, United States	US	USNV	NV031	39.5296	-119.814	861100	20251028120000	https://www.finanznachrichten.de/nachrichten-2025-10/66810845-lodestar-metals-corp-lodestar-metals-defines-three-large-gold-silver-soil-anomalies-at-goldrun-property-nevada-296.htm
1271104552	20251028	202510	2025	2025.8164	BUS	COMPANY						BUS													0	060	060	06	2	6.0	2	1	2	3.32559938128384	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	0								2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20251028120000	https://www.finanznachrichten.de/nachrichten-2025-10/66810845-lodestar-metals-corp-lodestar-metals-defines-three-large-gold-silver-soil-anomalies-at-goldrun-property-nevada-296.htm
1271104553	20251028	202510	2025	2025.8164	BUS	BANK						BUS													0	070	070	07	2	7.0	10	1	10	8.06045340050378	4	Baroda, Gujarat, India	IN	IN09	70124	22.3	73.2	-2114049	0								4	Baroda, Gujarat, India	IN	IN09	70124	22.3	73.2	-2114049	20251028120000	https://www.adgully.com/post/8372/bank-of-baroda-celebrates-the-spirit-of-chhath-with-a-special-musical-tribute
1271104554	20251028	202510	2025	2025.8164	BUS	COMPANY						BUS													1	070	070	07	2	7.0	10	1	10	6.96378830083566	1	Ghana	GH	GH		8	-2	GH	0								1	Ghana	GH	GH		8	-2	GH	20251028120000	https://thebftonline.com/2025/10/28/ipmc-named-technology-group-of-the-year/
1271104555	20251028	202510	2025	2025.8164	BUS	INDUSTRY						BUS													1	071	071	07	2	7.4	10	1	10	-0.19646365422397	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20251028120000	https://www.freepressjournal.in/world/who-is-saikat-chakrabarti-indian-origin-challenger-taking-on-nancy-pelosi-in-2026-us-congress-race
1271104556	20251028	202510	2025	2025.8164	BUS	EMPLOYER						BUS													1	071	071	07	2	7.4	5	1	5	5.39979231568016	1	Armenia	AM	AM		40	45	AM	0								1	Armenia	AM	AM		40	45	AM	20251028120000	https://www.forbes.com/councils/forbestechcouncil/2025/10/28/how-governments-are-using-tax-incentives-to-accelerate-ai-and-rd-development/
1271104557	20251028	202510	2025	2025.8164	BUS	BANK						BUS													0	073	073	07	2	7.4	10	1	10	-0.93167701863354	1	Spain	SP	SP		40	-4	SP	0								1	Spain	SP	SP		40	-4	SP	20251028120000	https://www.live5news.com/2025/10/27/guide-what-know-sc-snap-benefits-set-expire/
1271104558	20251028	202510	2025	2025.8164	BUS	COMPANY						BUS													1	080	080	08	2	5.0	10	1	10	2.60869565217391	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251028120000	https://insidebitcoins.com/news/metaplanet-shares-jump-5-5-as-bitcoin-firm-unveils-500m-share-buyback-plan
1271104559	20251028	202510	2025	2025.8164	BUS	COMPANY						BUS													1	090	090	09	2	-2.0	4	1	4	1.41242937853108	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20251028120000	https://thebuzz.iheart.com/featured/the-rod-ryan-show/content/2025-10-28-food-news-the-top-10-airport-snacks-in-america-sonic-cracker-barrel/
1271104560	20251028	202510	2025	2025.8164	BUS	COMPANY						BUS													1	111	111	11	3	-2.0	15	1	10	4.01891252955083	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20251028120000	https://www.adgully.com/post/8360/nippo-strengthens-leadership-team-with-appointment-of-shardul-bist-as-chief-marketing-officer
1271104561	20251028	202510	2025	2025.8164	BUS	COMPANY						BUS													1	111	111	11	3	-2.0	10	1	10	5.78947368421053	1	United Arab Emirates	AE	AE		24	54	AE	0								1	United Arab Emirates	AE	AE		24	54	AE	20251028120000	https://www.trend.az/business/4109843.html
1271104562	20251028	202510	2025	2025.8164	BUS	INVESTOR						BUS													0	130	130	13	3	-4.4	5	1	5	3.17965023847377	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20251028120000	https://www.manilatimes.net/2025/10/28/tmt-newswire/globenewswire/blaqclouds-appoints-dr-tony-ratliff-to-its-advisory-board-of-directors/2209949
1271104563	20251028	202510	2025	2025.8164	BUS	COMPANY						BUS													1	172	172	17	4	-5.0	10	1	10	-9.63597430406849	1	Netherlands	NL	NL		52.5	5.75	NL	0								1	Netherlands	NL	NL		52.5	5.75	NL	20251028120000	https://infotechlead.com/artificial-intelligence/noyb-files-criminal-complaint-against-clearview-ai-over-illegal-facial-recognition-and-gdpr-violations-91900
1271104564	20251028	202510	2025	2025.8164	BUS	INDUSTRY						BUS			AUS	AUSTRALIA	AUS								1	045	045	04	1	5.0	10	1	10	1.74216027874565	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251028120000	https://www.insurancebusinessmag.com/au/news/breaking-news/niba-review-highlights-selfregulation-and-professionalism-opportunity-554505.aspx
1271104565	20251028	202510	2025	2025.8164	BUS	BUSINESS						BUS			CHN	CHINA	CHN								1	040	040	04	1	1.0	1	1	1	6.90537084398976	4	Antara, Aceh, Indonesia	ID	ID01	18585	3.5292	99.0184	10119106	4	Wuhu, Anhui, China	CH	CH01	12997	31.1461	118.571	-1930182	4	Wuhu, Anhui, China	CH	CH01	12997	31.1461	118.571	-1930182	20251028120000	https://en.antaranews.com/news/388462/the-2025-chery-international-user-summit-opens-a-new-chapter-as-aimoga-robotics-unveils-its-global-brand-strategy
