1261114025	20240903	202409	2024	2024.6658	CANGOVEDU	ONTARIO	CAN					GOV	EDU		CAN	ONTARIO	CAN								1	020	020	02	1	3.0	10	1	10	-2.85374554102259	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20250903163000	https://www.intelligencer.ca:443/news/local-news/school-trustees-essential/wcm/0046049b-5dda-4c25-b1a8-fb09d2ca2b77
1261114349	20250903	202509	2025	2025.6658	BGDBUS	BANGLADESH	BGD					BUS			JPNBUS	JAPANESE	JPN					BUS			0	042	042	04	1	1.9	6	1	6	4.95495495495495	4	Matarbari, Chittagong, Bangladesh	BG	BG84	5772	21.7301	91.8911	-2728184	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20250903163000	https://www.tbsnews.net/bangladesh/ca-proposes-opportunities-skilled-workers-plans-send-100000-youths-japan-1228276
1261114350	20250903	202509	2025	2025.6658	BGDGOV	BANGLADESH	BGD					GOV			BGD	BANGLADESH	BGD								1	050	050	05	1	3.5	2	1	2	-1.1605415860735	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250903163000	https://www.thehindu.com/news/international/us-president-trump-appoints-brent-christensen-as-new-us-ambassador-to-bangladesh/article70009308.ece
1261114351	20250903	202509	2025	2025.6658	BGDGOV	DHAKA	BGD					GOV			GOV	INTERIM GOVERNMENT						GOV			0	040	040	04	1	1.0	10	1	10	-1.1605415860735	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250903163000	https://www.thehindu.com/news/international/us-president-trump-appoints-brent-christensen-as-new-us-ambassador-to-bangladesh/article70009308.ece
1261114352	20250903	202509	2025	2025.6658	BGDGOV	DHAKA	BGD					GOV			USAGOV	THE US	USA					GOV			0	138	138	13	3	-7.0	10	1	10	-1.1605415860735	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250903163000	https://www.thehindu.com/news/international/us-president-trump-appoints-brent-christensen-as-new-us-ambassador-to-bangladesh/article70009308.ece
1261114353	20250903	202509	2025	2025.6658	BGR	SOFIA	BGR																		0	084	084	08	2	7.0	10	1	10	-0.49875311720699	4	Torreilles, Languedoc-Roussillon, France	FR	FRA9	16290	42.7543	2.99292	-1473069	0								4	Torreilles, Languedoc-Roussillon, France	FR	FRA9	16290	42.7543	2.99292	-1473069	20250903163000	https://www.freshplaza.com/north-america/article/9761777/release-of-micro-wasps-to-combat-the-asian-midge-in-france/
1261114354	20250903	202509	2025	2025.6658	BMUGOV	MICHAEL SCOTT	BMU					GOV													1	010	010	01	1	0.0	10	1	10	1.21951219512195	0								0								0								20250903163000	https://www.galwaybayfm.ie/galway-bay-fm-news-desk/heritage-council-to-fund-vernacular-survey-in-ballindooley-202023
1261114355	20250903	202509	2025	2025.6658	BRA	BRAZIL	BRA																		0	016	016	01	1	-2.0	1	1	1	-7.2265625	1	Brazil	BR	BR		-10	-55	BR	0								1	United States	US	US		39.828175	-98.5795	US	20250903163000	https://www.yahoo.com/news/articles/bolsonaro-lawyers-tell-brazil-court-154516848.html
1261114356	20250903	202509	2025	2025.6658	BRA	RIO DE JANEIRO	BRA																		0	043	043	04	1	2.8	1	1	1	5.90476190476191	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250903163000	https://www.centralchronicle.com/touched-by-warm-welcome-from-indian-community-truly-heartening-pm-modi-in-uk/
1261114357	20250903	202509	2025	2025.6658	BRA	BRAZILIAN	BRA																		1	110	110	11	3	-2.0	2	1	2	-5.12991339107262	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	0								4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20250903163000	https://www.yahoo.com/news/articles/know-bolsonaros-coup-plot-trial-155539583.html
1261114358	20250903	202509	2025	2025.6658	BRA	BRAZILIAN	BRA																		1	110	110	11	3	-2.0	8	1	8	-5.12991339107262	1	Argentina	AR	AR		-34	-64	AR	0								1	Argentina	AR	AR		-34	-64	AR	20250903163000	https://www.yahoo.com/news/articles/know-bolsonaros-coup-plot-trial-155539583.html
1261114359	20250903	202509	2025	2025.6658	BRA	RIO DE JANEIRO	BRA								CAN	CANADA	CAN								0	043	043	04	1	2.8	1	1	1	5.90476190476191	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250903163000	https://www.centralchronicle.com/touched-by-warm-welcome-from-indian-community-truly-heartening-pm-modi-in-uk/
1261114360	20250903	202509	2025	2025.6658	BRA	RIO DE JANEIRO	BRA								CAN	CANADA	CAN								0	043	043	04	1	2.8	1	1	1	5.90476190476191	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	1	Canada	CA	CA		60	-96	CA	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20250903163000	https://www.centralchronicle.com/touched-by-warm-welcome-from-indian-community-truly-heartening-pm-modi-in-uk/
1261114361	20250903	202509	2025	2025.6658	BRA	BRAZIL	BRA								COP	PRISON						COP			0	173	173	17	4	-5.0	3	1	3	-5.12991339107262	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20250903163000	https://www.yahoo.com/news/articles/know-bolsonaros-coup-plot-trial-155539583.html
1261114362	20250903	202509	2025	2025.6658	BRA	BRAZIL	BRA								JUD	PROSECUTOR						JUD			0	010	010	01	1	0.0	4	1	4	-5.12991339107262	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20250903163000	https://www.yahoo.com/news/articles/know-bolsonaros-coup-plot-trial-155539583.html
1261114363	20250903	202509	2025	2025.6658	BRA	BRAZIL	BRA								JUD	LAWYER						JUD			1	043	043	04	1	2.8	1	1	1	-4.13476263399693	3	Worcester Police Department, Massachusetts, United States	US	USMA	MA027	42.2715	-71.7979	604308	3	Worcester Police Department, Massachusetts, United States	US	USMA		42.2715	-71.7979	604308	3	Worcester Police Department, Massachusetts, United States	US	USMA		42.2715	-71.7979	604308	20250903163000	https://www.yahoo.com/news/articles/youngest-daughter-mother-arrested-ice-150023207.html
1261114364	20250903	202509	2025	2025.6658	BRA	BRAZIL	BRA								JUD	LAWYER						JUD			1	043	043	04	1	2.8	2	1	2	-4.13476263399693	1	Brazil	BR	BR		-10	-55	BR	3	Worcester Police Department, Massachusetts, United States	US	USMA		42.2715	-71.7979	604308	3	Worcester Police Department, Massachusetts, United States	US	USMA		42.2715	-71.7979	604308	20250903163000	https://www.yahoo.com/news/articles/youngest-daughter-mother-arrested-ice-150023207.html
1261114365	20250903	202509	2025	2025.6658	BRA	BRAZIL	BRA								NGA	NIGERIA	NGA								1	057	057	05	1	8.0	1	1	1	4.14507772020725	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Nigeria	NI	NI		10	8	NI	20250903163000	https://www.fibre2fashion.com/news/textile-news/nigeria-brazil-sign-mou-to-boost-cotton-productivity-in-former-304997-newsdetails.htm
1261114366	20250903	202509	2025	2025.6658	BRA	BRAZIL	BRA								NGA	NIGERIA	NGA								1	057	057	05	1	8.0	7	1	4	4.14507772020725	1	Brazil	BR	BR		-10	-55	BR	1	Nigeria	NI	NI		10	8	NI	1	Brazil	BR	BR		-10	-55	BR	20250903163000	https://www.fibre2fashion.com/news/textile-news/nigeria-brazil-sign-mou-to-boost-cotton-productivity-in-former-304997-newsdetails.htm
1261114367	20250903	202509	2025	2025.6658	BRA	BRAZIL	BRA								NGA	NIGERIA	NGA								1	057	057	05	1	8.0	2	1	1	4.14507772020725	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Brazil	BR	BR		-10	-55	BR	20250903163000	https://www.fibre2fashion.com/news/textile-news/nigeria-brazil-sign-mou-to-boost-cotton-productivity-in-former-304997-newsdetails.htm
1261114368	20250903	202509	2025	2025.6658	BRA	BRAZIL	BRA								NGAGOV	NIGERIAN	NGA					GOV			1	043	043	04	1	2.8	6	1	6	4.14507772020725	1	Brazil	BR	BR		-10	-55	BR	1	Nigeria	NI	NI		10	8	NI	1	Brazil	BR	BR		-10	-55	BR	20250903163000	https://www.fibre2fashion.com/news/textile-news/nigeria-brazil-sign-mou-to-boost-cotton-productivity-in-former-304997-newsdetails.htm
1261114369	20250903	202509	2025	2025.6658	BRA	BRAZIL	BRA								PER	PERU	PER								1	100	100	10	3	-5.0	5	1	5	0.9367681498829	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	20250903163000	https://www.freshplaza.com/north-america/article/9761692/the-market-is-currently-flooded-with-ginger/
1261114370	20250903	202509	2025	2025.6658	BRA	BRAZIL	BRA								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-4.13476263399693	1	Brazil	BR	BR		-10	-55	BR	3	Worcester Police Department, Massachusetts, United States	US	USMA		42.2715	-71.7979	604308	3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	20250903163000	https://www.yahoo.com/news/articles/youngest-daughter-mother-arrested-ice-150023207.html
1261114371	20250903	202509	2025	2025.6658	BRA	BRAZIL	BRA								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-4.13476263399693	1	Brazil	BR	BR		-10	-55	BR	3	Worcester Police Department, Massachusetts, United States	US	USMA		42.2715	-71.7979	604308	1	Brazil	BR	BR		-10	-55	BR	20250903163000	https://www.yahoo.com/news/articles/youngest-daughter-mother-arrested-ice-150023207.html
1261114372	20250903	202509	2025	2025.6658	BRAGOV	BRAZIL	BRA					GOV			BRA	BRAZILIAN	BRA								1	013	013	01	1	0.4	2	1	2	-7.2265625	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20250903163000	https://www.yahoo.com/news/articles/bolsonaro-lawyers-tell-brazil-court-154516848.html
1261114373	20250903	202509	2025	2025.6658	BUS	TRADER						BUS													1	010	010	01	1	0.0	3	1	3	-1.69971671388102	4	Ganderbal, Jammu and Kashmir, India	IN	IN12	72789	34.2333	74.7833	-2095802	0								4	Ganderbal, Jammu and Kashmir, India	IN	IN12	72789	34.2333	74.7833	-2095802	20250903163000	https://www.freshplaza.com/north-america/article/9761813/indian-walnut-growers-face-low-prices-and-rising-imports/
1261114374	20250903	202509	2025	2025.6658	BUS	AIRLINE						BUS													1	010	010	01	1	0.0	10	1	10	-1.99637023593466	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250903163000	https://www.yahoo.com/news/articles/2-united-planes-collide-san-155215542.html
1261114375	20250903	202509	2025	2025.6658	BUS	BANK						BUS													1	017	017	01	1	0.0	4	1	4	1.18343195266272	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20250903163000	https://www.newsx.com/india/eid-e-milad-2025-check-whether-banks-will-be-open-or-shut-in-your-city-on-the-occasion-of-eid-i-milad-on-september-5-57503/
1261114376	20250903	202509	2025	2025.6658	BUS	INDUSTRY						BUS													1	020	020	02	1	3.0	10	1	10	0	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250903163000	https://www.bradfordera.com/2025/09/03/labor-industry-pushback-proposed-home-care-changes/
1261114377	20250903	202509	2025	2025.6658	BUS	BUSINESS						BUS													0	030	030	03	1	4.0	8	1	8	5.12820512820513	4	Koregaon, Maharashtra, India	IN	IN16	70178	18.65	74.0833	-2101448	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250903163000	https://www.pressreleasepoint.com/apple-koregaon-park-opens-customers-thursday-september-4-pune
1261114378	20250903	202509	2025	2025.6658	BUS	COMPANY						BUS													0	030	030	03	1	4.0	10	1	10	2.38751147842057	1	Argentina	AR	AR		-34	-64	AR	0								1	Peru	PE	PE		-10	-76	PE	20250903163000	https://www.freshplaza.com/north-america/article/9761972/cencosud-has-reached-an-agreement-to-acquire-100-of-the-fresh-market/
1261114379	20250903	202509	2025	2025.6658	BUS	CORPORATION						BUS													0	030	030	03	1	4.0	2	1	2	0.65160729800174	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	0								2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20250903163000	https://www.yahoo.com/news/articles/governor-race-exposes-divergent-paths-152650705.html
1261114380	20250903	202509	2025	2025.6658	BUS	CORPORATION						BUS													0	030	030	03	1	4.0	2	1	2	0.65160729800174	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	0								2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20250903163000	https://www.yahoo.com/news/articles/governor-race-exposes-divergent-paths-152650705.html
1261114381	20250903	202509	2025	2025.6658	BUS	COMPANY						BUS													1	031	031	03	1	5.2	1	1	1	-0.84985835694051	3	Tarboro, North Carolina, United States	US	USNC	NC065	35.8968	-77.5358	1022886	0								3	Tarboro, North Carolina, United States	US	USNC	NC065	35.8968	-77.5358	1022886	20250903163000	https://www.reflector.com/news/local/company-that-planned-major-battery-plant-now-shuttering/article_d3ea6ba5-a937-53eb-9ad3-6c12ff835cce.html
1261114382	20250903	202509	2025	2025.6658	BUS	INDUSTRY						BUS													0	036	036	03	1	4.0	9	1	9	-3.30097087378641	3	Colorado Springs, Colorado, United States	US	USCO	CO041	38.8339	-104.821	204797	0								3	Colorado Springs, Colorado, United States	US	USCO		38.8339	-104.821	204797	20250903163000	https://www.yahoo.com/news/articles/lauren-boebert-takes-rare-stance-155735652.html
1261114383	20250903	202509	2025	2025.6658	BUS	INDUSTRY						BUS													1	040	040	04	1	1.0	7	1	7	6.25	4	Bishopsgate, United Kingdom (general), United Kingdom	UK	UK00	154724	55.5167	-0.083333	-2590026	0								4	Bishopsgate, United Kingdom (general), United Kingdom	UK	UK00	154724	55.5167	-0.083333	-2590026	20250903163000	https://www.events.insuranceinsider.com/LMC
1261114384	20250903	202509	2025	2025.6658	BUS	COMPANY						BUS													1	042	042	04	1	1.9	4	1	4	9.00621118012422	1	Hong Kong	HK	HK		22.25	114.166667	HK	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	20250903163000	https://www.freshplaza.com/north-america/article/9760287/we-know-berries-and-we-know-how-to-get-the-very-best-ones-to-asia/
1261114385	20250903	202509	2025	2025.6658	BUS	INDUSTRY						BUS													0	043	043	04	1	2.8	6	1	6	0.68233510235027	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	0								4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	20250903163000	https://www.intelligencer.ca:443/news/lauren-ash-superstore-music-singer
1261114386	20250903	202509	2025	2025.6658	BUS	INDUSTRY						BUS													0	043	043	04	1	2.8	2	1	2	0.68233510235027	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250903163000	https://www.intelligencer.ca:443/news/lauren-ash-superstore-music-singer
1261114387	20250903	202509	2025	2025.6658	BUS	CHAMBER OF COMMERCE						BUS													1	043	043	04	1	2.8	2	1	2	0.5464480874317	3	Wausau, Wisconsin, United States	US	USWI	WI073	44.9591	-89.6301	1576325	0								3	Wausau, Wisconsin, United States	US	USWI	WI073	44.9591	-89.6301	1576325	20250903163000	https://www.wsaw.com/2025/09/03/new-jobs-block-returns-next-week-400-block/
1261114388	20250903	202509	2025	2025.6658	BUS	COMPANIES						BUS													0	043	043	04	1	2.8	10	1	10	0.9367681498829	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20250903163000	https://www.freshplaza.com/north-america/article/9761692/the-market-is-currently-flooded-with-ginger/
1261114389	20250903	202509	2025	2025.6658	BUS	TYCOON						BUS													1	051	051	05	1	3.4	6	1	6	-1.25786163522013	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	0								4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20250903163000	https://www.manilatimes.net/2025/09/04/world/asia-oceania/thailand-ruling-party-moves-to-dissolve-parliament/2177928
1261114390	20250903	202509	2025	2025.6658	BUS	BANK						BUS													1	051	051	05	1	3.4	1	1	1	8.37696335078534	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20250903163000	http://www.arabherald.com/news/278550436/united-arab-bank-partners-with-adx-to-offer-ipo-subscription-services-for-customers
1261114391	20250903	202509	2025	2025.6658	BUS	COMPANY						BUS													1	071	071	07	2	7.4	5	1	5	2.92682926829268	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	0								4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	20250903163000	https://www.pressreleasepoint.com/user/centre-cities
1261114392	20250903	202509	2025	2025.6658	BUS	BUSINESS						BUS													0	071	071	07	2	7.4	2	1	2	5.14285714285714	1	Thailand	TH	TH		15	100	TH	0								1	Thailand	TH	TH		15	100	TH	20250903163000	https://missionlocal.org/2025/09/pop-up-arts-collective-finds-new-home-at-former-lucca-ravioli-site/
1261114393	20250903	202509	2025	2025.6658	BUS	BANK						BUS													1	073	073	07	2	7.4	2	1	2	2.9126213592233	3	Marco Island, Florida, United States	US	USFL	FL021	25.9412	-81.7184	286405	0								3	Marco Island, Florida, United States	US	USFL		25.9412	-81.7184	286405	20250903163000	https://www.winknews.com/news/collier/collier-community-foundation-restocks-collier-county-pantries-with-51k/article_0d11f0f7-0ca2-40c0-a25b-709f54f490bc.html
1261114394	20250903	202509	2025	2025.6658	BUS	BANK						BUS													1	073	073	07	2	7.4	8	1	8	2.9126213592233	3	Collier County, Florida, United States	US	USFL	FL021	26.1337	-81.4831	295754	0								3	Collier County, Florida, United States	US	USFL		26.1337	-81.4831	295754	20250903163000	https://www.winknews.com/news/collier/collier-community-foundation-restocks-collier-county-pantries-with-51k/article_0d11f0f7-0ca2-40c0-a25b-709f54f490bc.html
1261114395	20250903	202509	2025	2025.6658	BUS	BANK						BUS													1	073	073	07	2	7.4	2	1	2	2.9126213592233	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250903163000	https://www.winknews.com/news/collier/collier-community-foundation-restocks-collier-county-pantries-with-51k/article_0d11f0f7-0ca2-40c0-a25b-709f54f490bc.html
1261114396	20250903	202509	2025	2025.6658	BUS	COMPANY						BUS													1	084	084	08	2	7.0	2	1	2	-0.84985835694051	3	Edgecombe County, North Carolina, United States	US	USNC	NC065	35.9002	-77.583	1008551	0								3	Edgecombe County, North Carolina, United States	US	USNC		35.9002	-77.583	1008551	20250903163000	https://www.reflector.com/news/local/company-that-planned-major-battery-plant-now-shuttering/article_d3ea6ba5-a937-53eb-9ad3-6c12ff835cce.html
1261114397	20250903	202509	2025	2025.6658	BUS	BUSINESS						BUS													0	0874	087	08	2	10.0	5	1	5	-0.68359375	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20250903163000	https://www.dddnews.com/news/missouri-voters-expanded-paid-sick-leave-the-gop-undid-it-and-the-repeal-just-took-effect-6d62c165
1261114398	20250903	202509	2025	2025.6658	BUS	AIRLINE						BUS													0	090	090	09	2	-2.0	1	1	1	5.45112781954887	4	Hainan, Hainan, China	CH	CH31	13072	18.9394	109.484	6025157	0								4	Hainan, Hainan, China	CH	CH31	13072	18.9394	109.484	6025157	20250903163000	https://airlines.iata.org/2025/09/02/prioritizing-passenger-experience
1261114399	20250903	202509	2025	2025.6658	BUS	COMPANY						BUS													0	114	114	11	3	-2.0	10	1	10	1.82608695652174	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	0								4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20250903163000	https://calgarysun.com/news/local-news/barron-building-conversion-spring-2026-completion-date-steak-house-anchor-tenant
1261114400	20250903	202509	2025	2025.6658	BUS	COMPANY						BUS													0	181	181	18	4	-9.0	10	1	10	-3.72093023255814	0								0								0								20250903163000	https://www.piworld.com/post/good-at-their-job-bad-for-your-culture-when-leaders-must-act/
1261114401	20250903	202509	2025	2025.6658	BUS	INDUSTRY						BUS													1	190	190	19	4	-10.0	2	1	2	-0.99447513812155	4	Espol, Niedersachsen, Germany	GM	GM06	40698	51.7	9.78333	-1767827	0								4	Espol, Niedersachsen, Germany	GM	GM06	40698	51.7	9.78333	-1767827	20250903163000	https://www.foodandwine.com/jose-cuervo-sauza-tequila-wars-11799242
1261114402	20250903	202509	2025	2025.6658	BUS	COMPANY						BUS													1	193	193	19	4	-10.0	10	2	10	0.14430014430014	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20250903163000	https://krcgtv.com/news/nation-world/macys-focus-on-fresh-product-lines-and-improved-customer-experience-begin-to-show-results
1261114403	20250903	202509	2025	2025.6658	BUS	COMPANY						BUS			AUS	AUSTRALIAN	AUS								1	060	060	06	2	6.0	10	1	10	7.4404761904762	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250903163000	https://www.freshplaza.com/north-america/article/9761854/queensland-honors-anusaya-fresh-for-avocado-imports/
1261114404	20250903	202509	2025	2025.6658	BUS	BUSINESS						BUS			COP	POLICE						COP			1	043	043	04	1	2.8	10	1	10	-8.36120401337788	3	Parsons Police Department, Kansas, United States	US	USKS	KS099	37.3422	-95.2637	2504065	3	Parsons Police Department, Kansas, United States	US	USKS		37.3422	-95.2637	2504065	3	Parsons Police Department, Kansas, United States	US	USKS		37.3422	-95.2637	2504065	20250903163000	https://www.yahoo.com/news/articles/teenager-charged-vape-shop-break-134715408.html
1261114405	20250903	202509	2025	2025.6658	BUS	INDUSTRY						BUS			EDU	STUDENT						EDU			1	036	036	03	1	4.0	10	1	10	6.81818181818181	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250903163000	https://www.piworld.com/article/uw-stouts-graphic-communications-program-receives-national-grants/
1261114406	20250903	202509	2025	2025.6658	BUS	AEROSPACE						BUS			ELIMIL	RETIRED						ELI	MIL		0	084	084	08	2	7.0	1	1	1	-2.02898550724637	1	Germany	GM	GM		51.5	10.5	GM	1	Israel	IS	IS		31.5	34.75	IS	1	Germany	GM	GM		51.5	10.5	GM	20250903163000	https://www.washingtonexaminer.com/daily-on-defense/3790990/trump-targets-chicago-baltimore-military-intervention-violent-crime/
1261114407	20250903	202509	2025	2025.6658	BUS	AEROSPACE						BUS			ELIMIL	RETIRED						ELI	MIL		0	084	084	08	2	7.0	4	1	4	-2.02898550724637	1	Germany	GM	GM		51.5	10.5	GM	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	1	Germany	GM	GM		51.5	10.5	GM	20250903163000	https://www.washingtonexaminer.com/daily-on-defense/3790990/trump-targets-chicago-baltimore-military-intervention-violent-crime/
1261114408	20250903	202509	2025	2025.6658	BUS	WAITER						BUS			GOV	MINIST						GOV			1	043	043	04	1	2.8	2	1	2	-1.39405204460966	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20250903163000	https://thenet.ng/nollywood-movies-to-watch-this-september/
1261114409	20250903	202509	2025	2025.6658	BUS	WAITER						BUS			GOV	MINIST						GOV			1	043	043	04	1	2.8	8	1	8	-1.39405204460966	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250903163000	https://thenet.ng/nollywood-movies-to-watch-this-september/
1261114410	20250903	202509	2025	2025.6658	BUS	COMPANY						BUS			GOV	PRESIDENT						GOV			0	130	130	13	3	-4.4	1	1	1	0.65160729800174	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250903163000	https://www.yahoo.com/news/articles/governor-race-exposes-divergent-paths-152650705.html
1261114411	20250903	202509	2025	2025.6658	BUS	COMPANY						BUS			GOV	PRESIDENT						GOV			0	130	130	13	3	-4.4	7	1	7	0.65160729800174	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20250903163000	https://www.yahoo.com/news/articles/governor-race-exposes-divergent-paths-152650705.html
1261114412	20250903	202509	2025	2025.6658	BUS	BANK						BUS			IND	KERALA	IND								1	017	017	01	1	0.0	4	1	4	1.18343195266272	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20250903163000	https://www.newsx.com/india/eid-e-milad-2025-check-whether-banks-will-be-open-or-shut-in-your-city-on-the-occasion-of-eid-i-milad-on-september-5-57503/
1261114413	20250903	202509	2025	2025.6658	BUS	BUSINESS						BUS			LAB	WORKER						LAB			0	036	036	03	1	4.0	5	1	5	-0.68359375	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20250903163000	https://www.dddnews.com/news/missouri-voters-expanded-paid-sick-leave-the-gop-undid-it-and-the-repeal-just-took-effect-6d62c165
