1268105502	20251012	202510	2025	2025.7726	GOV	ADMINISTRATION						GOV													0	180	180	18	4	-9.0	3	1	3	-1.93439865433137	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20251012001500	https://www.pressdemocrat.com/2025/10/11/republicans-try-to-weaken-50-year-old-law-protecting-whales-seals-and-polar-bears/
1268105503	20251012	202510	2025	2025.7726	GOV	KING						GOV													0	186	186	18	4	-10.0	6	2	6	-4.37443845462713	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20251012001500	https://www.pressdemocrat.com/2025/10/11/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/
1268105504	20251012	202510	2025	2025.7726	GOV	KING						GOV													1	193	193	19	4	-10.0	10	1	10	1.84049079754601	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20251012001500	https://www.superherohype.com/tv/623670-wonder-man-trailer-previews-new-mcu-show-co-created-spider-man-4-director
1268105505	20251012	202510	2025	2025.7726	GOV	GOVERNMENT OFFICIAL						GOV			AUS	VICTORIA	AUS								1	020	020	02	1	3.0	2	1	2	-0.44313146233383	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	20251012001500	https://www.brisbanetimes.com.au/politics/federal/albanese-scrambles-to-lock-in-minerals-deal-before-trump-meeting-20251006-p5n0b1.html
1268105506	20251012	202510	2025	2025.7726	GOV	MINIST OF STATE						GOV			AUSLEG	AUSTRALIA	AUS					LEG			1	020	020	02	1	3.0	10	1	8	0.248138957816381	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251012001500	https://www.skynews.com.au/australia-news/politics/special-minister-of-state-don-farrell-reveals-details-of-inquiry-into-increasing-number-of-federal-mps/news-story/f23b906ef4e3f1fd0d0b7983cceca900?nk=8e5c68f823d97aa8981689f08a7fcac2-1760227305
1268105507	20251012	202510	2025	2025.7726	GOV	MINIST OF STATE						GOV			AUSLEG	AUSTRALIA	AUS					LEG			1	020	020	02	1	3.0	6	1	6	0.248138957816381	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20251012001500	https://www.skynews.com.au/australia-news/politics/special-minister-of-state-don-farrell-reveals-details-of-inquiry-into-increasing-number-of-federal-mps/news-story/f23b906ef4e3f1fd0d0b7983cceca900?nk=8e5c68f823d97aa8981689f08a7fcac2-1760227305
1268105508	20251012	202510	2025	2025.7726	GOV	GOVERNMENT						GOV			BUS	BANK						BUS			1	020	020	02	1	3.0	10	1	10	1.41732283464567	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20251012001500	https://www.thedailystar.net/business/economy/banks/news/new-law-fully-insure-93-bank-depositors-4007576
1268105509	20251012	202510	2025	2025.7726	GOV	PRESIDENT						GOV			BUS	COMPANIES						BUS			0	040	040	04	1	1.0	1	1	1	-0.44313146233383	1	China	CH	CH		35	105	CH	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	1	China	CH	CH		35	105	CH	20251012001500	https://www.brisbanetimes.com.au/politics/federal/albanese-scrambles-to-lock-in-minerals-deal-before-trump-meeting-20251006-p5n0b1.html
1268105510	20251012	202510	2025	2025.7726	GOV	PRESIDENT						GOV			BUS	COMPANIES						BUS			0	040	040	04	1	1.0	4	1	4	-0.44313146233383	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251012001500	https://www.brisbanetimes.com.au/politics/federal/albanese-scrambles-to-lock-in-minerals-deal-before-trump-meeting-20251006-p5n0b1.html
1268105511	20251012	202510	2025	2025.7726	GOV	PRESIDENT						GOV			CANGOVBUS	MARK CARNEY	CAN					GOV	BUS		1	040	040	04	1	1.0	8	1	8	-1.74216027874564	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20251012001500	https://www.bnnbloomberg.ca/business/politics/2025/10/11/i-see-a-lot-of-steep-barriers-industry-experts-weigh-in-on-likelihood-of-keystone-xl-revival/
1268105512	20251012	202510	2025	2025.7726	GOV	GOVERNMENT						GOV			CHN	CHINA	CHN								1	0234	023	02	1	3.4	2	1	2	-4.59905660377358	4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	20251012001500	https://www.dailymail.co.uk/news/article-15184255/Police-secret-messaging-app-Beijing-agents-spy-phones.html
1268105513	20251012	202510	2025	2025.7726	GOV	GOVERNMENT						GOV			CHN	CHINA	CHN								1	0234	023	02	1	3.4	3	1	3	-4.59905660377358	4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	20251012001500	https://www.dailymail.co.uk/news/article-15184255/Police-secret-messaging-app-Beijing-agents-spy-phones.html
1268105514	20251012	202510	2025	2025.7726	GOV	KING						GOV			COP	POLICE						COP			0	180	180	18	4	-9.0	16	2	16	-4.42638140161725	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20251012001500	https://www.pressdemocrat.com/2025/10/11/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/
1268105515	20251012	202510	2025	2025.7726	GOV	KING						GOV			COP	POLICE						COP			0	180	180	18	4	-9.0	4	1	4	-4.16666666666666	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20251012001500	https://www.pressdemocrat.com/2025/10/11/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/
1268105516	20251012	202510	2025	2025.7726	GOV	MINISTRY						GOV			CVL	THE POOR						CVL			1	020	020	02	1	3.0	2	1	2	-4.22535211267605	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20251012001500	https://timesofindia.indiatimes.com/city/noida/as-temperature-dips-ncrs-air-quality-slips-to-poor-too/articleshow/124489745.cms
1268105517	20251012	202510	2025	2025.7726	GOV	PRESIDENT						GOV			DEU	GERMANY	DEU								1	113	113	11	3	-2.0	2	1	2	-8.57142857142854	1	United States	US	US		39.828175	-98.5795	US	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20251012001500	https://www.theepochtimes.com/bright/wars-sedition-and-defining-a-clear-and-present-danger-5924908
1268105518	20251012	202510	2025	2025.7726	GOV	PRESIDENT						GOV			DEU	GERMANY	DEU								1	113	113	11	3	-2.0	6	1	6	-8.57142857142854	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251012001500	https://www.theepochtimes.com/bright/wars-sedition-and-defining-a-clear-and-present-danger-5924908
1268105519	20251012	202510	2025	2025.7726	GOV	PRIME MINISTER						GOV			FJI	FIJIAN	FJI								1	051	051	05	1	3.4	14	1	10	7.48792270531401	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20251012001500	https://www.fijivillage.com/news/Fiji-receives-4485M-in-remittances-in-first-4-months-of-2025---Rabuka-xf4r58/
1268105520	20251012	202510	2025	2025.7726	GOV	PRIME MINISTER						GOV			FJICVL	FIJIAN	FJI					CVL			1	051	051	05	1	3.4	6	1	6	7.48792270531401	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20251012001500	https://www.fijivillage.com/news/Fiji-receives-4485M-in-remittances-in-first-4-months-of-2025---Rabuka-xf4r58/
1268105521	20251012	202510	2025	2025.7726	GOV	PRESIDENT						GOV			FRA	FRANCE	FRA								1	051	051	05	1	3.4	2	1	2	-1.73053152039555	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105522	20251012	202510	2025	2025.7726	GOV	PRINCE						GOV			GBR	LONDON	GBR								0	043	043	04	1	2.8	10	1	10	-2.52525252525253	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251012001500	https://www.dailymail.co.uk/news/article-15184237/King-Charles-tells-Harry-stop-fighting-government-taxpayer-funded-security-risk-derailing-chance-reconciliation.html
1268105523	20251012	202510	2025	2025.7726	GOV	GOVERNMENT						GOV			GBR	UNITED KINGDOM	GBR								1	130	130	13	3	-4.4	6	1	6	-1.44927536231884	4	Princeton, Devon, United Kingdom	UK	UKD4	40104	50.55	-4	-2605757	4	Princeton, Devon, United Kingdom	UK	UKD4	40104	50.55	-4	-2605757	4	Princeton, Devon, United Kingdom	UK	UKD4	40104	50.55	-4	-2605757	20251012001500	https://www.agassizharrisonobserver.com/local-news/snow-starting-to-fall-on-okanagan-connector-also-expected-on-highway-3-8302414
1268105524	20251012	202510	2025	2025.7726	GOV	GOVERNMENT						GOV			GBR	UNITED KINGDOM	GBR								1	130	130	13	3	-4.4	2	1	2	-1.44927536231884	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251012001500	https://www.agassizharrisonobserver.com/local-news/snow-starting-to-fall-on-okanagan-connector-also-expected-on-highway-3-8302414
1268105525	20251012	202510	2025	2025.7726	GOV	PRIME MINISTER						GOV			IGOJUDICC	INTERNATIONAL CRIMINAL COURT		ICC				IGO	JUD		0	051	051	05	1	3.4	6	1	6	-2.07134637514385	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20251012001500	http://www.arabherald.com/news/278630944/strategy-is-different-today-owaisi-lauds-op-sindoor-says-he-went-in-all-party-delegation-abroad-for-the-country-not-for-the-pm
1268105526	20251012	202510	2025	2025.7726	GOV	PRIME MINISTER						GOV			IGOJUDICC	INTERNATIONAL CRIMINAL COURT		ICC				IGO	JUD		1	051	051	05	1	3.4	8	1	8	-2.62162341005525	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20251012001500	http://www.arabherald.com/news/278630981/lack-of-clarity-about-gaza-peace-planthey-are-working-like-real-estate-project-owaisi
1268105527	20251012	202510	2025	2025.7726	GOV	PRIME MINISTER						GOV			ISR	ISRAEL	ISR								1	051	051	05	1	3.4	2	1	2	-0.88987764182425	4	Arabian Sea, India (general), India	IN	IN00		20	65	-2089022	4	Arabian Sea, India (general), India	IN	IN00		20	65	-2089022	4	Arabian Sea, India (general), India	IN	IN00		20	65	-2089022	20251012001500	https://www.financialexpress.com/opinion/across-the-aisle-by-p-chidambaram-up-the-down-staircase/4007314/
1268105528	20251012	202510	2025	2025.7726	GOV	SPECIAL ENVOY						GOV			ISR	TEL AVIV	ISR								1	051	051	05	1	3.4	3	1	3	2.78688524590164	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20251012001500	https://redstate.com/nick-arama/2025/10/11/trump-cheered-in-israel-even-cnn-makes-stunning-statements-about-him-and-obama-n2194974
1268105529	20251012	202510	2025	2025.7726	GOV	SPECIAL ENVOY						GOV			ISR	ISRAEL	ISR								1	051	051	05	1	3.4	2	1	2	2.78688524590164	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20251012001500	https://redstate.com/nick-arama/2025/10/11/trump-cheered-in-israel-even-cnn-makes-stunning-statements-about-him-and-obama-n2194974
1268105530	20251012	202510	2025	2025.7726	GOV	FOREIGN MINIST						GOV			ISR	ISRAELI	ISR								1	051	051	05	1	3.4	1	1	1	-2.58358662613982	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20251012001500	https://www.presstv.ir/Detail/2025/10/11/756730/Iran-no-trust-Israel-no-talks-United-States
1268105531	20251012	202510	2025	2025.7726	GOV	FOREIGN MINIST						GOV			ISR	TEL AVIV	ISR								1	130	130	13	3	-4.4	1	1	1	-2.58358662613982	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	Gaza Strip	GZ	GZ		31.425074	34.373398	GZ	20251012001500	https://www.presstv.ir/Detail/2025/10/11/756730/Iran-no-trust-Israel-no-talks-United-States
1268105532	20251012	202510	2025	2025.7726	GOV	PRIME MINISTER						GOV			ISRGOV	ISRAELI	ISR					GOV			1	051	051	05	1	3.4	3	1	3	-2.80504908835905	4	Malegaon, Maharashtra, India	IN	IN16	70181	19.2833	77.2667	-2103453	4	Malegaon, Maharashtra, India	IN	IN16	70181	19.2833	77.2667	-2103453	4	Malegaon, Maharashtra, India	IN	IN16	70181	19.2833	77.2667	-2103453	20251012001500	http://www.arabherald.com/news/278630981/lack-of-clarity-about-gaza-peace-planthey-are-working-like-real-estate-project-owaisi
1268105533	20251012	202510	2025	2025.7726	GOV	PRIME MINISTER						GOV			ISRGOV	ISRAELI	ISR					GOV			1	051	051	05	1	3.4	3	1	3	-2.80504908835905	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251012001500	http://www.arabherald.com/news/278630981/lack-of-clarity-about-gaza-peace-planthey-are-working-like-real-estate-project-owaisi
1268105534	20251012	202510	2025	2025.7726	GOV	GOVERNMENT						GOV			LAB	WORKER						LAB			1	051	051	05	1	3.4	10	1	10	0.83732057416268	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20251012001500	https://www.thepeterboroughexaminer.com/thestar/business/donald-trump-is-trying-to-decimate-our-steel-industry-his-plan-will-backfire/article_f733a5e1-dfd7-5ecd-b8f3-765c3132a7c3.html
1268105535	20251012	202510	2025	2025.7726	GOV	FOREIGN MINIST						GOV			LBN	LEBANON	LBN								1	1246	124	12	3	-4.0	4	1	4	-8.433734939759	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20251012001500	https://athens-times.com/iran-has-no-trust-in-israel-over-gaza-ceasefire/
1268105536	20251012	202510	2025	2025.7726	GOV	KING						GOV			MED	TELEVISION						MED			1	190	190	19	4	-10.0	6	1	6	-4.5822102425876	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20251012001500	https://www.idahostatejournal.com/news/national/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/article_a886c315-a79f-574a-b8a4-ebf1fd7f7da1.html
1268105537	20251012	202510	2025	2025.7726	GOV	KING						GOV			MED	TELEVISION						MED			1	190	190	19	4	-10.0	6	1	6	-4.16666666666666	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20251012001500	https://www.pressdemocrat.com/2025/10/11/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/
1268105538	20251012	202510	2025	2025.7726	GOV	KING						GOV			MED	TELEVISION						MED			1	193	193	19	4	-10.0	6	1	6	-4.5822102425876	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20251012001500	https://www.idahostatejournal.com/news/national/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/article_a886c315-a79f-574a-b8a4-ebf1fd7f7da1.html
1268105539	20251012	202510	2025	2025.7726	GOV	KING						GOV			MED	TELEVISION						MED			1	193	193	19	4	-10.0	6	1	6	-4.16666666666666	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20251012001500	https://www.pressdemocrat.com/2025/10/11/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/
1268105540	20251012	202510	2025	2025.7726	GOV	PRINCE						GOV			NGA	NIGERIA	NGA								0	042	042	04	1	1.9	1	1	1	-2.52525252525253	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	1	Nigeria	NI	NI		10	8	NI	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20251012001500	https://www.dailymail.co.uk/news/article-15184237/King-Charles-tells-Harry-stop-fighting-government-taxpayer-funded-security-risk-derailing-chance-reconciliation.html
1268105541	20251012	202510	2025	2025.7726	GOV	KING						GOV			OPP	PROTESTER						OPP			1	175	175	17	4	-9.0	20	2	20	-4.37443845462713	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20251012001500	https://www.pressdemocrat.com/2025/10/11/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/
1268105542	20251012	202510	2025	2025.7726	GOV	INTERIOR MINIST						GOV			PAK	PAKISTAN	PAK								0	051	051	05	1	3.4	2	1	2	-12.1107266435986	4	Dera Ismail Khan, North-West Frontier, Pakistan	PK	PK03	23655	31.8327	70.9024	-2759095	4	Dera Ismail Khan, North-West Frontier, Pakistan	PK	PK03	23655	31.8327	70.9024	-2759095	4	Dera Ismail Khan, North-West Frontier, Pakistan	PK	PK03	23655	31.8327	70.9024	-2759095	20251012001500	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/10/12/at-least-seven-officers-killed-in-police-station-attack
1268105543	20251012	202510	2025	2025.7726	GOV	PRESIDENT						GOV			PER	PERUVIAN	PER								1	030	030	03	1	4.0	5	1	5	-4.10094637223975	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	20251012001500	https://nagalandpost.com/perus-congress-leader-jose-jeri-sworn-in-as-president/
1268105544	20251012	202510	2025	2025.7726	GOV	KING						GOV			UAF	MILITANT						UAF			0	112	112	11	3	-2.0	12	2	12	-4.37443845462713	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20251012001500	https://www.pressdemocrat.com/2025/10/11/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/
1268105545	20251012	202510	2025	2025.7726	GOV	FOREIGN MINIST						GOV			USA	THE US	USA								0	010	010	01	1	0.0	10	1	10	-2.58358662613982	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20251012001500	https://www.presstv.ir/Detail/2025/10/11/756730/Iran-no-trust-Israel-no-talks-United-States
1268105546	20251012	202510	2025	2025.7726	GOV	STATE OFFICIAL						GOV			USA	UNITED STATES	USA								0	020	020	02	1	3.0	4	1	4	-7.64192139737991	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20251012001500	https://omaha.com/news/nation-world/article_a2ae713d-0aa5-5cb1-be6e-7fb54b70afc9.html
1268105547	20251012	202510	2025	2025.7726	GOV	GOVERNOR						GOV			USA	VIRGINIA	USA								1	020	020	02	1	3.0	10	1	10	3.24675324675325	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20251012001500	https://www.wdbj7.com/2025/10/11/appomattox-farm-delivers-grown-pumpkins-virginias-executive-mansion/
1268105548	20251012	202510	2025	2025.7726	GOV	MAYOR						GOV			USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-7.64192139737991	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20251012001500	https://omaha.com/news/nation-world/article_a2ae713d-0aa5-5cb1-be6e-7fb54b70afc9.html
1268105549	20251012	202510	2025	2025.7726	GOV	PRESIDENT						GOV			USA	WASHINGTON	USA								1	040	040	04	1	1.0	8	1	8	-1.74216027874564	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251012001500	https://www.bnnbloomberg.ca/business/politics/2025/10/11/i-see-a-lot-of-steep-barriers-industry-experts-weigh-in-on-likelihood-of-keystone-xl-revival/
1268105550	20251012	202510	2025	2025.7726	GOV	FOREIGN MINIST						GOV			USA	THE US	USA								0	046	046	04	1	7.0	10	1	10	-2.58358662613982	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20251012001500	https://www.presstv.ir/Detail/2025/10/11/756730/Iran-no-trust-Israel-no-talks-United-States
1268105551	20251012	202510	2025	2025.7726	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	-2.40963855421687	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20251012001500	https://www.pressdemocrat.com/2025/10/11/tech-billionaire-marc-benioff-says-trump-should-deploy-national-guard-to-san-francisco/
1268105552	20251012	202510	2025	2025.7726	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	-2.40963855421687	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20251012001500	https://www.pressdemocrat.com/2025/10/11/tech-billionaire-marc-benioff-says-trump-should-deploy-national-guard-to-san-francisco/
1268105553	20251012	202510	2025	2025.7726	GOV	KING						GOV			USAUAF	UNITED STATES	USA					UAF			0	112	112	11	3	-2.0	8	2	8	-4.37443845462713	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20251012001500	https://www.pressdemocrat.com/2025/10/11/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/
1268105554	20251012	202510	2025	2025.7726	GOV	PRESIDENT						GOV			VEN	VENEZUELA	VEN								0	012	012	01	1	-0.4	4	1	4	4.19161676646706	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20251012001500	https://www.fox26houston.com/news/maria-corina-machado-nobel-prize-dedicated-to-trump
1268105555	20251012	202510	2025	2025.7726	GOV	PRESIDENT						GOV			VEN	VENEZUELA	VEN								0	051	051	05	1	3.4	6	1	6	4.19161676646706	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251012001500	https://www.fox26houston.com/news/maria-corina-machado-nobel-prize-dedicated-to-trump
1268105556	20251012	202510	2025	2025.7726	GRC	GREECE	GRC																		1	036	036	03	1	4.0	4	1	4	4.21994884910486	1	Greece	GR	GR		39	22	GR	0								1	Greece	GR	GR		39	22	GR	20251012001500	https://www.eonline.com/news/1423714/diane-keaton-death-mandy-moore-pays-tribute
1268105557	20251012	202510	2025	2025.7726	HINAST700	YOGA				HIN					FRA	LORRAINE	FRA								1	023	023	02	1	3.4	3	1	3	0	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251012001500	https://www.tvguide.co.uk/schedule/8e55f8ce-a548-584d-a008-207cf6f866d3/fantasy-homes-by-the-sea
