1263999631	20240919	202409	2024	2024.7096	MIL	LIEUTENANT GENERAL						MIL			RUS	RUSSIA	RUS								0	190	190	19	4	-10.0	2	1	2	-8.72340425531915	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20250919061500	https://www.independent.ie/world-news/europe/babushka-bomber-caught-after-assassination-plot-on-head-of-russian-defence-business/a91213973.html
1263999831	20250919	202509	2025	2025.7096	BUS	COMPANY						BUS													1	017	017	01	1	0.0	4	1	4	3.90243902439024	4	Jinan, Shandong, China	CH	CH25	13238	36.6683	116.997	-1912283	0								4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	20250919061500	https://www.manilatimes.net/2025/09/19/tmt-newswire/media-outreach-newswire/hang-lung-celebrates-65th-anniversary-with-throwback-causeway-days-exhibition/2187132
1263999832	20250919	202509	2025	2025.7096	BUS	COMPANY						BUS													1	017	017	01	1	0.0	2	1	2	3.90243902439024	4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	0								4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	20250919061500	https://www.manilatimes.net/2025/09/19/tmt-newswire/media-outreach-newswire/hang-lung-celebrates-65th-anniversary-with-throwback-causeway-days-exhibition/2187132
1263999833	20250919	202509	2025	2025.7096	BUS	COMPANY						BUS													1	017	017	01	1	0.0	4	1	4	3.90243902439024	4	Wuxi, Jiangsu, China	CH	CH04	13148	31.5772	120.294	-1931162	0								4	Jinan, Shandong, China	CH	CH25	13238	36.6683	116.997	-1912283	20250919061500	https://www.manilatimes.net/2025/09/19/tmt-newswire/media-outreach-newswire/hang-lung-celebrates-65th-anniversary-with-throwback-causeway-days-exhibition/2187132
1263999834	20250919	202509	2025	2025.7096	BUS	CHAMBER OF COMMERCE						BUS													0	036	036	03	1	4.0	18	1	10	-1.88323917137477	1	Spain	SP	SP		40	-4	SP	0								1	Spain	SP	SP		40	-4	SP	20250919061500	https://www.wjcl.com/article/community-outrage-sparks-as-savannah-hispanic-heritage-parade-cancels/67954428
1263999835	20250919	202509	2025	2025.7096	BUS	COMPANY						BUS													0	050	050	05	1	3.5	6	1	6	-1.2531328320802	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250919061500	https://www.ftvlive.com/sqsp-test/2025/9/18/sinclair-says-kimmel-suspension-is-not-enough
1263999836	20250919	202509	2025	2025.7096	BUS	BUSINESS						BUS													1	051	051	05	1	3.4	25	2	15	4.74445176884201	4	Causeway Bay, Hong Kong (general), Hong Kong	HK	HK00	13031	22.2833	114.183	-1354454	0								4	Causeway Bay, Hong Kong (general), Hong Kong	HK	HK00	13031	22.2833	114.183	-1354454	20250919061500	https://livenews.co.nz/2025/09/19/hang-lung-celebrates-65th-anniversary-with-throwback-causeway-days-exhibition/
1263999837	20250919	202509	2025	2025.7096	BUS	AIRLINE						BUS													1	051	051	05	1	3.4	6	2	6	6.76368061597602	1	Japan	JA	JA		36	138	JA	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250919061500	https://www.manilatimes.net/2025/09/19/tmt-newswire/pr-newswire/cebu-pacific-wins-sustainability-aviation-lease-deal-of-the-year-in-london/2187135
1263999838	20250919	202509	2025	2025.7096	BUS	AIRLINE						BUS													1	051	051	05	1	3.4	14	2	14	6.91437637545422	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20250919061500	https://www.manilatimes.net/2025/09/19/tmt-newswire/pr-newswire/cebu-pacific-wins-sustainability-aviation-lease-deal-of-the-year-in-london/2187135
1263999839	20250919	202509	2025	2025.7096	BUS	INVESTOR						BUS													0	071	071	07	2	7.4	5	1	5	3.61247947454844	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20250919061500	https://www.fool.co.uk/2025/09/19/20000-in-savings-heres-a-strategy-to-try-turning-that-into-a-60000-second-income/
1263999840	20250919	202509	2025	2025.7096	BUS	COMPANIES						BUS													1	100	100	10	3	-5.0	10	1	10	1.2448132780083	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20250919061500	https://www.fool.co.uk/2025/09/19/heres-the-secret-to-a-potential-1m-stocks-shares-isa-at-30/
1263999841	20250919	202509	2025	2025.7096	BUS	LANDLORD						BUS													1	112	112	11	3	-2.0	10	1	10	-0.34482758620689	3	Iron Gate, Georgia, United States	US	USGA	GA031	32.4182	-81.8373	350373	0								3	Iron Gate, Georgia, United States	US	USGA		32.4182	-81.8373	350373	20250919061500	https://www.derbytelegraph.co.uk/news/derby-news/derbys-beautiful-historic-buildings-need-10504520
1263999842	20250919	202509	2025	2025.7096	BUS	INVESTOR						BUS													1	120	120	12	3	-4.0	10	1	10	3.04347826086957	4	Rawalpindi, Punjab, Pakistan	PK	PK04	23674	33.6	73.0667	-2772585	0								4	Rawalpindi, Punjab, Pakistan	PK	PK04	23674	33.6	73.0667	-2772585	20250919061500	https://www.brecorder.com/news/40383444/buscaro-raises-2m-to-expand-work-and-mission
1263999843	20250919	202509	2025	2025.7096	BUS	MERCHANT						BUS													1	120	120	12	3	-4.0	5	1	5	3.44827586206896	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20250919061500	https://www.newkerala.com/news/o/adani-power-turnaround-indias-corporate-history-says-morgan-stanley-803
1263999844	20250919	202509	2025	2025.7096	BUS	COMPANY						BUS			AUS	VICTORIA	AUS								1	042	042	04	1	1.9	3	1	3	4.12087912087912	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	20250919061500	https://www.miragenews.com/hawkei-enhances-critical-capability-1536962/
1263999845	20250919	202509	2025	2025.7096	BUS	COMPANY						BUS			AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	2	1	2	4.12087912087912	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	20250919061500	https://www.miragenews.com/hawkei-enhances-critical-capability-1536962/
1263999846	20250919	202509	2025	2025.7096	BUS	COMPANY						BUS			CHR	CHRISTIAN				CHR					1	043	043	04	1	2.8	3	1	3	1.21212121212121	4	Connacht, Mayo, Ireland	EI	EI20	18298	53.6667	-9	-1501893	4	Connacht, Mayo, Ireland	EI	EI20	18298	53.6667	-9	-1501893	4	Connacht, Mayo, Ireland	EI	EI20	18298	53.6667	-9	-1501893	20250919061500	https://connachttribune.ie/moving-provocative-and-funny-finding-sophie-hits-home/
1263999847	20250919	202509	2025	2025.7096	BUS	BANK						BUS			CVL	RESIDENTS						CVL			1	070	070	07	2	7.0	5	1	5	0.99009900990099	0								0								0								20250919061500	https://www.bournemouthecho.co.uk/news/25476374.dorset-care-homes-support-local-food-banks-donations/
1263999848	20250919	202509	2025	2025.7096	BUS	BANK						BUS			CVL	RESIDENTS						CVL			1	100	100	10	3	-5.0	5	1	5	0.99009900990099	0								0								0								20250919061500	https://www.bournemouthecho.co.uk/news/25476374.dorset-care-homes-support-local-food-banks-donations/
1263999849	20250919	202509	2025	2025.7096	BUS	CHAMBER OF COMMERCE						BUS			ESP	SPAIN	ESP								0	036	036	03	1	4.0	2	1	2	-1.88323917137477	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250919061500	https://www.wjcl.com/article/community-outrage-sparks-as-savannah-hispanic-heritage-parade-cancels/67954428
1263999850	20250919	202509	2025	2025.7096	BUS	COMPANY						BUS			EUR	EUROPEAN	EUR								0	043	043	04	1	2.8	5	1	5	2.78592375366569	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919061500	https://www.bbc.com/news/articles/cj07y87ejqro
1263999851	20250919	202509	2025	2025.7096	BUS	INDUSTRY						BUS			GBR	BRITISH	GBR								1	051	051	05	1	3.4	8	1	8	10.6598984771574	5	Hertfordshire, Hertfordshire, United Kingdom	UK	UKF8	40114	51.8333	-0.25	-2598579	5	Hertfordshire, Hertfordshire, United Kingdom	UK	UKF8	40114	51.8333	-0.25	-2598579	5	Hertfordshire, Hertfordshire, United Kingdom	UK	UKF8	40114	51.8333	-0.25	-2598579	20250919061500	https://www.tivysideadvertiser.co.uk/news/25473529.ceredigion-girl-wins-young-handler-title-second-year/
1263999852	20250919	202509	2025	2025.7096	BUS	BUSINESS						BUS			GBR	UNITED KINGDOM	GBR								1	070	070	07	2	7.0	5	1	5	4.66200466200466	4	High Wycombe, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.6333	-0.766667	-2598710	4	High Wycombe, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.6333	-0.766667	-2598710	4	High Wycombe, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.6333	-0.766667	-2598710	20250919061500	https://www.bucksfreepress.co.uk/news/25477860.high-wycombe-company-worked-space-probe-sent-jupiter/
1263999853	20250919	202509	2025	2025.7096	BUS	COMPANY						BUS			GOV	PRESIDENT						GOV			0	042	042	04	1	1.9	10	1	10	0.18433179723503	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20250919061500	https://www.wjcl.com/article/hyundai-promises-3000-jobs-to-georgians-amid-workforce-concerns-following-ice-raid/67954471
1263999854	20250919	202509	2025	2025.7096	BUS	COMPANY						BUS			IRL	IRELAND	IRL								1	043	043	04	1	2.8	2	1	2	1.21212121212121	4	Connacht, Mayo, Ireland	EI	EI20	18298	53.6667	-9	-1501893	4	Connacht, Mayo, Ireland	EI	EI20	18298	53.6667	-9	-1501893	4	Connacht, Mayo, Ireland	EI	EI20	18298	53.6667	-9	-1501893	20250919061500	https://connachttribune.ie/moving-provocative-and-funny-finding-sophie-hits-home/
1263999855	20250919	202509	2025	2025.7096	BUS	CORPORATION						BUS			KOR	SEOUL	KOR								1	042	042	04	1	1.9	2	1	2	2.75229357798165	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250919061500	https://www.marketscreener.com/news/fedex-to-host-joint-webinar-on-e-commerce-strategy-to-navigate-impact-from-the-u-s-trade-policy-c-ce7d58d9d08af425
1263999856	20250919	202509	2025	2025.7096	BUS	COMPANY						BUS			LAB	EMPLOYEE						LAB			0	033	033	03	1	5.2	10	1	10	-3.42741935483871	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20250919061500	https://www.humanresourcesonline.net/agoda-faces-backlash-over-alleged-unfair-retrenchment-ntuc-mom-respond
1263999857	20250919	202509	2025	2025.7096	BUS	COMPANY						BUS			LAB	EMPLOYEE						LAB			0	060	060	06	2	6.0	10	1	10	-3.42741935483871	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20250919061500	https://www.humanresourcesonline.net/agoda-faces-backlash-over-alleged-unfair-retrenchment-ntuc-mom-respond
1263999858	20250919	202509	2025	2025.7096	BUS	BUSINESS						BUS			MED	MEDIA						MED			1	061	061	06	2	6.4	10	1	10	4.07523510971787	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20250919061500	http://www.bignewsnetwork.com/news/278587003/feature-bamboo-crafts-inspire-myanmar-youth-to-thrive-in-digital-age
1263999859	20250919	202509	2025	2025.7096	BUS	AIRLINE						BUS			PHL	MANILA	PHL								1	030	030	03	1	4.0	16	2	16	6.86916764761076	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20250919061500	https://www.manilatimes.net/2025/09/19/tmt-newswire/pr-newswire/cebu-pacific-wins-sustainability-aviation-lease-deal-of-the-year-in-london/2187135
1263999860	20250919	202509	2025	2025.7096	BUS	AIRLINE						BUS			PHL	PHILIPPINE	PHL								1	030	030	03	1	4.0	4	2	4	6.86916764761076	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20250919061500	https://www.manilatimes.net/2025/09/19/tmt-newswire/pr-newswire/cebu-pacific-wins-sustainability-aviation-lease-deal-of-the-year-in-london/2187135
1263999861	20250919	202509	2025	2025.7096	BUS	CORPORATION						BUS			UKR	UKRAINIAN	UKR								0	070	070	07	2	7.0	4	1	4	-1.3215859030837	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	20250919061500	https://www.circlevilleherald.com/news/ukraine-expects-3-5-billion-fund-for-us-weapons-to-sustain-fight-against-russia-zelenskyy/article_1fc0217f-0bd8-4f73-8df0-ebb1c8454fd2.html
1263999862	20250919	202509	2025	2025.7096	BUS	CORPORATION						BUS			UKR	UKRAINIAN	UKR								0	070	070	07	2	7.0	1	1	1	-1.3215859030837	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250919061500	https://www.circlevilleherald.com/news/ukraine-expects-3-5-billion-fund-for-us-weapons-to-sustain-fight-against-russia-zelenskyy/article_1fc0217f-0bd8-4f73-8df0-ebb1c8454fd2.html
1263999863	20250919	202509	2025	2025.7096	BUS	EMPLOYER						BUS			USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	0.74906367041198	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20250919061500	https://businessdailynetwork.com/stories/675444826-how-many-seasonal-agricultural-visas-were-requested-by-hawaii-employers-during-2024
1263999864	20250919	202509	2025	2025.7096	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	040	040	04	1	1.0	4	1	4	2.9940119760479	3	Clinton County, Pennsylvania, United States	US	USPA	PA035	41.3753	-77.875	1214721	3	Clinton County, Pennsylvania, United States	US	USPA		41.3753	-77.875	1214721	3	Clinton County, Pennsylvania, United States	US	USPA		41.3753	-77.875	1214721	20250919061500	https://www.lockhaven.com/news/local-news/2025/09/economic-opportunity-destination-ccep-welcomes-new-leadership-fitzgerald-shares-vision-for-organization-at-annual-meeting/
1263999865	20250919	202509	2025	2025.7096	BUS	BUSINESS						BUS			USA	PITTSBURGH	USA								1	042	042	04	1	1.9	10	1	10	-1.96078431372549	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250919061500	https://www.sharonherald.com/cnhi_network/update-shapiro-warns-of-youth-falling-into-online-traps-becoming-politically-violent/article_f76823ba-580c-5ab9-a14b-72df27d9adcb.html
1263999866	20250919	202509	2025	2025.7096	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	050	050	05	1	3.5	4	1	4	-1.2531328320802	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250919061500	https://www.ftvlive.com/sqsp-test/2025/9/18/sinclair-says-kimmel-suspension-is-not-enough
1263999867	20250919	202509	2025	2025.7096	BUS	PRODUCER						BUS			USA	KANSAS CITY	USA								0	193	193	19	4	-10.0	8	1	8	-4.46685878962536	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20250919061500	https://www.kmbc.com/article/kansas-city-grocery-store-shooting-second-victim-identified/67954647
1263999868	20250919	202509	2025	2025.7096	CAN	CANADA	CAN																		0	010	010	01	1	0.0	4	1	4	0.0523286237571896	4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	0								4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	20250919061500	https://infotel.ca/newsitem/lichen-logging-land-rights-complex-forces-play-out-in-fate-of-ancient-bc-forest/it110578
1263999869	20250919	202509	2025	2025.7096	CAN	CANADA	CAN																		0	040	040	04	1	1.0	2	1	2	0.0523286237571896	4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	0								4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	20250919061500	https://infotel.ca/newsitem/lichen-logging-land-rights-complex-forces-play-out-in-fate-of-ancient-bc-forest/it110578
1263999870	20250919	202509	2025	2025.7096	CAN	CANADA	CAN								BUS	INDUSTRY						BUS			0	010	010	01	1	0.0	4	1	4	0.0523286237571896	4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	20250919061500	https://infotel.ca/newsitem/lichen-logging-land-rights-complex-forces-play-out-in-fate-of-ancient-bc-forest/it110578
1263999871	20250919	202509	2025	2025.7096	CAN	CANADA	CAN								EDU	SCHOOL						EDU			1	043	043	04	1	2.8	6	1	6	0.26881720430108	4	Nanaimo, British Columbia, Canada	CA	CA02	12556	49.15	-123.917	-569908	4	Nanaimo, British Columbia, Canada	CA	CA02	12556	49.15	-123.917	-569908	4	Nanaimo, British Columbia, Canada	CA	CA02	12556	49.15	-123.917	-569908	20250919061500	https://cheknews.ca/nanaimo-school-reopening-marks-a-new-chapter-in-the-city-1279159/
1263999872	20250919	202509	2025	2025.7096	CAN	CANADA	CAN								UAF	GUNMAN						UAF			0	193	193	19	4	-10.0	8	1	8	-3.420523138833	4	York County, Ontario, Canada	CA	CA08	12689	44	-79.5	-576305	4	York County, Ontario, Canada	CA	CA08	12689	44	-79.5	-576305	4	York County, Ontario, Canada	CA	CA08	12689	44	-79.5	-576305	20250919061500	https://torontosun.com/news/world/prosecutor-says-stalking-suspect-ambushed-pennsylvania-police-officers-killing-3
1263999873	20250919	202509	2025	2025.7096	CHN	CHINA	CHN																		0	010	010	01	1	0.0	6	1	6	-0.77519379844962	4	Fengqiao, Anhui, China	CH	CH01	13144	31.6937	118.534	-3829737	0								4	Fengqiao, Anhui, China	CH	CH01	13144	31.6937	118.534	-3829737	20250919061500	https://www.theepochtimes.com/world/china-exports-village-surveillance-model-to-solomon-islands-5916794
1263999874	20250919	202509	2025	2025.7096	CHN	CHINA	CHN																		0	013	013	01	1	0.4	1	1	1	-2.37797246558198	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20250919061500	https://www.brecorder.com/news/40383551/trump-and-xi-seek-tiktok-win-to-break-us-china-gridlock
1263999875	20250919	202509	2025	2025.7096	CHN	CHINA	CHN																		0	020	020	02	1	3.0	4	1	4	0.1923076923077	4	Jingde, Shanghai, China	CH	CH23	13243	31.0205	121.124	11113073	0								4	Jingde, Shanghai, China	CH	CH23	13243	31.0205	121.124	11113073	20250919061500	https://charter97.org/en/news/2025/9/19/656255/
1263999876	20250919	202509	2025	2025.7096	CHN	CHINA	CHN																		0	030	030	03	1	4.0	1	1	1	-6.06060606060606	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919061500	http://www.bignewsnetwork.com/news/278587007/2nd-ld-writethru-us-vetoes-un-security-council-draft-resolution-on-gaza-humanitarian-access
1263999877	20250919	202509	2025	2025.7096	CHN	CHINA	CHN																		0	030	030	03	1	4.0	4	1	4	-6.06060606060606	1	China	CH	CH		35	105	CH	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919061500	http://www.bignewsnetwork.com/news/278587007/2nd-ld-writethru-us-vetoes-un-security-council-draft-resolution-on-gaza-humanitarian-access
1263999878	20250919	202509	2025	2025.7096	CHN	CHINA	CHN																		1	040	040	04	1	1.0	1	1	1	1.03950103950104	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20250919061500	https://torontosun.com/news/world/trump-xi-set-to-discuss-tiktok-deal-future-of-u-s-china-relations
1263999879	20250919	202509	2025	2025.7096	CHN	URUMQI	CHN																		1	042	042	04	1	1.9	8	1	8	2.58215962441315	4	Zhaosu, Xinjiang, China	CH	CH13	13292	43.1228	81.0758	-1938594	0								4	Zhaosu, Xinjiang, China	CH	CH13	13292	43.1228	81.0758	-1938594	20250919061500	http://www.bignewsnetwork.com/news/278587010/riding-with-dreams-xinjiang-horse-trainer-decade-of-pursuit
1263999880	20250919	202509	2025	2025.7096	CHN	CHINA	CHN																		1	043	043	04	1	2.8	2	1	2	2.98850574712644	4	Sanlitun, Anhui, China	CH	CH01	12996	32.1667	116.3	-1923856	0								4	Sanlitun, Anhui, China	CH	CH01	12996	32.1667	116.3	-1923856	20250919061500	https://www.brecorder.com/news/40383563/apples-iphone-17-launch-draws-hundreds-in-long-queue-at-its-beijing-store
1263999881	20250919	202509	2025	2025.7096	CHN	SHENYANG	CHN																		0	043	043	04	1	2.8	1	1	1	3.90243902439024	4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20250919061500	https://www.manilatimes.net/2025/09/19/tmt-newswire/media-outreach-newswire/hang-lung-celebrates-65th-anniversary-with-throwback-causeway-days-exhibition/2187132
1263999882	20250919	202509	2025	2025.7096	CHN	CHINA	CHN																		1	043	043	04	1	2.8	6	1	6	2.58215962441315	4	Zhaosu, Xinjiang, China	CH	CH13	13292	43.1228	81.0758	-1938594	0								4	Zhaosu, Xinjiang, China	CH	CH13	13292	43.1228	81.0758	-1938594	20250919061500	http://www.bignewsnetwork.com/news/278587010/riding-with-dreams-xinjiang-horse-trainer-decade-of-pursuit
1263999883	20250919	202509	2025	2025.7096	CHN	CHINA	CHN																		1	043	043	04	1	2.8	10	1	10	-0.70635721493441	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	0								4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	20250919061500	https://www.bjreview.com/China/202508/t20250814_800411460.html
1263999884	20250919	202509	2025	2025.7096	CHN	CHINA	CHN																		1	070	070	07	2	7.0	5	1	5	2.98850574712644	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	0								4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20250919061500	https://www.brecorder.com/news/40383563/apples-iphone-17-launch-draws-hundreds-in-long-queue-at-its-beijing-store
1263999885	20250919	202509	2025	2025.7096	CHN	CHINA	CHN																		1	111	111	11	3	-2.0	2	1	2	-9.33609958506225	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.theweek.in/news/world/2025/09/19/china-points-out-the-truth-to-new-york-times-for-its-charlie-kirk-disinformation-report-you-are-the-problem.html
1263999886	20250919	202509	2025	2025.7096	CHN	CHINA	CHN																		1	111	111	11	3	-2.0	2	1	2	-9.33609958506225	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919061500	https://www.theweek.in/news/world/2025/09/19/china-points-out-the-truth-to-new-york-times-for-its-charlie-kirk-disinformation-report-you-are-the-problem.html
1263999887	20250919	202509	2025	2025.7096	CHN	CHINA	CHN																		1	164	164	16	4	-7.0	10	1	10	-1.55440414507772	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250919061500	http://www.bignewsnetwork.com/news/278584106/tiktok-deal-talks-hinge-on-algorithm-as-us-china-extend-deadline
1263999888	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								BUS	COMPANIES						BUS			0	020	020	02	1	3.0	8	1	8	2.42501595405233	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	https://www.naval-technology.com/sponsored/industrials-ma-strategic-themes-drive-dealmaking/
1263999889	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								BUS	COMPANIES						BUS			0	020	020	02	1	3.0	2	1	2	2.42501595405233	1	United States	US	US		39.828175	-98.5795	US	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	https://www.naval-technology.com/sponsored/industrials-ma-strategic-themes-drive-dealmaking/
1263999890	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			0	012	012	01	1	-0.4	2	1	2	-6.06060606060606	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	http://www.bignewsnetwork.com/news/278587007/2nd-ld-writethru-us-vetoes-un-security-council-draft-resolution-on-gaza-humanitarian-access
1263999891	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			0	040	040	04	1	1.0	1	1	1	-5.56586270871985	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999892	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			0	042	042	04	1	1.9	1	1	1	-2.37797246558198	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Russia	RS	RS		60	100	RS	20250919061500	https://www.brecorder.com/news/40383551/trump-and-xi-seek-tiktok-win-to-break-us-china-gridlock
